#received from email w mirko
Depth	Sulphate
m	ug/l
119.054963	61.39801078
119.0644394	53.72421793
119.0739158	62.03436684
119.0833921	57.25051397
119.0928685	63.25123632
119.1023449	60.80145997
119.1118213	60.99627716
119.1212977	66.23013558
119.130774	67.72656554
119.1402504	55.84492554
119.1497268	53.11996444
119.1592032	54.07338029
119.1686796	51.31132967
119.1781559	47.70340196
119.1876323	47.65752625
119.1971087	48.03549897
119.2065851	49.92359838
119.2160615	55.54695922
119.2255378	54.66119353
119.2350142	53.13316108
119.2444906	52.12910485
119.253967	64.30012641
119.2634434	105.2854642
119.2729197	76.14428794
119.2823961	53.64338501
119.2918725	45.70946547
119.3013489	46.94518531
119.3108253	45.28716592
119.3203017	54.11874201
119.329778	56.53999972
119.3392544	58.33375007
119.3487308	53.04187503
119.3582072	49.75370895
119.3676836	55.88257765
119.3771599	63.21081291
119.3866363	64.40631077
119.3961127	55.31894205
119.4055891	55.66316608
119.4150655	50.15613713
119.4245418	57.18685753
119.4340182	51.34341835
119.4434946	63.77868534
119.452971	72.75907096
119.4624474	87.70429794
119.4719237	77.66947269
119.4814001	63.46554981
119.4908765	49.10332278
119.5003529	57.85755265
119.5098293	69.36795021
119.5193056	79.13343196
119.528782	70.67816858
119.5477348	71.32397066
119.5666875	73.12163138
119.5856403	86.94601878
119.6045931	91.54220148
119.6235458	110.5423126
119.6424986	91.1767239
119.6614513	76.78168584
119.6804041	70.030005
119.6993569	80.3033839
119.7183096	73.40515086
119.7372624	71.47732955
119.7562151	64.22306496
119.7751679	73.37806301
119.7846443	80.25974468
119.7941207	67.8449186
119.803597	61.89418375
119.8130734	58.04259043
119.8225498	59.54837612
119.8320262	58.92009779
119.8415026	59.11740846
119.8509789	48.26998944
119.8604553	53.91627077
119.8699317	55.13974551
119.8794081	66.66327027
119.8888845	77.74420737
119.8983608	82.85259349
119.9078372	67.26093238
119.9173136	70.10098905
119.92679	75.56078791
119.9362664	88.7344488
119.9457427	95.30560649
119.9552191	95.22578069
119.9646955	92.35553148
119.9741719	79.44575485
119.9836483	65.81860866
119.9931246	57.03218592
120.0083585	73.85076922
120.0175567	92.88741565
