Depth_m,nssS
509.792,-0.598
509.803,-0.497
509.814,-0.379
509.825,-0.347
509.836,-0.219
509.847,-0.162
509.858,-0.013
509.869,0.048
509.88,0.134
509.891,-0.119
509.902,-0.05
509.913,0.058
509.924,0.31
509.934,-0.644
509.945,-0.431
509.956,0.376
509.967,0.771
509.978,1.15
509.989,1.393
510.0,1.603
510.011,1.599
510.022,1.223
510.033,0.53
510.044,0.226
510.055,0.148
510.066,0.715
510.077,0.63
510.088,-0.116
510.099,-0.659
510.11,-0.368
510.12,-0.332
510.131,-0.188
510.142,0.026
510.153,0.088
510.164,0.17
510.175,0.226
510.186,0.178
510.197,0.132
510.208,-0.046
510.219,-0.136
510.23,-0.29
510.241,-0.416
510.252,-0.439
510.263,-0.481
510.274,-0.453
510.285,-0.648
510.296,-0.478
510.306,-0.828
510.317,-0.975
510.328,-0.875
510.339,-1.041
510.35,-0.924
510.361,-0.799
510.372,-0.669
510.383,-0.596
510.394,-0.422
510.405,0.0
510.416,0.545
510.427,0.477
510.438,-0.211
510.449,-0.048
510.46,0.432
510.471,0.632
510.482,0.353
510.493,0.32
510.503,0.146
510.514,0.054
510.525,-0.169
510.536,-0.395
510.547,-0.567
510.558,-0.713
510.569,-0.756
510.58,-0.748
510.591,-0.762
510.602,-0.762
510.613,-0.797
510.624,-0.831
510.635,-0.763
510.646,-0.656
510.657,-0.344
510.668,-0.002
510.678,0.323
510.689,0.079
510.7,-0.171
510.711,-0.107
510.722,-0.382
510.733,0.084
510.744,0.355
510.755,0.243
510.766,0.096
510.777,-0.042
510.788,-0.169
510.799,-0.367
510.81,-0.475
510.821,-0.541
510.832,-0.629
510.843,-0.688
510.854,-0.499
510.865,-0.303
510.875,-0.054
510.886,0.214
510.897,-0.196
510.908,-0.397
510.919,-0.708
510.93,-0.155
510.941,0.314
510.952,0.997
510.963,1.154
510.974,0.657
510.985,0.05
510.996,0.183
511.007,0.337
511.018,0.232
511.029,0.046
511.04,-0.259
511.051,-0.54
511.061,-0.706
511.072,-0.665
511.083,-0.546
511.094,-0.392
511.105,-0.052
511.116,0.279
511.127,0.636
511.138,0.795
511.149,0.827
511.16,0.827
511.171,0.667
511.182,0.666
511.193,0.698
511.204,0.705
511.215,-0.097
511.226,-0.737
511.237,-0.594
511.247,-0.491
511.258,-0.562
511.269,-0.536
511.28,-0.516
511.291,-0.523
511.302,-0.63
511.313,-0.526
511.324,-0.259
511.335,-0.189
511.346,-0.241
511.357,-0.101
511.368,0.003
511.379,-0.144
511.39,-0.106
511.401,0.08
511.412,-0.045
511.433,-0.351
511.444,-0.416
511.455,-0.798
511.466,-0.965
511.488,-0.85
511.499,-0.53
511.51,-0.264
511.521,-0.06
511.532,0.289
511.543,0.534
511.554,0.569
511.565,0.767
511.576,0.878
511.587,0.665
511.598,0.595
511.608,0.487
511.619,0.384
511.63,0.38
511.641,0.531
511.652,0.683
511.663,0.15
511.674,-0.458
511.685,-0.97
511.696,-0.69
511.707,-0.522
511.718,-0.136
511.729,0.277
511.74,0.502
511.751,0.784
511.762,0.492
511.773,0.328
511.784,0.286
511.794,0.69
511.805,0.902
511.816,0.677
511.827,0.264
511.838,0.237
511.849,0.211
511.86,0.049
511.871,-0.094
511.882,-0.068
511.893,0.112
511.904,0.445
511.915,0.63
511.926,0.638
511.937,0.635
511.948,0.665
511.959,0.578
511.97,0.449
511.98,0.335
511.991,-0.055
512.002,-0.352
512.013,-0.538
512.024,-0.613
512.035,-0.961
512.046,-1.072
512.057,-0.751
512.068,-0.762
512.079,-0.702
512.09,-0.582
512.101,-0.56
512.112,-0.711
512.123,-0.735
512.134,-0.773
512.145,-0.457
512.156,-0.454
512.166,-0.375
512.177,-0.343
512.188,-0.36
512.199,-0.333
512.21,-0.371
512.221,-0.343
512.232,-0.243
512.243,0.073
512.254,0.515
512.265,0.182
512.276,-0.604
512.287,-1.094
512.298,-0.848
512.309,-0.733
512.32,-0.736
512.331,-0.853
512.342,-0.874
512.352,-0.818
512.363,-0.783
512.374,-0.747
512.385,-0.794
512.396,-0.589
512.407,-0.35
512.418,-0.137
512.429,-0.04
512.44,0.004
512.451,0.049
512.462,-0.098
512.473,-0.276
512.484,-0.511
512.495,-0.415
512.506,-0.247
512.517,0.227
512.528,0.212
512.538,-0.688
512.549,-1.275
512.56,-1.005
512.571,-1.007
512.582,-1.075
512.593,-1.088
512.604,-1.064
512.615,-0.935
512.626,-0.831
512.637,-0.651
512.648,-0.419
512.659,-0.179
512.67,0.118
512.681,0.459
512.692,0.349
512.703,-0.036
512.713,-0.48
512.724,-0.835
512.735,-0.544
512.746,-0.616
512.757,-0.716
512.768,-0.811
512.779,-0.6
512.79,-0.374
512.801,-0.595
512.812,-0.693
512.823,-0.747
512.834,-0.477
512.845,-0.869
512.856,-0.768
512.867,-0.533
512.878,-0.286
512.888,0.026
512.899,0.207
512.91,0.324
512.921,0.358
512.932,0.365
512.943,0.316
513.731,0.491
513.742,0.422
513.753,0.343
513.764,0.212
513.775,0.105
513.786,-0.155
513.797,-0.312
513.808,-0.404
513.818,-0.453
513.829,-0.357
513.84,-0.319
513.851,-0.264
513.862,-0.254
513.873,-0.153
513.884,-0.082
513.895,0.132
513.906,0.296
513.917,0.517
513.928,0.836
513.939,1.426
513.95,1.111
513.961,0.525
514.048,-0.841
514.059,-0.829
514.07,-0.821
514.081,-0.785
514.092,-0.508
514.103,0.062
514.114,-0.048
514.125,0.327
514.136,-0.028
514.147,-0.006
514.158,0.216
514.169,0.38
514.18,0.601
514.191,0.594
514.201,-0.115
514.212,-0.657
514.223,-0.588
514.234,-0.704
514.245,-0.72
514.256,-0.663
514.267,-0.661
514.278,-0.659
514.289,-0.713
514.3,-0.747
514.311,-0.68
514.322,-0.527
514.333,-0.451
514.344,-0.313
514.355,0.138
514.366,0.804
514.376,1.009
514.387,0.586
514.398,0.045
514.409,0.191
514.42,0.164
514.431,0.125
514.442,-0.047
514.453,-0.141
514.464,-0.343
514.475,-0.566
514.486,-0.63
514.497,-0.745
514.508,-0.75
514.519,-0.765
514.53,-0.716
514.541,-0.748
514.552,-0.615
514.562,-0.259
514.573,-0.025
514.584,-0.345
514.595,-0.715
514.606,-0.646
514.617,0.026
514.628,0.622
514.639,0.38
514.65,0.186
514.661,0.212
514.672,0.468
514.683,0.664
514.694,0.664
514.705,0.442
514.727,0.244
514.738,-0.117
514.748,-0.376
514.759,-0.496
514.77,-0.217
514.781,0.23
514.792,0.216
514.803,0.225
514.814,0.003
514.825,0.574
514.836,0.844
514.847,0.995
514.858,1.231
514.869,1.726
514.88,1.952
514.891,2.019
514.902,1.984
514.913,1.574
514.924,1.009
514.935,0.92
514.945,0.913
514.956,0.788
515.044,0.601
515.055,0.205
515.066,0.558
515.077,0.674
515.088,0.944
515.099,1.198
515.11,1.349
515.12,1.337
515.131,1.648
515.142,1.86
515.153,0.434
515.164,-0.516
515.175,-0.262
515.186,-0.282
515.197,-0.381
515.208,-0.439
515.219,-0.562
515.23,-0.534
515.241,-0.497
515.252,-0.452
515.263,-0.456
515.274,-0.376
515.285,-0.322
515.296,-0.192
515.307,-0.068
515.317,0.056
515.328,-0.03
515.339,-0.033
515.35,0.247
515.361,0.696
515.372,-0.086
515.383,-0.875
515.394,-0.945
515.405,-0.62
515.416,-0.692
515.427,-0.468
515.438,-0.432
515.449,-0.531
515.46,-0.66
515.471,-0.746
515.482,-0.446
515.492,-0.364
515.503,-0.198
515.514,0.058
515.525,0.228
515.536,0.216
515.547,0.048
515.558,0.063
515.569,0.101
515.58,-0.101
515.591,-0.235
515.602,0.011
515.613,-0.347
515.624,-0.786
515.635,-0.9
515.646,-1.058
515.657,-0.803
515.668,-0.811
515.678,-0.847
515.689,-0.877
515.7,-0.862
515.711,-0.871
515.722,-0.711
515.733,-0.668
515.744,-0.348
515.755,0.096
515.766,0.762
515.777,0.593
515.788,0.699
515.799,0.664
515.81,0.465
515.821,0.671
515.832,0.644
515.843,0.432
515.854,0.418
515.865,0.312
515.875,0.335
515.886,0.293
515.897,0.237
515.908,0.183
515.919,0.24
515.93,0.491
515.941,0.778
515.952,1.214
515.963,1.494
515.974,1.909
515.985,2.406
515.996,3.254
516.007,3.946
516.018,2.843
516.029,1.406
516.04,0.796
516.05,1.136
516.061,0.761
516.072,0.487
516.083,0.275
516.094,0.415
516.105,0.505
516.116,-0.017
516.127,-0.462
516.138,-0.426
516.149,-0.216
516.16,-0.104
516.171,0.113
516.182,0.24
516.193,0.336
516.204,0.454
516.215,0.683
516.226,0.851
516.236,1.231
516.247,1.848
516.258,2.379
516.269,3.058
516.28,2.974
516.291,2.975
516.313,2.556
516.324,2.14
516.335,1.702
516.346,1.276
516.357,0.911
516.368,0.408
516.379,-0.099
516.39,-0.366
516.401,-0.461
516.412,-0.453
516.422,-0.46
516.433,-0.314
516.444,-0.058
516.455,1.077
516.466,1.031
516.477,-0.364
516.488,-0.113
516.499,-0.19
516.51,-0.285
516.521,-0.097
516.532,0.131
516.543,-0.13
516.554,-0.67
516.565,-1.284
516.576,-1.284
516.587,-1.341
516.598,-1.34
516.608,-1.178
516.619,-0.956
516.63,-0.728
516.641,-0.54
516.652,-0.254
516.663,-0.133
516.674,0.036
516.685,0.238
516.696,0.347
516.707,0.274
516.718,0.151
516.729,-0.28
516.74,-0.6
516.751,-0.877
516.762,-1.054
516.773,-1.055
516.784,-0.992
516.794,-0.914
516.805,-0.865
516.816,-0.787
516.827,-0.704
516.838,-0.667
516.849,-0.542
516.86,-0.191
516.871,0.022
516.882,0.199
516.893,-0.486
516.904,-0.431
516.915,-0.321
516.926,-0.439
516.937,-0.715
516.948,-1.073
516.959,-0.944
516.969,-0.829
516.98,-0.748
516.991,-0.619
517.002,-0.441
517.013,-0.677
517.024,-0.795
517.035,-0.896
517.046,-0.54
517.057,-0.453
517.068,-0.471
517.079,-0.555
517.09,-0.565
517.101,-0.499
517.112,-0.28
517.123,-0.221
517.134,-0.23
517.145,-0.391
517.156,-0.423
517.166,-0.447
517.177,-0.358
517.188,-0.255
517.199,0.032
517.21,0.455
517.221,1.228
517.232,0.787
517.243,0.513
517.254,-0.305
517.265,-0.522
517.276,-0.259
517.287,-0.406
517.298,-0.151
517.309,0.192
517.32,0.822
517.331,1.936
517.341,1.727
517.352,1.759
517.363,2.51
517.374,2.135
517.385,1.655
517.396,1.609
517.407,1.367
517.418,1.277
517.429,1.195
517.44,1.383
517.451,1.479
517.462,0.804
517.473,-0.658
517.484,-1.241
517.495,-0.963
517.506,-0.872
517.517,-0.72
517.528,-0.994
517.538,-1.268
517.549,-1.128
517.56,-0.946
517.571,-0.838
517.582,-0.639
517.593,-0.375
517.604,-0.088
517.615,0.107
517.626,0.042
517.637,0.131
517.648,0.071
517.659,0.131
517.67,-0.067
517.681,-0.098
517.692,-0.202
517.703,-0.211
517.713,-0.455
517.724,-0.218
517.735,-0.396
517.746,0.262
517.757,-0.261
517.768,-1.029
517.779,-0.699
517.79,-0.744
517.801,-0.612
517.812,-0.447
517.823,-0.336
517.834,-0.04
517.845,0.094
517.856,0.162
517.867,-0.06
517.878,-0.172
517.889,-0.27
517.899,-0.318
517.91,0.066
517.921,0.196
517.932,0.346
517.943,-0.437
517.954,-0.497
517.965,-0.466
517.976,-0.427
517.987,-0.194
517.998,-0.035
518.009,0.372
518.02,0.282
518.031,-0.315
518.042,-0.044
518.053,-0.106
518.064,-0.064
518.075,-0.072
518.085,-0.352
518.096,-0.508
518.118,-0.845
518.129,-1.129
518.14,-1.1
518.151,-0.971
518.162,-0.887
518.173,-0.892
518.184,-0.93
518.195,-0.919
518.206,-0.963
518.217,-0.94
518.228,-0.894
518.239,-0.91
518.25,-0.786
518.26,-0.842
518.271,-0.871
518.282,-0.678
518.293,-0.384
518.304,0.347
518.315,0.659
518.326,0.576
518.337,-0.442
518.348,-0.427
518.359,-0.069
518.37,0.094
518.381,0.102
518.392,-0.131
518.403,-0.122
518.414,-0.085
518.425,-0.093
518.436,0.016
518.447,0.066
518.457,0.127
518.468,0.302
518.479,0.673
518.49,0.985
518.501,1.17
518.512,1.545
518.523,1.947
518.534,1.431
518.545,0.97
518.556,1.021
518.567,0.994
518.578,1.158
518.589,1.067
518.6,0.969
518.611,0.816
518.622,0.546
518.633,0.347
518.643,0.259
518.654,0.215
518.665,0.209
518.676,0.093
518.687,0.128
518.698,0.236
518.709,0.487
518.72,0.859
518.731,1.349
518.742,1.101
518.753,1.313
518.764,1.032
518.775,0.597
518.786,0.943
518.797,0.909
518.808,1.187
518.819,1.202
518.829,1.189
518.84,1.42
518.851,1.552
518.862,1.45
518.873,1.275
518.884,1.277
518.895,1.255
518.906,0.888
518.917,0.636
518.928,0.179
518.939,0.005
518.95,-0.013
518.961,-0.054
518.972,-0.019
518.983,0.324
518.994,0.448
519.005,0.333
519.015,0.41
519.026,0.836
519.037,0.795
519.048,0.345
519.059,0.506
519.07,0.785
519.081,1.178
519.092,1.217
519.103,0.992
519.114,0.408
519.125,-0.167
519.136,-0.35
519.147,-0.317
519.158,-0.36
519.169,-0.372
519.18,-0.314
519.19,-0.339
519.201,-0.259
519.212,-0.148
519.223,-0.079
519.234,0.07
519.245,0.122
519.256,0.154
519.267,0.211
519.278,0.403
519.289,0.489
519.3,0.58
519.311,0.616
519.322,0.598
519.333,1.416
519.344,1.296
519.355,0.163
519.366,0.153
519.376,0.002
519.387,-0.103
519.398,-0.189
519.409,-0.273
519.42,-0.286
519.431,-0.368
519.442,-0.292
519.453,-0.06
519.464,0.025
519.475,0.077
519.486,0.114
519.497,0.246
519.508,0.383
519.519,0.538
519.53,0.658
519.541,0.656
519.552,0.498
519.562,0.239
519.573,-0.231
519.584,-0.38
519.595,-0.977
519.606,-1.261
519.617,-1.162
519.628,-0.97
519.639,-0.781
519.65,-0.672
519.661,-0.493
519.672,0.016
519.683,-0.076
519.694,-0.41
519.705,-0.645
519.716,-0.685
519.727,-0.288
519.738,-0.053
519.749,0.325
519.759,0.542
519.77,0.115
519.781,-0.484
519.792,-0.317
519.803,-0.538
519.814,-0.833
519.825,-0.944
519.836,-0.972
519.847,-1.028
519.858,-1.018
519.869,-0.957
519.88,-0.949
519.891,-0.906
519.902,-0.933
519.924,-0.967
519.934,-0.85
519.945,-0.746
519.956,-0.406
520.044,-0.541
520.055,-0.458
520.066,-0.345
520.077,-0.291
520.088,-0.357
520.099,-0.388
520.11,-0.44
520.12,-0.525
520.131,-0.696
520.142,-0.772
520.153,-0.771
520.164,-0.819
520.175,-0.863
520.186,-0.906
520.197,-0.876
520.208,-0.739
520.219,-0.526
520.23,-0.302
520.241,-0.388
520.252,-0.086
520.263,-0.29
520.274,-0.357
520.285,-0.348
520.296,-0.228
520.307,-0.072
520.317,0.038
520.328,0.126
520.339,0.284
520.35,0.415
520.361,0.292
520.372,-0.297
520.383,-0.739
520.394,-0.538
520.405,-0.838
520.416,-0.756
520.427,-0.734
520.438,-0.793
520.449,-0.848
520.46,-0.681
520.471,-0.24
520.482,0.051
520.492,-0.151
520.503,0.337
520.514,0.449
520.525,0.391
520.536,0.267
520.547,0.169
520.558,0.256
520.569,0.408
520.58,0.628
520.591,0.975
520.602,1.095
520.613,0.73
520.624,-0.251
520.635,-0.945
520.646,-0.882
520.657,-0.871
520.668,-0.638
520.678,-0.391
520.689,-0.002
520.7,0.174
520.711,0.455
520.722,0.505
520.733,0.717
520.744,0.784
520.755,0.896
520.766,0.995
520.777,0.866
520.788,0.777
520.799,0.593
520.81,0.488
520.821,0.284
520.832,0.138
520.843,-0.066
520.854,-0.187
520.865,-0.272
520.875,-0.42
520.886,-0.572
520.897,-0.646
520.908,-0.611
520.919,-0.606
520.93,-0.527
520.941,-0.666
520.952,-0.962
521.039,-1.094
521.05,-1.062
521.061,-1.047
521.072,-1.003
521.083,-0.842
521.094,-0.72
521.105,-0.554
521.116,-0.345
521.127,-0.09
521.138,0.599
521.149,0.803
521.16,0.194
521.171,-0.52
521.182,-0.437
521.193,-0.123
521.204,-0.163
521.215,-0.312
521.225,-0.453
521.236,-0.667
521.247,-0.914
521.258,-1.138
521.269,-1.204
521.28,-0.981
521.291,-0.903
521.302,-0.739
521.313,-0.614
521.324,-0.418
521.335,-0.093
521.346,0.085
521.357,0.2
521.368,0.287
521.379,0.246
521.39,0.377
521.401,0.357
521.412,0.328
521.422,0.242
521.433,0.14
521.455,0.108
521.466,-0.089
521.477,-0.444
521.488,-0.712
521.499,-0.698
521.51,-0.742
521.521,-0.884
521.532,-0.871
521.543,-0.868
521.554,-0.627
521.565,-0.559
521.576,-0.524
521.587,-0.68
521.598,-0.478
521.609,-0.537
521.619,-0.296
521.63,-0.371
521.641,-0.112
521.652,0.56
521.663,0.742
521.674,0.628
521.685,0.293
521.696,0.154
521.707,0.179
521.718,0.263
521.729,0.189
521.74,0.074
521.751,-0.226
521.762,-0.343
521.773,-0.376
521.784,-0.388
521.794,-0.361
521.805,-0.627
521.816,-0.961
521.827,-1.075
521.838,-0.637
521.849,-0.031
521.86,0.096
521.871,-0.07
521.882,-0.782
521.893,-0.677
521.904,-0.525
521.915,-0.274
521.926,-0.249
521.937,-0.197
521.948,-0.159
521.959,-0.185
521.969,-0.169
521.98,-0.102
521.991,-0.436
522.002,-0.763
522.013,-0.619
522.024,-0.56
522.035,-1.003
522.046,-0.935
522.057,-0.909
522.068,-0.722
522.079,-0.69
522.09,-0.624
522.101,-0.459
522.112,-0.256
522.123,-0.132
522.134,-0.083
522.145,0.153
522.156,0.496
522.166,0.946
522.177,0.569
522.188,-0.135
522.199,-0.239
522.21,-0.039
522.221,-0.123
522.232,0.009
522.243,0.078
522.254,-0.025
522.265,-0.132
522.276,-0.143
522.287,-0.015
522.298,0.126
522.309,0.359
522.32,0.465
522.331,0.672
522.341,0.81
522.352,0.759
522.363,0.708
522.374,0.748
522.385,0.706
522.396,0.85
522.407,1.071
522.418,1.426
522.429,1.025
522.44,0.54
522.451,-0.028
522.462,0.071
522.473,0.441
522.484,0.277
522.495,0.134
522.506,0.069
522.517,0.133
522.528,-0.427
522.538,-0.632
522.549,-0.736
522.56,-0.478
522.571,-0.193
522.582,0.164
522.593,0.606
522.604,0.874
522.615,1.016
522.626,1.064
522.637,1.198
522.648,1.136
522.659,1.262
522.67,1.369
522.681,0.113
522.692,-0.91
522.703,-0.52
522.714,-0.518
522.724,-0.626
522.735,-0.822
522.746,-0.887
522.757,-0.665
522.768,-0.303
522.779,0.003
522.79,0.378
522.801,0.94
522.812,0.875
522.823,0.77
522.834,0.516
522.845,0.486
522.856,0.435
522.867,0.24
522.878,0.093
522.889,-0.205
522.899,-0.463
522.91,-0.524
522.921,-0.532
522.932,-0.44
522.943,-0.416
522.954,-0.238
522.965,0.057
522.976,0.414
522.987,0.566
522.998,0.809
523.009,0.915
523.02,0.945
523.031,0.65
523.042,0.512
523.053,1.089
523.064,1.028
523.075,0.993
523.085,1.008
523.096,2.533
523.107,3.453
523.118,3.157
523.129,1.062
523.14,-0.57
523.151,-0.792
523.162,-0.731
523.173,-0.653
523.184,-0.675
523.195,-0.661
523.206,-0.649
523.217,-0.525
523.228,-0.375
523.239,-0.355
523.25,-0.303
523.26,-0.214
523.271,-0.142
523.282,0.031
523.293,0.123
523.304,-0.477
523.315,-0.689
523.326,-0.618
523.348,-0.623
523.359,-0.476
523.37,-0.441
523.381,-0.526
523.392,-0.454
523.403,-0.336
523.414,-0.156
523.425,0.111
523.436,0.204
523.447,0.435
523.458,0.433
523.468,0.68
523.479,1.038
523.49,0.832
523.501,-0.207
523.512,-0.09
523.523,0.449
523.534,0.439
523.545,0.036
523.556,-0.328
523.567,-0.514
523.578,-0.107
523.589,0.259
523.6,0.428
523.611,0.583
523.622,0.31
523.633,0.218
523.643,0.32
523.654,0.575
523.665,1.118
523.676,1.396
523.687,1.647
523.698,1.731
523.709,1.88
523.72,2.036
523.731,2.132
523.742,2.325
523.753,1.964
523.764,1.214
523.775,1.208
523.786,1.568
523.797,0.9
523.808,0.364
523.819,0.455
523.83,0.884
523.84,0.869
523.851,0.825
523.862,0.791
523.873,0.669
523.884,0.529
523.895,0.574
523.906,0.844
523.917,1.655
523.928,1.432
523.939,1.953
523.95,1.649
523.961,1.485
523.972,1.602
523.983,1.618
523.994,1.223
524.005,0.911
524.015,0.856
524.026,0.958
524.037,1.131
524.048,0.837
524.059,0.735
524.07,0.849
524.081,0.775
524.092,1.325
524.103,1.581
524.114,1.338
524.125,1.731
524.136,1.251
524.147,0.801
524.158,1.012
524.169,1.156
524.18,1.089
524.19,0.895
524.201,0.479
524.212,-0.201
524.223,-0.573
524.234,-0.685
524.245,-0.771
524.256,-0.869
524.267,-0.977
524.278,-0.869
524.289,-0.885
524.3,-0.844
524.311,-0.793
524.322,-0.688
524.333,-0.533
524.344,-0.441
524.355,-0.353
524.366,-0.34
524.377,-0.319
524.387,-0.325
524.398,-0.323
524.409,-0.375
524.42,-0.333
524.431,-0.224
524.442,-0.271
524.453,-0.055
524.475,0.233
524.486,0.412
524.497,2.553
524.508,2.032
524.519,-0.493
524.53,-0.463
524.541,-0.591
524.552,-0.697
524.562,-0.788
524.573,-0.89
524.584,-0.918
524.595,-0.946
524.606,-0.826
524.617,-0.645
524.628,-0.472
524.639,-0.28
524.65,-0.148
524.661,-0.025
524.672,0.195
524.683,0.379
524.694,0.375
524.705,0.322
524.716,-0.399
524.727,-0.281
524.738,-0.017
524.749,0.072
524.759,0.072
524.77,-0.178
524.781,-0.327
524.792,-0.91
524.803,-0.668
524.814,-0.604
524.825,-0.678
524.836,-0.663
524.847,-0.64
524.858,-0.584
524.869,-0.594
524.88,-0.514
524.891,-0.352
524.902,-0.212
524.913,0.048
524.924,0.416
524.935,0.596
524.945,0.809
524.956,-0.029
524.967,-0.698
524.978,-0.446
524.989,-0.438
525.0,-0.476
525.011,-0.503
525.022,-0.532
525.033,-0.528
525.044,-0.34
525.055,-0.083
525.066,0.076
525.077,0.264
525.088,0.437
525.099,0.439
525.11,-0.281
525.121,-0.87
525.131,-0.767
525.142,-0.671
525.153,-0.631
525.164,-0.529
525.175,-0.269
525.186,-0.05
525.197,0.056
525.219,0.033
525.274,-0.007
525.285,-0.112
525.296,0.408
525.306,0.645
525.317,1.061
525.328,1.823
525.339,1.125
525.35,-0.068
525.361,-0.17
525.372,-0.634
525.383,-0.769
525.394,-0.817
525.405,-0.847
525.416,-0.848
525.427,-0.859
525.438,-0.841
525.449,-0.762
525.46,-0.787
525.471,-0.726
525.482,-0.728
525.492,-0.658
525.503,-0.333
525.514,-0.193
525.525,0.036
525.536,-0.249
525.547,-0.467
525.558,-0.494
525.569,-0.333
525.58,-0.319
525.591,-0.057
525.602,-0.085
525.613,-0.116
525.624,-0.187
525.635,-0.142
525.646,-0.051
525.657,-0.142
525.668,-0.679
525.679,-1.084
525.689,-0.992
525.7,-0.883
525.711,-0.827
525.722,-0.784
525.733,-0.692
525.744,-0.625
525.755,-0.561
525.766,-0.426
525.777,-0.294
525.788,-0.287
525.799,-0.344
525.81,-0.474
525.821,-0.601
525.832,-0.634
525.843,-0.586
525.854,-0.602
525.865,-0.601
525.875,-0.382
525.886,-0.334
525.897,0.034
525.908,-0.251
525.919,-0.865
525.93,-0.536
525.941,-0.4
525.952,0.015
525.963,0.229
525.974,0.401
525.985,0.501
526.007,0.472
526.018,0.152
526.029,-0.45
526.039,-0.81
526.05,-1.019
526.061,-0.801
526.072,-0.787
526.083,-0.758
526.094,-0.642
526.105,-0.584
526.116,-0.511
526.127,-0.517
526.138,-0.49
526.149,-0.502
526.16,-0.371
526.171,-0.254
526.182,-0.365
526.193,-0.505
526.204,-0.253
526.215,-0.22
526.226,-0.393
526.237,-0.07
526.247,0.008
526.258,-0.053
526.269,-0.829
526.28,-0.834
526.291,-0.751
526.302,-0.771
526.313,-0.699
526.324,-0.582
526.335,-0.417
526.346,-0.188
526.357,0.242
526.368,0.976
526.379,0.782
526.39,0.653
526.401,0.706
526.412,0.899
526.422,0.633
526.433,0.078
526.444,0.12
526.455,0.166
526.466,0.052
526.477,-0.16
526.488,-0.36
526.499,-0.47
526.51,-0.633
526.521,-0.753
526.532,-0.814
526.543,-0.763
526.554,-0.448
526.565,-0.407
526.576,-0.724
526.587,-1.018
526.598,-0.766
526.608,-0.669
526.619,-0.551
526.63,-0.303
526.641,0.003
526.652,0.466
526.663,0.388
526.674,0.308
526.685,0.08
526.696,0.148
526.707,0.251
526.718,0.25
526.729,0.111
526.74,-0.012
526.751,-0.175
526.762,-0.393
526.773,-0.923
526.784,-1.03
526.794,-1.026
526.805,-0.647
526.816,-0.64
526.827,-0.664
526.838,-0.661
526.849,-0.696
526.86,-0.668
526.871,-0.583
526.882,-0.492
526.893,-0.424
526.904,-0.393
526.915,-0.315
526.926,-0.267
526.937,-0.246
526.948,-0.26
526.959,-0.189
527.199,0.18
527.21,0.306
527.221,0.179
527.232,0.004
527.243,-0.204
527.254,-0.289
527.265,-0.223
527.276,-0.24
527.287,-0.316
527.298,-0.196
527.309,-0.094
527.32,-0.279
527.331,-0.53
527.341,-0.744
527.352,-0.845
527.363,-0.819
527.374,-0.846
527.385,-0.881
527.396,-0.866
527.407,-0.75
527.418,-0.661
527.429,-0.541
527.44,-0.318
527.451,0.044
527.462,0.331
527.473,0.087
527.484,0.043
527.495,0.181
527.506,0.259
527.517,0.725
527.528,0.603
527.538,0.171
527.549,-0.564
527.56,-0.599
527.571,-0.38
527.582,-0.283
527.593,-0.297
527.604,-0.377
527.615,-0.333
527.626,-0.213
527.637,0.335
527.648,0.725
527.659,0.84
527.67,0.17
527.681,-0.247
527.692,-0.08
527.703,-0.212
527.713,-0.265
527.724,-0.206
527.735,-0.217
527.746,0.052
527.757,0.602
527.768,1.163
527.779,1.19
527.79,1.435
527.801,-0.121
527.812,-0.458
527.823,-0.329
527.834,-0.319
527.845,-0.37
527.856,-0.419
527.867,-0.432
527.878,-0.429
527.888,-0.516
527.899,-0.489
527.91,-0.404
527.921,-0.247
527.932,-0.151
527.943,-0.014
527.954,0.252
527.965,0.401
527.976,0.51
527.987,0.931
527.998,1.223
528.009,0.882
528.02,0.051
528.031,0.0
528.042,0.354
528.053,0.482
528.064,0.067
528.074,-0.705
528.085,-0.761
528.096,-0.519
528.107,-0.409
528.118,-0.542
528.129,-0.75
528.14,-0.654
528.151,-0.476
528.162,-0.269
528.173,-0.007
528.184,0.251
528.195,0.016
528.206,-0.263
528.217,-0.302
528.228,-0.15
528.239,0.102
528.25,0.116
528.26,0.12
528.271,0.076
528.282,0.027
528.293,0.009
528.304,-0.154
528.315,-0.186
528.326,-0.21
528.337,-0.254
528.348,-0.315
528.359,-0.149
528.37,0.306
528.381,0.083
528.392,0.08
528.403,-0.241
528.414,-0.096
528.425,-0.176
528.436,0.017
528.447,0.405
528.458,0.822
528.468,1.274
528.479,1.287
528.49,1.163
528.501,0.977
528.512,0.449
528.523,0.319
528.534,0.336
528.545,0.357
528.556,0.565
528.567,1.065
528.6,1.478
528.611,2.49
528.622,2.378
528.633,2.008
528.643,0.956
528.654,1.163
528.665,1.368
528.676,1.42
528.687,1.336
528.698,0.955
528.709,0.563
528.72,0.277
528.731,0.051
528.742,-0.255
528.753,-0.239
528.764,0.161
528.775,0.285
528.786,0.488
528.797,0.213
528.808,0.207
528.819,0.254
528.829,0.415
528.84,0.612
528.851,1.049
528.862,1.332
528.873,0.4
528.884,-0.355
528.895,-0.087
528.906,-0.103
528.917,-0.308
528.928,-0.434
528.939,-0.477
528.95,-0.408
528.961,-0.345
528.972,-0.062
528.983,0.207
528.994,0.208
529.005,0.098
529.015,0.215
529.026,0.298
529.037,0.3
529.048,0.456
529.059,0.931
529.07,0.934
529.081,1.155
529.092,1.269
529.103,1.579
529.114,1.683
529.125,1.024
529.136,0.266
