Depth_m,nssS
529.147,-0.099
529.158,0.086
529.169,0.094
529.18,-0.028
529.191,-0.028
529.201,0.241
529.212,0.582
529.223,0.656
529.234,0.278
529.245,0.452
529.256,0.517
529.267,0.642
529.278,0.718
529.289,0.776
529.3,1.243
529.311,1.159
529.322,0.761
529.333,0.003
529.344,0.063
529.355,0.18
529.366,0.017
529.377,-0.277
529.387,-0.403
529.398,-0.48
529.409,-0.548
529.42,-0.601
529.431,-0.6
529.442,-0.469
529.453,-0.33
529.464,-0.239
529.475,0.022
529.486,0.378
529.497,1.05
529.508,1.055
529.519,0.506
529.53,-0.245
529.541,-0.377
529.552,-0.141
529.562,-0.025
529.573,-0.129
529.584,-0.142
529.595,-0.313
529.606,-0.546
529.617,-0.588
529.628,-0.683
529.639,-0.62
529.65,-0.637
529.661,-0.582
529.672,-0.59
529.683,-0.518
529.694,-0.361
529.705,-0.182
529.716,-0.219
529.727,-0.44
529.738,-0.541
529.748,-0.17
529.759,-0.039
529.77,0.183
529.781,0.363
529.792,0.444
529.803,0.437
529.814,0.508
529.825,0.456
529.836,0.56
529.847,0.7
529.858,0.932
529.869,0.465
529.88,-0.192
529.891,-0.469
529.902,0.119
529.913,-0.419
529.924,-1.095
529.935,-1.173
530.055,-0.107
530.066,-0.028
530.077,-0.02
530.088,0.036
530.099,-0.036
530.11,-0.258
530.12,-0.515
530.131,-0.676
530.142,-0.841
530.153,-0.825
530.164,-0.832
530.175,-0.732
530.186,-0.623
530.219,-0.294
530.23,0.553
530.241,0.669
530.252,-0.087
530.263,-0.142
530.274,0.333
530.285,0.486
530.296,0.341
530.307,0.061
530.317,0.083
530.328,0.274
530.339,-0.031
530.35,-0.457
530.361,-1.105
530.372,-0.859
530.383,-0.628
530.394,-0.472
530.405,-0.267
530.416,0.186
530.427,0.545
530.438,0.375
530.449,0.249
530.46,0.395
530.471,1.087
530.482,0.43
530.493,-0.347
530.503,-0.442
530.514,-0.211
530.525,-0.439
530.536,-0.514
530.547,-0.519
530.558,-0.484
530.569,-0.581
530.58,-0.635
530.591,-0.677
530.602,-0.562
530.613,-0.466
530.624,-0.356
530.635,-0.266
530.646,-0.21
530.657,-0.202
530.668,-0.058
530.678,-0.012
530.689,0.283
530.7,0.657
530.711,0.594
530.722,-0.122
530.733,-0.854
530.744,-0.942
530.755,-0.987
530.766,-0.906
530.777,-0.764
530.788,-0.483
530.799,-0.37
530.81,-0.203
530.821,0.007
530.832,0.094
530.843,0.294
530.854,0.325
530.865,0.452
530.875,0.688
530.886,1.077
530.897,0.436
530.908,-0.214
530.919,-0.627
530.93,-0.467
530.941,-0.499
530.952,-0.675
530.963,-0.759
530.974,-0.718
530.985,-0.627
530.996,-0.413
531.007,0.109
531.018,0.09
531.029,-0.388
531.04,-0.909
531.05,-0.709
531.061,-0.481
531.072,-0.29
531.083,-0.285
531.094,-0.237
531.105,-0.243
531.116,-0.266
531.127,-0.324
531.138,-0.418
531.149,-0.479
531.16,-0.646
531.171,-0.834
531.182,-0.826
531.193,-0.715
531.204,-0.448
531.215,-0.491
531.225,-0.602
531.236,-0.778
531.247,-0.585
531.258,-0.109
531.269,0.094
531.28,0.277
531.291,0.257
531.302,0.222
531.313,0.229
531.324,0.309
531.335,0.419
531.346,0.752
531.357,0.324
531.368,0.67
531.379,-0.056
531.39,-0.89
531.401,-0.975
531.412,-0.744
531.422,-0.622
531.433,-0.65
531.444,-0.813
531.455,-0.886
531.466,-0.907
531.477,-0.83
531.488,-0.66
531.499,-0.29
531.51,0.38
531.521,-0.016
531.532,-0.524
531.543,-0.823
531.554,-0.645
531.565,-0.731
531.576,-0.744
531.587,-0.877
531.598,-0.901
531.608,-0.924
531.619,-0.786
531.63,-0.694
531.641,-0.65
531.652,-0.801
531.663,-0.976
531.674,-1.166
531.685,-1.291
531.696,-1.161
531.707,-1.101
531.718,-0.928
531.729,-0.859
531.74,-0.745
531.751,-0.296
531.762,-0.106
531.773,-0.899
531.784,-1.103
531.794,-0.916
531.805,-0.925
531.816,-0.89
531.827,-0.94
531.838,-0.932
531.849,-0.867
531.86,-0.813
531.871,-0.838
531.882,-0.78
531.893,-0.732
531.904,-0.802
531.915,-0.767
531.926,-0.713
531.937,-0.559
531.948,-0.526
531.959,-0.442
531.97,-0.373
531.98,-0.352
531.991,-0.36
532.024,-0.377
532.035,-0.441
532.046,-0.901
532.057,-1.187
532.068,-0.882
532.079,-0.382
532.09,-0.178
532.101,-0.11
532.112,-0.086
532.123,-0.178
532.134,-0.298
532.145,-0.549
532.166,-0.691
532.177,-0.62
532.188,-0.424
532.199,-0.399
532.21,-0.469
532.221,-0.355
532.232,-0.513
532.243,-0.464
532.254,-0.545
532.265,-0.904
532.276,-0.671
532.287,-0.884
532.298,-0.429
532.309,-0.157
532.32,-0.129
532.331,0.055
532.341,0.339
532.352,0.702
532.363,1.077
532.374,1.399
532.385,1.418
532.396,1.532
532.407,1.611
532.418,1.454
532.429,0.627
532.44,-0.039
532.451,0.077
532.462,0.335
532.473,0.204
532.484,-0.016
532.495,-0.102
532.506,-0.164
532.517,-0.207
532.527,-0.573
532.538,-0.639
532.549,-0.678
532.56,-0.368
532.571,-0.324
532.582,-0.226
532.593,-0.054
532.604,0.005
532.615,0.342
532.626,1.057
532.637,2.019
532.648,1.93
532.659,1.862
532.67,1.603
532.681,1.81
532.692,1.521
532.703,2.546
532.713,3.368
532.724,3.768
532.735,2.77
532.746,1.707
532.757,1.451
532.768,2.007
532.779,1.98
532.79,2.075
532.801,2.183
532.812,2.369
532.823,2.581
532.834,3.223
532.845,4.29
532.856,4.582
532.867,4.006
532.878,2.951
532.889,3.214
532.9,4.076
532.91,4.335
532.921,4.748
532.932,5.036
532.943,4.354
532.954,3.415
532.965,3.088
532.976,3.575
532.987,2.989
532.998,2.135
533.009,0.861
533.02,0.851
533.031,0.589
533.042,0.472
533.053,0.355
533.064,0.352
533.075,0.162
533.086,0.029
533.096,-0.166
533.107,-0.649
533.118,-0.666
533.129,-0.591
533.14,-0.336
533.151,-0.317
533.162,-0.272
533.173,-0.167
533.184,0.066
533.195,-0.6
533.206,-0.812
533.217,-0.677
533.228,-0.437
533.239,-0.696
533.25,-0.783
533.261,-1.166
533.271,-1.215
533.282,-1.046
533.293,-1.029
533.304,-0.988
533.315,-0.905
533.326,-0.853
533.337,-0.721
533.348,-0.577
533.359,-0.532
533.37,-0.487
533.381,-0.448
533.392,-0.23
533.403,0.101
533.414,0.556
533.425,0.233
533.436,-0.018
533.447,-0.436
533.457,-0.166
533.468,-0.148
533.479,0.041
533.49,-0.135
533.501,-0.705
533.512,-0.654
533.523,-0.413
533.534,0.015
533.545,0.765
533.556,0.995
533.567,1.033
533.578,1.195
533.589,1.404
533.6,1.587
533.611,2.304
533.622,2.148
533.632,1.242
533.643,0.07
533.654,0.027
533.665,0.195
533.676,0.224
533.687,0.36
533.698,0.401
533.709,0.081
533.72,-0.016
533.731,-0.501
533.742,-0.821
533.753,-1.044
533.764,-0.79
533.775,-0.44
533.786,-0.431
533.797,-0.427
533.808,-0.481
533.818,-0.471
533.829,-0.543
533.84,-0.402
533.851,-0.265
533.862,-0.033
533.873,0.315
533.884,0.423
533.895,0.442
533.906,0.138
533.917,-0.116
533.928,0.424
533.939,0.349
533.95,-0.049
533.961,-0.233
533.972,-0.263
533.983,-0.332
533.994,-0.376
534.005,-0.437
534.015,-0.434
534.026,-0.427
534.037,-0.469
534.048,-0.408
534.059,-0.358
534.07,-0.186
534.081,-0.132
534.092,0.154
534.114,0.237
534.125,0.353
534.136,0.225
534.147,-0.136
534.158,-0.357
534.169,-0.831
534.18,-1.344
534.191,-1.159
534.201,-0.898
534.212,-0.85
534.223,-0.984
534.234,-0.851
534.245,-0.487
534.256,-0.267
534.267,0.474
534.278,0.553
534.289,0.4
534.3,0.731
534.311,0.54
534.322,0.106
534.333,0.256
534.344,0.194
534.355,0.187
534.366,0.258
534.376,0.183
534.387,0.209
534.398,0.197
534.409,0.271
534.42,0.193
534.431,0.286
534.442,0.108
534.453,-0.205
534.464,-0.817
534.475,-1.031
534.486,-0.787
534.497,-0.615
534.508,-0.338
534.519,-0.026
534.53,-0.404
534.541,-0.812
534.552,-0.723
534.562,-0.635
534.573,-0.613
534.584,-0.548
534.595,-0.484
534.606,-0.254
534.617,0.287
534.628,0.357
534.639,0.069
534.65,-0.324
534.661,-0.381
534.672,-0.396
534.683,-0.561
534.694,-0.706
534.705,-0.738
534.716,-0.588
534.727,-0.55
534.738,-0.457
534.748,-0.722
534.759,-0.951
534.77,-0.731
534.781,-0.862
534.792,-0.665
534.803,-0.651
534.814,-0.503
534.825,-0.41
534.836,0.019
534.847,0.417
534.858,0.318
534.869,0.091
534.88,-0.238
534.891,-0.374
534.902,-0.254
534.913,0.07
534.924,0.299
534.935,0.062
534.945,-0.122
534.956,-0.296
534.967,-0.291
534.978,0.09
534.989,-0.418
535.0,-1.054
535.011,-1.116
535.022,-0.805
535.033,-0.776
535.044,-0.736
535.055,-0.736
535.066,-0.652
535.077,-0.477
535.088,-0.327
535.099,-0.087
535.11,0.078
535.12,0.439
535.131,0.395
535.142,0.203
535.153,-0.025
535.164,-0.302
535.175,-0.05
535.186,-0.641
535.197,-0.857
535.208,-0.816
535.219,-0.688
535.23,-1.275
535.241,-1.442
535.252,-1.09
535.263,-0.855
535.274,-0.819
535.285,-0.723
535.296,-0.661
535.307,-0.541
535.317,-0.545
535.328,-0.379
535.339,-0.312
535.35,-0.064
535.361,0.015
535.372,0.246
535.383,0.196
535.394,0.176
535.405,0.166
535.416,0.093
535.427,0.053
535.438,-0.05
535.449,0.082
535.46,0.009
535.471,0.081
535.482,0.319
535.493,0.193
535.503,-0.111
535.514,-1.101
535.525,-1.413
535.536,-1.204
535.547,-1.215
535.558,-0.996
535.569,-0.889
535.58,-0.786
535.591,-0.887
535.602,-0.739
535.613,-0.65
535.624,-0.689
535.635,-0.628
535.646,-0.428
535.657,0.043
535.668,0.245
535.679,0.296
535.69,0.381
535.7,0.31
535.711,0.257
535.722,0.08
535.733,-0.231
535.744,-0.891
535.755,-1.171
535.766,-1.121
535.777,-0.99
535.788,-0.854
535.799,-0.805
535.81,-0.698
535.821,-0.46
535.832,-0.261
535.843,-0.071
535.854,0.053
535.865,0.263
535.875,0.154
535.886,0.333
535.897,-0.326
535.908,-0.57
535.919,-0.867
535.93,-0.793
535.941,-0.876
535.952,-1.181
535.963,-1.112
536.04,-1.234
536.05,-1.204
536.061,-0.997
536.072,-0.652
536.083,-0.515
536.094,-0.372
536.105,-0.384
536.116,-0.364
536.127,-0.435
536.138,-0.582
536.149,-0.521
536.16,-0.268
536.171,0.227
536.182,1.024
536.193,0.931
536.204,1.551
536.215,1.261
536.237,0.822
536.258,0.394
536.269,0.118
536.28,0.475
536.291,0.28
536.302,0.122
536.313,-0.01
536.324,-0.204
536.335,-0.594
536.346,-0.72
536.357,-0.609
536.368,-0.625
536.379,-0.856
536.39,-0.623
536.401,-0.339
536.412,-0.322
536.422,-0.407
536.433,-0.494
536.444,-0.455
536.455,0.347
536.466,0.495
536.477,0.41
536.488,-0.066
536.499,0.1
536.51,0.377
536.521,0.697
536.532,0.74
536.543,0.715
536.554,0.737
536.565,0.94
536.576,0.524
536.587,-0.487
536.598,-0.786
536.608,-0.367
536.619,-0.225
536.63,-0.228
536.641,-0.055
536.652,0.423
536.663,0.93
536.674,2.237
536.685,3.173
536.696,2.122
536.707,1.046
536.718,1.314
536.729,1.63
536.74,1.399
536.751,0.971
536.762,0.62
536.773,0.191
536.784,-0.025
536.794,-0.048
536.805,-0.043
536.816,-0.248
536.827,-0.448
536.838,-0.623
536.849,-0.784
536.86,-0.708
536.871,-0.473
536.882,-0.365
536.893,-0.78
536.904,-1.058
536.915,-0.85
536.926,-0.401
536.937,-0.241
536.948,-0.036
536.959,0.25
536.969,0.365
536.98,0.545
536.991,0.745
537.002,1.185
537.013,1.837
537.024,1.889
537.035,1.601
537.046,0.784
537.057,-0.468
537.068,-0.127
537.079,-0.279
537.09,-0.204
537.101,0.039
537.112,-0.228
537.123,-0.859
537.134,-1.231
537.145,-0.832
537.156,-0.695
537.167,-0.668
537.177,-0.645
537.188,-0.483
537.199,-0.129
537.21,-0.247
537.221,-0.303
537.232,-0.12
537.243,0.103
537.254,0.004
537.265,0.134
537.276,0.765
537.287,0.821
537.298,0.818
537.309,0.447
537.32,0.372
537.331,0.282
537.341,0.634
537.352,0.804
537.363,0.121
537.374,-0.249
537.385,-0.134
537.396,-0.038
537.407,-0.011
537.418,0.142
537.429,0.42
537.44,0.687
537.451,1.066
537.462,1.793
537.473,1.773
537.484,1.385
537.495,1.028
537.506,0.88
537.517,1.145
537.527,1.207
537.538,1.279
537.549,0.972
537.56,0.642
537.604,0.308
537.615,-0.183
537.626,-0.089
537.637,-0.241
537.648,-1.123
537.659,-1.039
537.67,-1.0
537.681,-0.973
537.692,-0.975
537.703,-0.817
537.714,-0.636
537.724,-0.204
537.735,0.15
537.746,0.616
537.757,0.506
537.768,0.259
537.779,-0.444
537.79,-0.309
537.801,-0.331
537.812,-0.36
537.823,-0.315
537.834,-0.339
537.845,-0.386
537.856,-0.519
537.867,-0.409
537.878,-0.084
537.889,-0.013
537.899,0.157
537.91,0.456
537.921,0.759
537.932,0.914
537.943,1.039
537.954,1.17
537.965,1.091
537.976,1.37
537.987,1.417
537.998,1.306
538.02,1.431
538.031,1.713
538.042,1.796
538.053,1.786
538.064,0.41
538.075,0.085
538.086,-0.023
538.096,0.091
538.107,0.727
538.118,0.866
538.129,0.54
538.14,0.706
538.151,0.843
538.162,0.912
538.173,0.861
538.184,0.636
538.195,0.591
538.206,0.566
538.217,0.487
538.228,0.48
538.239,0.47
538.25,0.486
538.261,0.56
538.271,0.483
538.282,0.404
538.293,0.414
538.304,0.704
538.315,0.682
538.326,0.243
538.337,-0.408
538.348,-0.625
538.359,-0.666
538.37,-0.451
538.381,-0.254
538.392,-0.118
538.403,-0.064
538.414,0.185
538.425,0.312
538.436,0.274
538.447,0.558
538.458,0.979
538.468,1.126
538.479,1.176
538.49,1.01
538.501,0.987
538.512,0.928
538.523,0.534
538.534,0.212
538.545,0.33
538.556,0.46
538.567,0.471
538.578,-0.389
538.589,-0.472
538.6,-0.582
538.611,-0.318
538.622,-0.331
538.633,-0.377
538.643,-0.296
538.654,-0.15
538.665,-0.035
538.676,0.187
538.687,0.468
538.698,0.923
538.709,1.581
538.72,0.887
538.731,-0.49
538.742,-0.506
538.753,-0.164
538.764,-0.114
538.775,-0.443
538.786,-0.678
538.797,-0.478
538.808,-0.847
538.819,-1.354
538.829,-1.132
538.84,-0.958
538.851,-0.896
538.862,-0.801
538.873,-0.663
538.884,-0.512
538.895,-0.434
538.906,-0.326
538.917,-0.277
538.928,-0.312
538.939,-0.464
538.95,-0.466
538.961,-0.578
538.972,-0.606
538.983,-0.691
538.994,-0.776
539.005,-0.795
539.015,-0.603
539.026,-0.162
539.037,-0.499
539.048,-0.743
539.059,-0.92
539.07,-0.98
539.081,-0.641
539.092,-0.41
539.103,-0.317
539.114,-0.104
539.125,0.097
539.136,0.201
539.147,0.165
539.158,0.431
539.169,0.659
539.18,0.572
539.191,0.634
539.202,0.551
539.212,0.491
539.223,0.555
539.234,0.498
539.245,-0.273
539.256,-0.987
539.267,-0.667
539.278,-0.579
539.289,-0.319
539.3,-0.141
539.311,-0.058
539.322,0.07
539.333,0.274
539.344,0.454
539.355,0.554
539.366,0.532
539.377,0.593
539.387,0.691
539.398,0.295
539.409,-0.333
539.42,-0.661
539.431,-0.614
539.453,-0.814
539.464,-0.767
539.475,-0.706
539.486,-0.577
539.497,-0.35
539.508,0.206
539.519,0.276
539.53,0.876
539.541,0.775
539.552,0.432
539.562,0.697
539.573,0.407
539.584,0.676
539.595,1.045
539.606,1.577
539.617,0.907
539.628,0.63
539.639,0.546
539.65,-0.572
539.661,-0.481
539.672,-0.624
539.683,-0.791
539.694,-0.669
539.705,-0.575
539.716,-0.612
539.727,-0.612
539.738,-0.835
539.749,-1.06
539.759,-0.89
539.77,-0.779
539.781,-0.638
539.792,-0.555
539.803,-0.4
539.814,-0.338
539.825,-0.252
539.836,-0.195
539.847,-0.155
539.858,-0.04
539.869,-0.054
539.88,0.119
539.891,0.279
539.902,0.645
539.913,0.497
539.924,-0.244
539.935,-0.369
539.946,-0.135
539.956,-0.255
540.099,-0.174
540.11,-0.175
540.12,-0.161
540.131,-0.064
540.142,-0.093
540.153,-0.124
540.164,-0.066
540.175,-0.445
540.186,-0.472
540.197,-0.28
540.208,-0.449
540.219,-0.525
540.23,-0.409
540.241,-0.337
540.252,-0.237
540.263,-0.171
540.274,-0.053
540.285,0.407
540.296,0.759
540.339,0.331
540.35,0.768
540.361,0.006
540.372,-0.32
540.383,-0.049
540.394,-0.205
540.405,-0.05
540.416,-0.178
540.427,-0.304
540.438,-0.265
540.449,-0.393
540.46,-0.561
540.471,-0.538
540.482,-0.606
540.492,-0.555
540.503,-0.358
540.514,-0.261
540.525,-0.035
540.536,0.165
540.547,0.076
540.558,-0.051
540.569,-0.507
540.58,-0.855
540.591,-1.06
540.602,-0.951
540.613,-0.991
540.624,-0.99
540.635,-0.903
540.646,-0.926
540.657,-0.967
540.668,-1.034
540.679,-1.019
540.689,-0.776
540.7,-0.735
540.711,-0.897
540.722,-0.833
540.733,-0.603
540.744,-0.427
540.755,0.148
540.766,0.475
540.777,0.419
540.788,0.244
540.799,0.472
540.81,0.399
540.821,0.589
540.832,0.576
540.843,0.377
540.854,0.188
540.865,-0.036
540.875,-0.212
540.886,-0.339
540.897,-0.41
540.908,-0.114
540.919,0.29
540.93,0.495
540.941,0.385
541.007,-0.073
541.018,-0.269
541.029,-0.044
541.04,0.092
541.051,0.196
541.061,0.105
541.072,-0.006
541.083,0.035
541.094,0.075
541.105,-0.13
541.116,-0.147
541.127,-0.274
541.138,-0.286
541.149,-0.273
541.16,-0.399
541.171,-0.453
541.182,-0.491
541.193,-0.667
541.204,-0.721
541.215,-0.833
541.226,-0.807
541.236,-0.862
541.247,-0.833
541.258,-0.831
541.269,-0.826
541.28,-0.805
541.291,-0.747
541.302,-0.594
541.313,-0.473
541.324,-0.436
541.335,-0.293
541.346,-0.2
541.357,-0.198
541.368,-0.105
541.379,0.093
541.39,0.344
541.401,0.616
541.412,0.909
541.422,1.246
541.444,1.524
541.455,1.911
541.466,2.419
541.477,3.182
541.488,2.516
541.499,3.49
541.51,2.902
541.532,2.594
541.543,1.698
541.554,1.801
541.565,2.112
541.576,2.116
541.587,1.997
541.598,2.242
541.608,2.163
541.619,2.009
541.63,1.627
541.641,1.229
541.652,1.206
541.663,1.16
541.674,1.05
541.685,1.047
541.696,0.985
541.707,0.834
541.718,0.78
541.729,0.621
541.74,0.518
541.751,0.428
541.794,0.209
541.805,0.012
541.816,-0.228
541.827,-0.389
541.838,-0.51
541.849,-0.55
541.86,-0.517
541.871,-0.6
541.882,-0.43
541.893,-0.415
541.904,0.109
541.915,-0.024
541.926,0.235
541.937,0.126
541.948,-0.262
541.959,-0.165
541.97,-0.318
541.98,-0.319
541.991,-0.578
542.002,-0.77
542.013,-1.075
542.024,-1.041
542.035,-0.978
542.046,-0.662
542.057,-0.468
542.068,-0.394
542.079,-0.416
542.09,-0.514
542.101,-0.547
542.112,-0.507
542.123,-0.156
542.134,0.029
542.145,0.199
542.156,0.063
542.166,-0.211
542.177,-0.331
542.188,0.026
542.199,0.012
542.21,-0.085
542.221,-0.096
542.232,-0.239
542.243,0.394
542.254,0.926
542.265,1.289
542.276,1.442
542.287,0.994
542.298,0.63
542.309,0.337
542.32,0.779
542.331,0.585
542.341,0.798
542.352,0.984
542.363,0.951
542.374,0.865
542.385,0.869
542.396,0.583
542.407,0.362
542.418,0.337
542.429,0.129
542.44,0.163
542.451,0.057
542.462,-0.045
542.473,-0.196
542.484,-0.331
542.495,-0.555
542.506,-0.697
542.517,-0.808
542.528,-0.779
542.615,-0.505
542.626,-0.192
542.637,0.107
542.648,0.445
542.659,0.805
542.67,0.882
542.681,1.057
542.692,1.058
542.703,0.984
542.713,0.804
542.724,0.633
542.735,0.421
542.746,0.044
542.757,-0.122
542.768,-0.236
542.779,-0.399
542.79,-0.417
542.801,-0.458
542.812,-0.574
542.823,-0.552
542.834,-0.446
542.845,-0.381
542.856,-0.382
542.867,-0.277
542.878,-0.089
542.889,0.153
542.9,0.385
542.911,0.515
542.921,0.579
542.932,0.526
542.943,0.517
542.954,0.519
542.965,0.415
542.976,0.325
542.987,0.082
542.998,-0.23
543.009,-0.552
543.02,-0.566
543.031,-0.551
543.042,-0.545
543.053,-0.524
543.064,-0.467
543.075,-0.341
543.085,-0.2
543.096,-0.092
543.107,-0.004
543.118,0.136
543.129,0.303
543.14,0.447
543.151,0.42
543.162,0.427
543.173,0.485
543.184,0.21
543.195,-0.005
543.206,-0.119
543.217,-0.336
543.228,-0.444
543.239,-0.578
543.25,-0.619
543.26,-0.644
543.271,-0.703
543.282,-0.635
543.293,-0.495
543.304,-0.374
543.315,-0.078
543.326,0.022
543.337,0.02
543.348,0.22
543.359,0.479
543.37,0.501
543.381,0.436
543.392,0.314
543.403,0.113
543.414,-0.079
543.425,-0.222
543.436,-0.278
543.447,-0.444
543.457,-0.587
543.468,-0.625
543.479,-0.596
543.49,-0.585
543.501,-0.585
543.512,-0.606
543.523,-0.615
543.534,-0.502
543.545,-0.391
543.556,-0.302
543.567,-0.178
543.578,-0.079
543.589,-0.012
543.6,0.013
543.611,-0.04
543.622,-0.047
543.633,-0.107
543.643,-0.195
543.654,-0.335
543.665,-0.361
543.676,-0.538
543.687,-0.659
543.698,-0.774
543.709,-0.813
543.72,-0.793
543.731,-0.713
543.742,-0.663
543.753,-0.546
543.764,-0.401
543.775,-0.271
543.786,-0.164
543.797,-0.034
543.808,0.163
543.818,0.194
543.829,0.198
543.84,0.188
543.851,0.084
543.862,-0.053
543.873,-0.159
543.884,-0.339
543.895,-0.596
543.906,-0.688
543.917,-0.708
543.928,-0.645
543.939,-0.711
543.95,-0.749
543.961,-0.758
543.972,-0.643
543.983,-0.582
543.994,-0.519
544.005,-0.574
544.015,-0.511
544.026,-0.387
544.037,-0.163
544.048,0.018
544.059,0.213
544.07,0.312
544.081,0.351
544.092,0.329
544.103,0.019
544.114,-0.147
544.125,-0.171
544.136,-0.238
544.147,-0.235
544.158,-0.427
544.169,-0.582
544.18,-0.594
544.19,-0.633
544.201,-0.649
544.212,-0.61
544.223,-0.459
544.234,-0.386
544.245,-0.383
544.256,-0.299
544.267,-0.227
544.278,-0.138
544.289,-0.032
544.3,0.016
544.311,-0.003
544.322,-0.065
544.333,-0.179
544.344,-0.374
544.355,-0.484
544.366,-0.678
544.377,-0.828
544.387,-0.82
544.398,-0.789
544.409,-0.775
544.42,-0.794
544.431,-0.709
544.442,-0.804
544.453,-1.061
544.464,-0.945
544.475,-0.98
544.486,-0.958
544.497,-0.941
544.508,-0.886
544.519,-0.724
544.53,-0.518
544.541,-0.486
544.552,-0.517
544.563,-0.308
544.573,-0.111
544.584,-0.096
544.595,-0.171
544.606,-0.207
544.617,-0.189
544.628,-0.378
544.639,-0.504
544.65,-0.587
544.661,-0.546
544.672,-0.529
544.683,-0.562
544.694,-0.571
544.705,-0.562
544.716,-0.471
544.727,-0.32
544.738,-0.24
544.749,-0.086
544.759,0.17
544.77,0.384
544.781,0.436
544.792,0.539
544.803,0.707
544.814,0.77
544.825,0.79
544.836,0.641
544.847,0.542
544.858,0.329
544.869,0.125
544.88,-0.184
544.891,-0.297
544.902,-0.326
544.913,-0.329
544.924,-0.355
544.935,-0.257
544.945,-0.056
544.956,0.093
544.967,0.286
544.978,0.388
544.989,0.603
545.0,0.793
545.011,0.995
545.022,0.849
545.033,0.799
545.044,0.755
545.055,0.668
545.066,0.301
545.077,-0.001
545.088,-0.028
545.099,-0.09
545.11,0.0
545.121,0.195
545.131,0.408
545.142,0.439
545.153,0.617
545.164,0.857
545.175,1.086
545.186,1.294
545.197,1.403
545.208,1.46
545.219,1.253
545.23,1.011
545.241,0.702
545.252,0.434
545.263,0.157
545.274,-0.147
545.285,-0.259
545.296,-0.297
545.307,-0.286
545.317,-0.281
545.328,-0.249
545.339,-0.135
545.35,-0.033
545.361,0.159
545.372,0.367
545.383,0.74
545.394,1.035
545.405,1.074
545.416,1.149
545.427,1.237
545.438,1.282
545.449,1.323
545.46,1.197
545.471,0.831
545.482,0.629
545.493,0.306
545.503,-0.084
545.514,-0.155
545.525,-0.152
545.536,-0.195
545.547,-0.248
545.558,-0.343
545.569,-0.355
545.58,-0.265
545.591,-0.263
545.602,-0.29
545.613,-0.314
545.624,-0.26
545.646,-0.133
545.657,-0.05
545.668,0.193
545.679,0.336
545.689,0.572
545.7,0.587
545.711,0.588
545.722,0.607
545.733,0.574
545.744,0.528
545.755,0.487
545.766,0.303
545.777,0.133
545.788,0.001
545.799,-0.045
545.81,-0.079
545.821,-0.088
545.832,-0.017
545.843,-0.007
545.854,-0.172
545.864,-0.142
545.875,-0.043
545.886,-0.011
545.897,-0.134
545.908,-0.118
545.919,-0.135
545.93,-0.25
545.941,-0.338
545.952,-0.452
546.039,-0.444
546.05,-0.538
546.061,-0.467
546.072,-0.371
546.083,-0.31
546.094,-0.305
546.105,-0.133
546.116,-0.058
546.127,-0.204
546.138,-0.007
546.149,0.306
546.16,0.21
546.171,-0.039
546.182,-0.214
546.193,-0.288
546.204,-0.286
546.215,-0.228
546.226,-0.235
546.236,-0.116
546.247,0.096
546.258,0.163
546.269,0.272
546.28,0.388
546.291,0.403
546.302,0.364
