Depth_m,Sr
70.843,0.142
70.855,0.518
70.867,0.799
70.879,1.548
70.891,1.546
70.903,1.262
70.916,1.166
70.928,0.976
70.94,0.6
70.952,0.224
71.06,0.103
71.073,0.389
71.085,0.768
71.097,0.957
71.109,1.239
71.121,1.24
71.133,0.959
71.145,0.489
71.266,0.025
71.278,0.121
71.29,0.311
71.302,0.313
71.314,0.501
71.326,0.688
71.338,1.154
71.35,1.62
71.362,1.71
71.374,1.611
71.386,1.043
71.398,0.476
71.41,0.096
71.531,0.086
71.543,0.182
71.555,0.279
71.567,0.562
71.579,0.936
71.591,1.309
71.603,1.495
71.615,1.681
71.627,1.773
71.639,2.055
71.651,2.242
71.663,2.43
71.675,2.523
71.687,2.146
71.699,1.393
71.712,0.454
71.724,0.077
71.736,0.076
71.748,0.263
71.76,0.73
71.772,1.009
71.784,0.724
71.796,0.157
71.844,0.034
71.856,0.124
71.868,0.497
71.88,0.777
71.892,0.591
71.904,0.312
71.916,0.033
72.085,0.049
72.097,0.236
72.109,0.328
72.121,0.327
72.133,0.137
72.361,0.0
72.373,0.277
72.385,0.647
72.397,1.112
72.409,1.577
72.421,2.044
72.433,2.324
72.445,2.417
72.457,1.854
72.469,0.072
72.841,0.295
72.853,0.577
72.865,0.859
72.877,1.047
72.889,1.047
72.901,0.767
72.913,0.111
73.129,0.389
73.141,0.767
73.153,0.863
73.165,0.772
73.177,0.399
73.453,0.582
73.465,1.049
73.477,1.139
73.489,0.854
73.501,0.477
73.513,0.288
73.525,0.381
73.537,0.85
73.549,1.788
73.56,2.914
73.572,2.726
73.584,1.319
73.596,1.132
73.608,0.569
73.74,0.472
73.752,1.036
73.764,1.786
73.776,2.256
73.788,2.162
73.8,1.599
73.812,0.848
73.824,0.095
73.931,0.076
73.943,0.268
73.955,0.46
73.967,0.371
73.979,0.094
74.003,0.006
74.015,0.008
74.206,0.299
74.218,0.768
74.23,1.049
74.242,1.048
74.254,0.671
74.266,0.107
74.373,0.023
74.385,0.213
74.397,0.405
74.409,1.067
74.421,1.635
74.433,1.546
74.445,1.456
74.457,1.457
74.469,1.363
74.481,1.079
74.493,0.698
74.505,0.316
74.648,0.001
74.66,0.379
74.672,0.569
74.683,0.666
74.695,0.669
74.707,0.579
74.719,0.49
74.731,0.495
74.743,0.501
74.755,0.506
74.767,0.887
74.779,0.89
74.791,0.328
74.862,0.604
74.874,1.448
74.886,2.387
74.898,3.231
74.91,3.231
74.922,2.387
74.934,1.544
74.946,1.171
74.958,0.798
74.97,0.237
75.172,0.391
75.184,0.486
75.196,0.581
75.208,0.77
75.22,0.865
75.232,0.772
75.243,0.397
75.363,0.525
75.374,1.363
75.386,2.109
75.398,2.481
75.41,2.386
75.422,2.197
75.434,2.01
75.446,1.824
75.458,1.639
75.47,1.454
75.481,1.177
75.493,0.9
75.505,0.623
75.517,0.252
75.588,0.048
75.6,0.7
75.612,1.353
75.624,1.725
75.636,1.722
75.648,1.533
75.66,1.156
75.672,0.873
75.684,0.497
75.696,0.403
75.707,0.778
75.719,0.778
75.731,0.684
75.743,0.78
75.755,0.875
75.767,0.876
75.779,0.69
75.791,0.596
75.803,0.502
75.814,0.782
75.826,1.154
75.838,1.244
75.85,1.615
75.862,1.612
75.874,1.046
75.886,0.387
76.064,0.195
76.076,0.188
76.099,0.082
76.111,0.265
76.527,0.889
76.539,1.076
76.55,0.418
76.681,0.416
76.693,0.227
76.704,0.133
76.716,0.039
76.799,0.42
76.811,0.519
76.823,0.524
76.835,0.809
76.847,1.28
76.859,1.563
76.87,1.657
76.882,1.469
76.894,1.282
76.906,1.002
76.918,0.252
77.498,0.632
77.509,1.763
77.521,2.705
77.533,4.586
77.545,4.494
77.557,2.806
77.569,1.68
77.58,0.552
77.746,0.198
77.758,0.761
77.77,0.946
77.781,0.942
77.793,0.749
77.805,0.556
77.817,0.458
77.829,0.361
77.84,0.173
77.982,0.026
77.994,0.396
78.006,1.61
78.018,1.98
78.029,1.883
78.041,1.786
78.053,1.315
78.065,0.657
78.077,0.187
78.088,0.186
78.1,0.09
78.23,0.177
78.242,0.927
78.254,1.582
78.265,2.143
78.277,2.611
78.289,2.984
78.301,3.263
78.313,3.261
78.324,2.885
78.336,2.323
78.348,1.762
78.36,1.017
78.372,0.273
78.478,0.034
78.49,0.599
78.501,1.163
78.513,1.819
78.525,2.194
78.537,2.193
78.549,1.817
78.56,1.536
78.572,1.256
78.584,0.884
78.596,0.607
78.607,0.33
78.619,0.146
78.831,0.534
78.843,0.816
78.855,0.536
78.867,0.539
78.879,0.542
78.89,0.45
78.902,0.637
78.914,0.728
78.926,0.632
78.937,0.536
78.949,0.535
79.043,0.434
79.055,1.276
79.067,2.117
79.079,2.863
79.091,2.95
79.102,2.473
79.114,1.62
79.126,0.768
79.138,0.01
79.279,0.266
79.291,0.454
79.302,0.36
79.314,0.078
79.467,0.023
79.479,0.304
79.491,0.492
79.502,0.682
79.514,0.777
79.526,0.872
79.538,0.969
79.549,1.441
79.561,1.91
79.573,2.377
79.585,2.468
79.596,2.37
79.608,1.803
79.62,1.143
79.632,0.67
79.643,0.292
79.655,0.101
79.972,0.352
79.984,1.007
79.996,1.568
80.008,2.316
80.019,3.063
80.031,3.81
80.043,4.088
80.055,3.24
80.066,1.641
80.078,0.136
80.16,0.215
80.172,0.214
80.254,0.023
80.606,0.023
80.618,0.119
80.63,0.213
80.77,0.168
80.782,0.546
80.794,1.112
80.805,1.397
80.817,1.964
80.829,1.968
80.841,1.409
80.852,1.13
80.864,0.476
80.993,0.339
81.005,0.995
81.016,1.369
81.028,1.557
81.04,1.184
81.051,0.531
81.063,0.16
81.122,0.173
81.133,0.359
81.145,0.919
81.157,1.288
81.169,1.28
81.18,0.896
81.192,0.325
81.286,0.039
81.368,0.179
81.789,0.333
81.8,0.977
81.812,1.059
81.824,0.674
81.835,0.387
81.847,0.386
81.859,0.105
81.894,0.2
81.906,0.387
81.917,0.386
81.929,0.104
82.058,0.105
82.069,1.049
82.081,2.181
82.093,3.221
82.104,3.886
82.116,3.986
82.128,3.897
82.139,3.338
82.151,2.026
82.163,1.746
82.174,1.09
82.186,0.528
82.198,0.06
82.326,0.538
82.338,0.915
82.349,1.198
82.361,1.667
82.373,1.949
82.384,1.854
82.396,1.384
82.408,0.726
82.42,0.63
82.431,0.817
82.443,1.097
82.455,1.284
82.466,0.815
82.56,0.274
82.571,0.653
82.583,0.75
82.595,0.753
82.606,0.756
82.618,0.664
82.63,0.478
82.641,0.197
82.653,0.103
82.665,0.103
82.676,0.009
82.816,0.279
82.828,0.934
82.84,1.682
82.851,2.15
82.863,2.336
82.875,2.336
82.886,2.335
82.898,2.335
82.909,2.428
82.921,2.334
82.933,1.864
82.944,1.207
82.956,0.457
83.014,0.286
83.026,0.573
83.038,0.767
83.049,0.867
83.061,0.777
83.073,1.059
83.131,1.62
83.143,1.617
83.154,1.05
83.166,0.202
83.317,0.01
83.329,0.198
83.341,0.384
83.352,0.569
83.364,0.753
83.376,0.656
83.387,0.371
83.399,0.181
83.643,0.418
83.655,1.073
83.667,1.445
83.678,1.441
83.69,1.344
83.702,1.247
83.713,1.527
83.725,1.527
83.737,1.34
83.748,0.778
83.76,0.122
83.911,0.604
83.923,1.636
83.934,2.855
83.946,3.604
83.958,3.416
83.969,2.101
83.981,0.88
83.992,0.128
84.004,0.033
84.016,0.128
84.027,0.224
84.039,0.132
84.132,0.415
84.144,1.354
84.155,2.482
84.167,3.515
84.178,3.89
84.19,3.045
84.202,2.011
84.213,1.165
84.225,0.412
84.411,0.206
84.422,1.513
84.434,2.071
84.446,2.818
84.457,3.002
84.469,2.624
84.481,1.965
84.492,1.213
84.504,0.836
84.515,0.647
84.527,0.364
84.713,0.683
84.724,1.525
84.736,2.837
84.748,4.244
84.759,4.903
84.771,4.72
84.783,3.786
84.794,2.008
84.806,0.791
84.817,0.138
84.852,0.048
84.864,0.328
84.875,0.7
84.887,1.068
84.899,1.339
84.91,1.231
84.922,0.749
85.525,0.198
85.536,0.575
85.548,0.765
85.56,0.673
85.571,0.488
85.583,0.304
85.594,0.212
85.606,0.12
85.71,0.108
85.722,0.295
85.733,0.201
85.745,0.201
85.757,0.203
85.768,0.206
85.78,0.303
85.791,0.308
85.803,0.127
85.977,0.052
85.988,0.617
86.0,0.902
86.011,1.093
86.023,1.191
86.035,1.195
86.046,1.106
86.058,0.924
86.069,0.646
86.081,0.366
86.092,0.178
86.104,0.083
86.116,0.082
86.139,0.081
86.15,0.081
86.243,0.167
86.254,0.545
86.266,0.641
86.278,0.363
86.37,0.463
86.382,0.554
86.393,0.177
86.509,0.15
86.521,0.245
86.532,0.245
86.544,0.151
86.636,0.346
86.648,0.445
86.659,0.356
86.775,0.478
86.786,0.665
86.798,0.758
86.81,1.038
86.821,0.941
86.833,0.657
86.844,0.185
86.96,0.595
86.971,0.879
86.983,0.693
86.994,0.601
87.006,0.321
87.018,0.135
87.029,0.135
87.041,0.227
87.052,0.318
87.064,0.222
87.122,0.232
87.133,0.709
87.145,1.282
87.156,1.386
87.168,1.488
87.179,1.212
87.191,0.652
87.202,0.091
87.26,0.175
87.272,0.267
87.283,0.077
87.341,0.636
87.352,1.574
87.364,2.325
87.376,2.607
87.387,2.328
87.399,1.77
87.41,0.933
87.422,0.659
87.433,0.385
87.445,0.016
87.583,0.391
87.595,1.89
87.606,3.577
87.618,4.797
87.629,4.986
87.641,4.518
87.652,3.675
87.664,2.833
87.676,2.085
87.687,1.338
87.699,0.499
87.814,0.181
87.826,1.215
87.837,2.437
87.849,3.941
87.86,5.822
87.872,7.328
87.883,6.206
87.895,3.864
87.906,2.175
87.918,1.328
87.929,0.95
87.941,0.478
88.148,0.167
88.16,0.26
88.171,0.165
88.459,0.069
88.471,0.07
88.598,0.554
88.609,1.116
88.621,1.396
88.632,1.208
88.644,0.74
88.655,0.272
88.816,0.282
88.828,1.221
88.839,1.877
88.851,2.347
88.862,2.629
88.874,2.63
88.885,2.162
88.897,1.505
88.908,0.942
88.92,0.472
88.931,0.002
89.058,0.025
89.07,0.028
89.104,0.036
89.116,0.32
89.127,0.698
89.139,0.981
89.15,1.075
89.162,0.887
89.173,0.604
89.185,0.228
89.288,0.487
89.3,0.96
89.311,0.87
89.323,0.78
89.334,1.063
89.346,1.627
89.357,2.283
89.369,2.751
89.38,2.656
89.392,1.716
89.403,0.776
89.415,0.023
89.702,0.175
89.713,0.46
89.725,0.463
89.736,0.277
89.748,0.183
89.759,0.089
89.909,0.17
89.92,0.641
89.932,0.925
89.943,0.364
90.127,0.089
90.138,0.277
90.15,0.371
90.161,0.559
90.173,0.652
90.184,0.559
90.196,0.56
90.207,0.749
90.219,0.469
90.23,0.0
90.448,0.155
90.46,0.342
90.471,0.529
90.482,0.716
90.494,0.809
90.505,0.621
90.517,0.34
90.666,0.048
90.677,0.235
90.689,0.328
90.7,0.232
90.712,0.136
90.827,0.284
90.838,0.57
90.85,0.666
90.861,0.669
90.872,0.672
90.884,0.768
90.895,0.487
90.907,0.205
90.918,0.204
90.93,0.016
91.09,0.078
91.102,0.267
91.113,0.269
91.125,0.083
91.228,0.164
91.239,0.438
91.251,0.619
91.262,0.612
91.468,0.11
91.48,0.391
91.491,0.579
91.502,0.58
91.514,0.581
91.525,0.489
91.537,0.211
91.651,0.212
91.663,0.489
91.674,0.578
91.686,0.948
91.697,0.944
91.709,0.283
91.88,0.127
91.892,0.411
91.903,0.694
91.915,0.881
91.926,0.973
91.937,0.783
91.949,0.311
91.96,0.025
92.132,0.134
92.143,0.419
92.155,0.702
92.166,0.983
92.178,1.544
92.189,2.011
92.2,2.289
92.212,2.006
92.223,1.349
92.235,0.599
92.361,0.53
92.372,0.997
92.383,1.274
92.395,1.176
92.406,0.703
92.418,0.793
92.429,1.164
92.441,1.629
92.452,1.718
92.463,1.431
92.475,0.77
92.486,0.392
92.498,0.296
92.555,1.045
92.566,1.421
92.578,1.609
92.589,1.516
92.601,1.423
92.612,1.142
92.623,0.765
92.635,0.668
92.646,0.663
92.658,0.47
92.669,0.183
92.772,0.464
92.783,1.217
92.795,2.063
92.806,3.19
92.818,3.098
92.829,1.318
92.84,0.382
92.966,0.2
92.977,0.663
92.989,1.123
93.0,1.206
93.012,1.008
93.023,0.625
93.035,0.336
93.046,0.047
93.069,0.228
93.08,0.321
93.662,0.349
93.674,0.536
93.685,0.722
93.696,0.627
93.708,0.439
93.719,0.156
93.742,0.059
93.753,0.245
93.765,0.244
93.776,0.057
93.902,0.37
93.913,0.746
93.924,1.028
93.936,1.122
93.947,1.028
93.959,0.652
93.97,0.37
93.981,0.182
93.993,0.464
94.004,0.37
94.141,0.109
94.152,0.86
94.164,1.612
94.175,2.363
94.186,2.645
94.198,2.459
94.209,2.46
94.221,3.119
94.232,2.651
94.243,1.525
94.255,0.869
94.266,0.399
94.278,0.024
94.323,0.024
94.335,0.399
94.346,0.869
94.357,1.246
94.369,1.341
94.38,1.247
94.391,0.871
94.403,0.403
94.414,0.028
94.494,0.031
94.505,0.218
94.517,0.217
94.585,0.124
94.596,0.501
94.608,0.973
94.619,1.446
94.631,1.448
94.642,1.358
94.653,1.173
94.665,1.269
94.676,1.269
94.688,0.986
94.699,0.514
94.71,0.042
94.824,0.218
94.835,0.503
94.847,0.787
94.858,1.352
94.87,1.166
94.881,0.698
94.892,0.324
95.074,0.404
95.086,0.781
95.097,0.878
95.108,0.507
95.199,0.142
95.211,0.329
95.222,0.328
95.234,0.139
95.268,0.042
95.279,0.417
95.29,1.072
95.302,1.634
95.313,1.915
95.325,2.101
95.336,2.007
95.347,1.724
95.359,1.535
95.37,1.627
95.381,1.909
95.393,2.099
95.404,2.008
95.416,1.636
95.427,1.169
95.438,0.515
95.518,0.643
95.529,0.929
95.541,1.308
95.552,1.593
95.563,1.69
95.575,1.505
95.586,1.131
95.597,0.851
95.609,0.477
95.62,0.197
95.632,0.011
95.825,0.322
95.836,0.597
95.847,1.061
95.859,1.715
95.87,2.653
95.881,3.78
95.893,4.721
95.904,4.162
95.915,2.946
95.927,2.949
95.938,2.764
95.95,1.828
95.961,0.797
95.972,0.049
96.222,0.14
96.233,0.513
96.245,0.323
96.404,0.115
96.415,0.574
96.426,0.845
96.438,1.022
96.449,0.92
96.46,0.54
96.472,0.069
96.517,0.156
96.529,0.344
96.54,0.532
96.551,0.72
96.563,0.627
96.574,0.439
96.585,0.252
96.597,0.157
96.608,0.063
96.619,0.342
96.631,0.339
96.642,0.147
96.858,0.069
96.869,0.069
97.311,0.101
97.322,0.097
97.334,0.186
97.345,0.275
97.356,0.364
97.368,0.36
97.379,0.357
97.39,0.167
97.571,0.288
97.583,0.665
97.594,0.949
97.605,1.232
97.617,1.046
97.628,0.765
97.639,0.578
97.651,0.391
97.662,0.203
97.673,0.203
97.685,0.016
97.877,0.101
97.888,0.191
97.9,0.375
97.911,0.466
97.922,0.557
97.934,0.65
97.945,0.742
97.956,0.929
97.968,0.835
97.979,0.459
97.99,0.271
98.126,0.189
98.137,0.568
98.149,1.039
98.16,1.417
98.171,1.701
98.183,1.891
98.194,1.704
98.205,1.424
98.217,1.05
98.228,0.678
98.239,0.306
98.251,0.028
98.522,0.038
98.533,0.033
98.635,0.374
98.647,1.122
98.658,1.871
98.669,2.527
98.68,2.245
98.692,1.118
98.703,0.651
98.714,0.093
98.929,0.044
98.94,0.133
99.087,0.112
99.098,0.113
99.245,0.361
99.257,0.922
99.268,1.579
99.279,3.549
99.291,4.489
99.302,4.492
99.313,4.213
99.324,2.902
99.336,1.217
99.347,0.468
99.358,0.095
99.437,0.108
99.449,0.581
99.46,0.865
99.471,0.962
99.482,1.151
99.494,1.34
99.505,1.811
99.516,2.187
99.528,2.282
99.539,1.533
99.55,0.971
99.561,0.69
99.573,0.316
99.584,0.035
99.742,0.103
99.753,0.287
99.765,0.471
99.776,0.093
99.81,0.088
99.821,0.274
99.866,0.367
99.878,0.554
99.889,0.084
99.956,0.358
99.968,0.449
99.979,0.727
99.99,1.194
100.002,1.754
100.013,1.941
100.024,1.847
100.035,1.096
100.047,0.532
100.058,0.437
100.069,0.249
100.193,0.246
100.205,0.528
100.216,0.811
100.227,1.375
100.238,1.845
100.25,1.941
100.261,1.942
100.272,1.756
100.284,1.382
100.295,1.007
100.306,0.632
100.317,0.257
100.441,0.065
100.453,0.343
100.464,0.527
100.475,0.43
100.622,0.063
100.667,0.153
100.678,0.435
100.689,0.716
100.701,0.904
100.712,0.811
100.723,0.624
100.734,0.531
100.746,0.532
100.757,0.627
100.768,0.816
100.779,0.912
100.791,1.008
100.802,0.916
100.813,0.636
100.825,0.263
100.847,0.075
100.858,0.358
100.87,0.828
100.881,1.018
100.892,0.924
100.903,0.548
100.915,0.265
100.926,0.263
100.937,0.261
100.948,0.165
101.05,0.268
101.061,0.739
101.072,0.834
101.084,1.117
101.095,1.211
101.106,1.024
101.117,0.743
101.129,0.744
101.14,0.558
101.151,0.183
101.331,0.077
101.343,0.824
101.354,1.665
101.365,2.317
101.376,2.501
101.388,2.498
101.399,2.308
101.41,1.93
101.421,1.556
101.433,1.088
101.444,0.621
101.455,0.341
101.466,0.342
101.478,0.529
101.489,0.905
101.5,1.374
101.511,1.561
101.523,1.28
101.534,1.0
101.545,0.53
101.556,0.436
101.568,0.719
101.579,1.097
101.59,1.191
101.601,0.814
101.613,0.154
101.736,0.128
101.748,0.496
101.759,0.956
101.77,1.418
101.781,1.881
101.793,1.782
101.804,1.59
101.815,1.398
101.826,1.301
101.838,1.017
101.849,0.639
101.86,0.169
101.984,0.079
101.995,0.359
102.006,0.826
102.017,1.481
102.029,1.292
102.04,1.197
102.051,1.198
102.062,0.918
102.074,0.639
102.085,0.453
102.096,0.174
102.523,0.211
102.534,0.584
102.546,0.862
102.557,1.14
102.568,1.229
102.579,1.411
102.591,1.595
102.602,1.686
102.613,1.592
102.624,1.218
102.636,0.656
102.647,0.001
102.77,0.097
102.782,0.662
102.793,1.322
102.804,1.231
102.815,0.86
102.826,0.302
103.107,0.061
103.118,0.065
103.253,0.418
103.264,0.888
103.276,1.265
103.287,1.361
103.298,1.176
103.309,0.896
103.32,0.615
103.332,0.52
103.388,0.424
103.399,0.235
103.41,0.139
103.691,0.258
103.702,0.727
103.713,0.26
103.724,0.074
103.735,0.077
103.747,0.174
103.758,0.647
103.769,0.65
103.78,0.652
103.792,0.654
103.803,0.562
103.814,0.188
103.926,0.64
103.937,1.107
103.948,1.481
103.96,1.386
103.971,1.009
103.982,0.538
103.993,0.068
104.173,0.251
104.184,0.72
104.195,1.004
104.206,0.913
104.217,0.729
104.229,0.546
104.24,0.174
104.442,0.727
104.453,0.917
104.464,1.107
104.475,1.486
104.486,1.866
104.498,2.152
104.509,2.437
104.52,2.533
104.531,2.158
104.542,1.408
104.554,0.563
104.621,0.647
104.632,1.864
104.643,3.083
104.654,3.74
104.665,3.555
104.677,2.997
104.688,2.533
104.699,2.257
104.71,1.981
104.721,1.517
104.733,0.958
104.744,0.681
104.755,0.309
104.766,0.028
104.878,0.091
104.889,0.374
104.901,0.657
104.912,0.567
104.923,0.385
104.934,0.015
105.124,0.174
105.136,0.737
105.147,1.299
105.158,1.58
105.169,1.673
105.18,1.766
105.192,1.578
105.203,1.015
105.214,0.171
105.281,0.362
105.292,0.642
105.303,0.921
105.315,1.2
105.326,1.291
105.337,1.382
105.348,1.567
105.359,1.565
105.371,1.47
105.382,1.281
105.393,1.0
105.404,0.438
105.415,0.065
105.426,0.068
105.438,0.354
105.449,0.827
105.46,1.489
105.471,1.87
105.482,1.875
105.494,1.317
105.505,0.571
105.594,0.017
105.605,0.392
105.617,0.578
105.628,0.484
105.639,0.295
105.863,0.395
105.874,1.145
105.885,1.613
105.896,1.518
105.963,0.858
105.974,0.293
105.985,0.011
106.086,0.113
106.097,0.489
106.108,0.958
106.12,1.146
106.131,0.865
106.142,0.771
106.153,0.584
106.164,0.584
106.175,0.398
106.187,0.117
106.298,0.235
106.309,0.517
106.321,0.798
106.332,0.986
106.343,1.081
106.354,0.987
106.365,0.893
106.376,0.518
106.388,0.144
106.756,0.103
106.767,0.38
106.778,0.469
106.79,0.557
106.801,0.739
106.812,1.017
106.823,1.204
106.834,1.487
106.845,1.772
106.857,2.057
106.868,2.061
106.879,1.593
106.89,1.124
106.901,0.558
106.912,0.086
107.448,0.152
107.459,0.898
107.47,1.456
107.481,2.202
107.492,2.76
107.504,2.662
107.515,2.001
107.526,1.435
107.537,1.152
107.548,1.151
107.559,1.244
107.57,1.431
107.582,1.805
107.593,1.804
107.604,1.053
107.782,0.509
107.793,0.886
107.805,0.889
107.816,0.613
107.827,0.058
107.949,0.389
107.961,0.859
107.972,1.515
107.983,1.796
107.994,1.327
108.005,1.045
108.016,1.14
108.027,0.952
108.039,0.859
108.05,0.391
108.172,0.582
108.183,1.426
108.195,2.176
108.206,2.552
108.261,2.551
108.273,2.27
108.284,2.27
108.295,2.176
108.306,1.238
108.317,0.488
108.506,0.198
108.518,0.388
108.529,0.39
108.54,0.018
108.551,0.021
108.74,0.03
108.863,0.05
108.874,0.238
108.885,0.239
108.896,0.239
108.907,0.239
108.918,0.239
108.929,0.332
108.941,0.423
108.952,0.326
108.963,0.043
109.119,0.407
109.13,0.409
109.43,0.028
109.441,0.216
109.452,0.311
109.463,0.313
109.474,0.222
109.641,0.242
109.652,0.521
109.663,0.8
109.675,0.798
109.686,0.514
109.697,0.044
109.741,0.225
109.752,0.504
109.764,0.878
109.775,1.157
109.786,1.25
109.797,1.248
109.808,1.246
109.819,1.244
109.83,1.337
109.841,1.431
109.852,1.338
109.864,1.151
109.875,0.871
109.886,0.779
109.897,0.78
109.908,0.971
109.919,1.161
109.93,1.633
109.941,1.917
109.952,1.92
109.964,1.267
109.975,0.427
110.03,0.256
110.041,0.915
110.052,1.479
110.064,1.573
110.075,1.385
110.086,1.102
110.097,0.819
110.108,0.818
110.164,1.098
110.175,0.814
110.186,0.436
110.197,0.058
110.286,0.125
110.297,0.962
110.308,1.427
110.319,1.611
110.33,2.83
110.341,2.832
110.352,2.273
110.363,1.811
110.375,1.536
110.386,1.168
110.397,0.61
110.486,0.084
110.497,0.367
110.508,0.46
110.519,0.552
110.53,0.645
110.541,0.738
110.552,0.925
110.563,0.924
110.574,0.925
110.586,0.925
110.597,0.925
110.608,0.738
110.952,0.063
110.963,0.25
110.974,0.25
110.985,0.155
111.185,0.002
111.196,0.188
111.207,0.373
111.218,0.653
111.229,1.026
111.24,1.492
111.251,2.331
111.263,2.889
111.274,2.978
111.285,2.223
111.296,1.095
111.307,0.248
111.484,0.522
111.495,1.453
111.507,2.571
111.518,3.689
111.529,4.057
111.54,3.208
111.551,1.892
111.762,0.851
111.773,0.663
111.784,0.381
111.795,0.192
111.806,0.189
111.817,0.186
111.828,0.37
111.839,0.648
111.85,0.925
111.861,1.108
111.872,1.009
111.883,0.723
111.895,0.063
111.972,0.527
111.983,0.716
111.994,0.623
112.005,0.529
112.017,0.434
112.028,0.527
112.039,0.525
112.05,0.241
112.194,0.103
112.205,0.385
112.216,0.479
112.227,0.572
112.238,0.477
112.249,0.005
112.482,0.158
112.493,0.347
112.504,0.065
112.526,0.151
112.537,0.426
112.548,0.606
112.559,0.787
112.57,0.689
112.581,0.501
112.593,0.22
112.604,0.036
112.615,0.04
112.626,0.138
112.637,0.048
112.836,0.254
112.847,0.348
112.858,0.443
112.869,0.446
112.88,0.357
112.892,0.267
112.903,0.177
112.914,0.18
112.947,0.183
112.958,0.559
112.969,0.277
113.013,0.456
113.024,1.017
113.035,1.671
113.046,2.233
113.058,2.608
113.069,2.515
113.08,1.767
113.091,1.019
113.102,0.366
113.478,0.121
113.489,0.871
113.5,1.809
113.511,2.654
113.522,2.841
113.533,2.185
113.544,1.716
113.555,1.809
113.567,1.903
113.578,1.433
113.589,1.151
113.6,0.774
113.611,0.397
113.622,0.114
113.633,0.02
113.865,0.005
113.976,0.048
113.987,0.236
113.998,0.425
114.009,0.614
114.02,0.71
114.031,0.524
114.042,0.433
114.053,0.717
114.064,1.095
114.075,1.285
114.086,1.194
114.097,0.728
114.108,0.355
114.119,0.168
114.13,0.168
114.141,0.074
114.153,0.075
114.285,0.548
114.296,1.488
114.307,2.242
114.318,2.622
114.329,2.629
114.34,2.075
114.351,1.427
114.363,1.152
114.374,0.874
114.385,0.779
114.396,0.776
114.407,0.867
114.418,0.771
114.429,0.58
114.44,0.203
114.451,0.014
114.584,0.291
114.595,0.478
114.606,0.568
114.617,0.844
114.628,0.933
114.639,0.837
114.65,0.932
114.661,1.028
114.672,1.219
114.683,1.505
114.694,1.227
114.705,0.668
114.716,0.482
114.727,0.389
114.738,0.389
114.749,0.389
114.76,0.012
114.849,0.192
114.86,0.472
114.871,0.471
114.882,0.377
114.893,0.282
114.904,0.282
114.959,0.376
114.97,0.564
114.981,1.033
114.992,1.409
115.003,1.598
115.014,1.411
115.025,0.849
115.036,0.193
115.092,0.193
115.103,1.037
115.114,2.349
115.125,4.224
115.136,7.036
115.18,3.845
115.191,0.748
115.39,0.61
115.401,1.451
115.412,2.48
115.423,3.23
115.434,3.325
115.445,2.857
115.456,2.015
115.467,0.986
115.478,0.049
115.588,0.212
115.599,0.576
115.61,1.033
115.621,0.833
115.632,0.26
115.643,0.159
115.654,0.341
115.665,0.618
115.677,0.99
115.688,1.081
115.699,0.892
115.71,0.33
115.82,0.351
115.831,0.446
115.842,0.354
115.853,0.451
115.864,0.64
115.875,0.639
115.886,0.64
115.897,0.454
115.908,0.269
116.228,0.516
116.239,1.17
116.25,1.825
116.261,2.105
116.272,1.728
116.283,1.257
116.294,0.411
116.427,0.051
116.438,0.243
116.449,0.247
116.669,0.444
116.68,1.194
116.691,1.944
116.702,2.414
116.713,3.072
116.724,3.542
116.735,3.541
116.746,2.883
116.757,1.755
116.768,0.722
116.912,0.743
116.923,1.025
116.934,1.12
116.945,1.027
116.956,0.559
116.967,0.091
117.209,0.019
117.22,0.206
117.231,0.205
117.242,0.11
117.407,0.009
117.418,0.105
117.429,0.67
117.44,2.267
117.451,2.833
117.462,2.179
117.473,1.055
117.606,0.138
117.617,0.326
117.628,0.514
117.639,0.701
117.65,0.795
117.661,1.077
117.672,1.172
117.683,1.268
117.694,0.989
117.705,0.428
117.859,0.271
117.87,0.834
117.881,0.929
117.892,0.837
117.903,0.559
117.914,0.283
117.925,0.012
117.958,0.131
117.969,0.412
117.98,0.69
117.991,1.061
118.002,1.149
118.013,1.143
118.024,1.139
118.035,1.136
118.046,0.947
118.057,0.384
118.068,0.102
118.123,0.272
118.134,0.551
118.145,1.019
118.156,1.678
118.167,1.495
118.178,0.189
118.189,0.009
118.299,0.215
118.31,0.964
118.321,1.621
118.332,2.653
118.343,3.594
118.354,4.253
118.365,4.632
118.376,4.449
118.387,3.797
118.442,2.674
118.453,1.551
118.464,1.086
118.475,0.902
118.486,0.437
118.783,0.028
118.794,0.122
118.805,0.028
118.849,0.217
118.86,1.719
118.871,3.408
118.882,5.753
118.948,6.973
118.959,4.722
119.091,0.594
119.102,1.342
119.113,1.621
119.124,1.337
119.135,0.397
119.19,0.126
119.245,0.224
119.256,0.506
119.267,1.539
119.278,3.134
119.289,2.947
119.3,1.916
119.311,0.604
119.531,0.213
119.542,0.68
119.553,1.147
119.564,1.051
119.641,0.054
119.652,0.342
119.663,0.159
119.751,0.25
119.762,0.156
119.784,0.06
119.795,0.339
119.806,0.806
119.817,0.992
119.828,0.802
119.839,0.331
119.85,0.048
119.949,0.21
119.96,0.305
120.037,0.211
120.048,0.117
120.059,0.115
