Depth_m,Sr
465.317,2.012
465.328,2.107
465.339,2.108
465.35,2.297
465.361,1.172
465.372,0.517
465.383,0.236
465.394,0.048
465.416,0.045
465.427,0.231
465.438,0.323
465.449,0.134
465.591,0.512
465.602,0.696
465.613,0.881
465.624,1.065
465.635,0.968
465.646,0.684
465.657,0.212
465.744,0.135
465.755,0.422
465.766,0.802
465.777,1.182
465.788,1.373
465.799,1.281
465.81,1.001
465.821,0.907
465.832,0.531
465.843,0.248
465.854,0.059
466.018,0.225
466.029,0.413
466.04,0.508
466.05,0.134
466.061,0.04
466.094,0.037
466.105,0.317
466.116,0.504
466.127,0.597
466.138,0.408
466.149,0.126
466.204,0.782
466.215,2.189
466.226,2.189
466.236,2.095
466.247,1.814
466.258,1.345
466.269,0.876
466.28,0.501
466.444,0.03
466.455,0.219
466.466,0.221
466.477,0.035
466.51,0.225
466.521,0.412
466.532,0.598
466.543,0.784
466.554,0.688
466.565,0.499
466.576,0.403
466.587,0.212
466.598,0.022
466.849,0.126
466.86,0.221
466.871,0.221
466.882,0.034
467.057,0.089
467.068,0.843
467.079,0.752
467.09,0.472
467.101,0.19
467.276,0.082
467.298,0.083
469.103,0.133
469.114,0.225
469.125,0.129
469.136,0.033
469.169,0.026
469.18,0.305
469.191,0.867
469.201,1.522
469.212,1.99
469.223,2.27
469.234,2.271
469.245,1.896
469.256,1.335
469.267,0.68
469.278,0.12
469.377,0.037
469.387,0.226
469.398,0.322
469.409,0.417
469.42,0.418
469.431,0.419
469.442,0.326
469.453,0.045
469.606,0.083
469.617,0.364
469.628,0.644
469.639,0.831
469.65,0.924
469.661,0.924
469.694,0.923
469.705,0.921
469.716,1.014
469.727,1.012
469.738,0.917
469.748,0.728
469.759,0.633
469.77,0.444
469.781,0.348
469.792,0.535
469.803,0.721
469.814,0.719
469.825,0.905
469.836,0.998
469.847,0.811
469.858,0.718
469.869,1.0
469.88,1.001
469.891,1.189
469.902,1.282
469.913,1.281
469.924,0.997
469.935,0.524
470.044,0.15
470.055,0.34
470.066,0.436
470.077,0.531
470.088,0.719
470.099,0.906
470.11,1.0
470.12,0.905
470.131,0.811
470.142,0.529
470.153,0.247
470.23,0.058
470.241,0.153
470.252,0.248
470.263,0.531
470.274,0.72
470.285,0.816
470.296,0.723
470.306,0.442
470.317,0.253
470.755,0.04
470.766,0.229
470.777,0.325
470.788,0.421
470.799,0.516
470.81,0.61
470.821,0.891
470.832,0.983
470.843,0.791
470.854,0.692
470.864,0.592
470.875,0.585
470.886,0.485
470.897,0.386
470.908,0.195
471.204,0.081
471.368,0.269
471.379,0.457
471.39,0.551
471.401,0.551
471.412,0.363
471.422,0.363
471.433,0.268
471.444,0.079
471.576,0.159
471.587,0.347
471.598,0.254
471.696,0.242
471.707,0.521
471.718,0.427
471.729,0.333
471.74,0.239
472.145,0.142
472.155,0.235
472.166,0.14
472.177,0.046
472.309,0.171
472.32,0.358
472.331,0.356
472.341,0.26
472.352,0.164
472.593,0.25
472.604,0.531
472.615,0.624
472.626,0.531
472.637,0.439
472.648,0.442
472.659,0.539
472.67,0.636
472.681,0.733
472.692,0.737
472.703,0.552
472.713,0.181
472.801,0.009
472.812,0.386
472.823,0.764
472.834,0.579
472.845,0.863
472.856,0.772
472.867,0.588
472.878,0.498
472.889,0.595
472.9,0.786
472.91,1.071
472.921,1.168
472.932,1.357
472.943,1.544
472.954,1.543
472.965,1.072
472.976,0.319
473.053,0.028
473.064,0.123
473.075,0.217
473.086,0.125
473.096,0.034
473.293,0.037
473.304,0.224
473.315,0.224
473.326,0.225
473.337,0.319
473.348,0.226
473.359,0.133
473.37,0.135
473.381,0.23
473.392,0.231
473.403,0.045
473.534,0.381
473.545,1.127
473.556,1.967
473.567,2.715
473.578,3.183
473.589,3.745
473.6,3.652
473.611,2.432
473.622,1.682
473.633,1.307
473.643,1.026
473.654,0.932
473.665,1.026
473.676,1.12
473.687,1.401
473.698,1.213
473.709,0.087
473.797,0.283
473.808,0.849
473.819,1.415
473.829,2.075
473.84,2.641
473.851,3.112
473.862,3.021
473.873,2.741
473.884,2.179
473.895,1.429
473.906,0.959
473.917,0.582
473.928,0.298
473.939,0.108
473.95,0.012
474.015,0.092
474.026,0.186
474.037,0.375
474.048,0.563
474.059,0.658
474.07,0.658
474.081,0.658
474.092,0.565
474.103,0.283
474.114,0.095
474.223,0.058
474.234,0.147
474.245,0.235
474.256,0.227
474.267,0.22
474.278,0.121
474.289,0.025
474.442,0.309
474.453,0.496
474.464,0.684
474.475,0.778
474.486,0.591
474.497,0.31
474.508,0.029
474.902,0.037
474.913,0.222
474.924,0.5
474.935,0.588
474.945,0.581
474.956,0.479
474.967,0.284
475.164,0.065
475.175,0.065
475.186,0.066
475.197,0.254
475.208,0.349
475.219,0.445
475.23,0.447
475.241,0.262
475.252,0.17
475.416,0.176
475.427,0.269
475.438,0.173
475.449,0.264
475.46,0.353
475.471,0.349
475.482,0.438
475.492,0.527
475.503,0.429
475.514,0.238
475.525,0.047
475.635,0.113
475.646,0.299
475.657,0.202
475.668,0.012
476.029,0.066
476.04,0.257
476.05,0.353
476.061,0.447
476.072,0.354
476.083,0.354
476.094,0.354
476.105,0.354
476.116,0.167
476.127,0.075
476.138,0.077
476.291,0.269
476.302,0.643
476.313,0.924
476.324,1.111
476.335,1.205
476.346,1.112
476.357,0.924
476.368,0.644
476.379,0.27
476.543,0.449
476.554,1.293
476.565,2.138
476.576,2.795
476.587,3.453
476.598,3.642
476.608,3.081
476.619,2.332
476.63,1.492
476.641,0.653
476.652,0.003
476.97,0.281
476.98,0.566
476.991,0.757
477.002,0.948
477.013,1.045
477.024,0.953
477.035,0.674
477.046,0.675
477.057,0.769
477.068,0.768
477.079,0.673
477.09,0.016
477.199,0.122
477.21,0.498
477.221,0.967
477.232,1.435
477.243,1.903
477.254,2.277
477.265,2.369
477.276,2.368
477.287,2.085
477.298,1.897
477.309,1.992
477.32,2.37
477.331,2.934
477.342,3.124
477.352,1.625
477.363,0.22
477.462,0.3
477.473,0.578
477.484,0.762
477.495,0.852
477.506,0.661
477.517,0.284
477.528,0.002
477.67,0.289
477.681,0.945
477.692,1.79
477.703,2.635
477.714,3.387
477.724,3.765
477.735,3.954
477.746,3.768
477.757,3.394
477.768,2.737
477.779,1.799
477.79,1.517
477.801,1.046
477.812,0.67
477.823,0.293
478.217,0.106
478.228,0.76
478.239,1.134
478.25,1.508
478.26,1.697
478.271,1.698
478.282,1.513
478.293,1.327
478.304,0.954
478.315,0.674
478.326,0.488
478.337,0.208
478.348,0.021
478.414,3.859
478.425,3.576
478.447,0.293
478.457,1.327
478.468,1.517
478.479,1.8
478.49,1.614
478.501,1.332
478.512,0.769
478.523,0.206
479.037,0.038
479.048,0.034
479.223,0.315
479.234,0.593
479.245,0.777
479.256,0.963
479.267,0.868
479.278,0.491
479.289,0.209
479.541,0.16
479.552,0.345
479.563,0.53
479.573,0.621
479.584,0.524
479.595,0.052
479.727,0.041
479.738,0.135
479.749,0.135
479.902,0.047
479.913,0.237
479.924,0.333
479.935,0.333
479.945,0.146
479.956,0.146
480.121,0.055
480.131,0.247
480.142,0.347
480.153,0.353
480.164,0.266
480.296,0.204
480.307,0.484
480.317,0.671
480.328,0.859
480.339,1.047
480.35,1.141
480.361,1.329
480.372,1.328
480.383,1.232
480.394,1.042
480.405,0.661
480.416,0.186
480.514,0.055
480.525,0.24
480.536,0.519
480.547,0.518
480.558,0.33
480.569,0.238
480.799,0.156
480.81,0.155
480.821,0.059
480.985,0.146
480.996,0.332
481.007,0.518
481.018,1.36
481.029,1.922
481.039,1.545
481.05,0.983
481.061,0.516
481.193,0.065
481.204,0.439
481.215,0.625
481.226,0.718
481.236,0.539
481.247,0.265
481.357,0.004
481.368,0.189
481.379,0.092
481.39,0.087
481.401,0.269
481.412,0.358
481.422,0.352
481.433,0.348
481.444,0.438
481.455,0.53
481.466,0.716
481.477,0.902
481.488,0.807
481.499,0.525
481.51,0.148
481.707,0.24
481.718,0.71
481.729,1.085
481.74,1.272
481.751,1.365
481.762,1.832
481.773,3.05
481.784,3.048
481.794,2.389
481.805,2.013
481.816,1.73
481.827,1.448
481.838,1.354
481.849,1.354
481.86,1.26
481.871,1.071
481.882,0.508
481.97,0.026
481.981,0.4
481.991,0.962
482.002,1.337
482.013,1.525
482.024,1.525
482.035,1.433
482.046,0.966
482.057,0.407
482.352,0.133
482.363,0.32
482.374,0.601
482.385,0.789
482.396,0.883
482.407,0.976
482.418,0.975
482.429,0.878
482.44,0.781
482.451,0.496
482.462,0.117
482.582,0.388
482.593,0.666
482.604,0.849
482.615,1.124
482.626,1.116
482.637,0.825
482.648,0.44
482.812,0.037
482.823,0.131
482.834,0.037
483.02,0.045
483.031,0.421
483.042,0.421
483.053,0.327
483.064,0.047
483.162,0.35
483.173,0.916
483.184,1.576
483.195,2.142
483.206,2.707
483.217,2.896
483.228,2.802
483.239,2.238
483.25,1.675
483.261,1.298
483.271,1.016
483.282,0.921
483.293,0.921
483.304,0.827
483.315,0.733
483.326,0.64
483.337,0.64
483.348,0.36
483.359,0.172
483.37,0.077
483.381,0.168
483.392,0.726
483.403,1.659
483.414,2.967
483.425,5.213
483.436,7.741
483.479,3.515
483.49,0.603
483.501,0.505
483.512,0.22
483.829,0.08
483.84,0.268
483.851,0.457
483.862,0.366
483.873,0.37
483.884,0.279
483.895,0.093
483.994,0.0
484.005,0.281
484.015,0.375
484.026,0.375
484.037,0.189
484.191,0.002
484.202,0.378
484.212,0.755
484.223,1.132
484.234,1.414
484.245,1.509
484.256,1.416
484.267,0.947
484.278,0.571
484.289,0.101
484.355,0.179
484.366,0.176
484.377,0.08
484.683,0.036
484.694,0.134
484.705,0.231
484.716,0.327
484.727,0.422
484.738,0.328
484.748,0.326
484.759,0.324
484.77,0.228
484.781,0.132
484.836,0.131
484.847,0.038
485.011,0.246
485.022,0.431
485.033,0.335
485.274,0.308
485.285,0.302
485.296,0.296
485.306,0.386
485.317,0.477
485.328,0.665
485.339,0.759
485.35,0.76
485.361,0.761
485.372,0.574
485.383,0.292
485.394,0.009
485.482,0.088
485.492,0.462
485.503,1.026
485.514,1.685
485.525,2.25
485.536,3.005
485.547,3.571
485.558,3.669
485.569,3.296
485.58,2.641
485.591,1.798
485.602,1.048
485.613,0.486
485.624,0.11
485.635,0.297
485.646,0.108
486.204,0.371
486.215,1.03
486.225,1.594
486.236,1.972
486.247,2.351
486.258,2.357
486.269,2.177
486.28,1.814
486.291,1.55
486.302,1.465
486.313,1.467
486.554,1.563
486.565,1.658
486.576,1.376
486.587,1.093
486.598,0.621
486.608,0.43
486.619,0.051
486.685,0.224
486.696,0.412
486.707,0.695
486.718,0.79
486.729,0.791
486.74,0.698
486.751,0.699
486.762,0.512
486.773,0.513
486.784,0.513
486.794,0.419
486.805,0.231
486.816,0.136
486.827,0.041
486.849,0.04
487.155,0.116
487.166,0.209
487.177,0.114
487.341,0.222
487.352,0.601
487.363,0.978
487.374,1.262
487.385,1.731
487.396,1.919
487.407,2.014
487.418,2.014
487.429,1.733
487.44,1.265
487.451,0.609
487.462,0.046
487.56,0.121
487.571,0.215
487.582,0.214
487.593,0.119
487.998,0.119
488.206,0.091
488.217,0.185
488.228,0.277
488.239,0.271
488.25,0.17
488.425,0.055
488.436,0.245
488.447,0.434
488.457,0.529
488.468,0.53
488.479,0.435
488.49,0.151
488.611,0.298
488.622,0.767
488.633,1.143
488.643,1.894
488.654,2.363
488.665,2.833
488.676,3.117
488.687,3.213
488.698,2.746
488.709,1.811
488.72,0.968
488.731,0.501
488.742,0.127
488.753,0.13
488.764,0.132
488.775,0.228
488.786,0.23
488.797,0.138
488.808,0.046
488.862,0.045
488.873,0.14
488.884,0.048
489.07,0.116
489.081,0.866
489.092,0.959
489.103,1.052
489.114,1.427
489.125,1.896
489.136,2.084
489.147,2.084
489.158,1.99
489.169,1.802
489.18,1.333
489.19,0.582
489.201,0.208
489.212,0.208
489.223,0.209
489.234,0.209
489.245,0.114
489.431,0.263
489.442,0.638
489.453,0.92
489.464,1.015
489.475,0.923
489.486,0.456
489.53,0.27
489.541,0.177
489.552,0.272
489.563,0.461
489.574,0.555
489.584,0.462
489.595,0.274
489.77,0.034
489.781,0.319
489.792,0.51
489.803,0.699
489.814,0.793
489.825,0.885
489.836,0.976
489.847,0.973
489.858,0.593
489.869,0.121
490.066,0.051
490.164,0.225
490.175,0.882
490.186,1.54
490.197,2.291
490.208,2.949
490.219,3.325
490.23,3.231
490.241,2.668
490.252,1.729
490.263,0.601
490.416,0.012
490.427,0.013
490.438,0.014
490.449,0.013
490.668,0.123
490.678,0.499
490.689,0.969
490.7,1.249
490.711,1.341
490.722,1.433
490.733,1.055
490.744,0.678
490.755,0.209
490.897,0.029
490.908,0.12
490.919,0.305
490.93,0.864
490.941,1.33
490.952,1.795
490.963,2.542
490.974,2.352
490.985,1.6
491.029,0.567
491.04,0.099
491.05,0.007
491.072,1.512
491.083,3.297
491.094,3.393
491.105,3.019
491.116,2.269
491.127,1.423
491.138,0.671
491.149,0.293
491.16,0.196
491.171,0.006
491.313,0.009
491.324,0.481
491.335,0.859
491.346,0.955
491.357,1.144
491.368,1.519
491.379,1.894
491.39,2.268
491.401,2.454
491.411,1.515
491.422,0.764
491.433,0.294
491.685,0.151
491.696,0.06
492.342,0.254
492.352,0.441
492.363,0.534
492.374,0.441
492.385,0.348
492.396,0.161
492.407,0.068
492.418,0.069
492.429,0.07
492.44,0.165
492.451,0.259
492.462,0.259
492.473,0.446
492.484,0.539
492.495,0.445
492.506,0.351
492.517,0.164
492.648,0.002
492.659,0.379
492.67,0.38
492.681,0.474
492.692,0.567
492.703,0.472
492.713,0.377
492.724,0.189
492.735,0.0
492.856,0.362
492.867,0.74
492.878,1.119
492.889,1.498
492.899,1.596
492.91,1.318
492.921,0.851
492.932,0.476
492.943,0.195
492.954,0.006
493.086,0.368
493.096,0.744
493.107,1.027
493.118,1.216
493.129,1.123
493.14,0.935
493.151,0.56
493.162,0.186
493.282,0.218
493.293,0.692
493.304,1.069
493.315,1.538
493.326,1.725
493.337,1.723
493.348,1.721
493.359,1.53
493.37,1.246
493.381,0.866
493.392,0.299
493.501,0.081
493.512,0.269
493.523,0.269
493.534,0.457
493.545,0.551
493.556,0.739
493.567,0.739
493.578,0.457
493.589,0.175
493.753,0.155
493.764,0.253
493.775,0.163
493.786,0.072
493.972,0.159
493.983,0.535
493.994,0.818
494.005,1.007
494.048,1.103
494.059,1.107
494.07,0.924
494.081,0.554
494.092,0.09
494.19,0.02
494.201,0.307
494.212,0.498
494.223,0.687
494.234,0.688
494.245,0.408
494.256,0.222
494.267,0.222
494.278,0.504
494.289,0.41
494.3,0.033
494.617,0.453
494.628,1.011
494.639,1.662
494.65,2.126
494.661,2.309
494.672,1.926
494.683,1.352
494.694,0.59
494.891,0.371
494.902,0.745
494.913,0.932
494.924,1.12
494.935,1.12
494.945,1.027
494.956,0.84
494.967,0.653
494.978,0.653
494.989,0.748
495.0,0.842
495.011,1.031
495.022,1.125
495.033,0.842
495.044,0.278
495.142,0.156
495.153,0.249
495.164,0.249
495.175,0.156
495.186,0.063
495.372,0.081
495.383,0.083
495.635,0.004
495.646,0.38
495.657,0.849
495.668,0.942
495.678,1.034
495.689,0.845
495.7,0.468
495.875,0.03
495.886,0.218
495.897,0.312
495.908,0.312
495.919,0.123
496.105,0.121
496.116,0.214
496.127,0.307
496.138,0.307
496.149,0.118
496.225,0.03
496.236,0.222
496.247,0.413
496.258,0.604
496.269,0.983
496.28,1.266
496.291,1.643
496.302,2.113
496.313,2.395
496.324,2.301
496.335,2.019
496.346,1.362
496.357,0.705
496.368,0.235
496.379,0.047
496.39,0.045
496.499,0.142
496.51,0.423
496.521,0.515
496.532,0.607
496.543,0.604
496.554,1.163
496.565,1.909
496.576,1.905
496.587,1.619
496.598,1.144
496.608,0.479
496.718,0.027
496.729,0.027
496.959,0.051
496.97,0.239
496.98,0.333
496.991,0.334
497.002,0.24
497.013,0.146
497.156,0.254
497.166,0.533
497.177,0.813
497.188,1.185
497.199,1.463
497.21,1.647
497.221,2.019
497.232,2.016
497.243,2.294
497.254,2.386
497.265,2.197
497.276,1.914
497.287,1.63
497.298,1.348
497.309,1.066
497.32,0.877
497.331,0.501
497.342,0.219
497.44,0.199
497.451,0.665
497.462,1.038
497.473,1.506
497.484,1.788
497.495,1.884
497.506,2.075
497.517,3.861
497.527,5.272
497.538,4.9
497.549,3.775
497.56,2.462
497.571,0.961
497.681,0.114
497.692,0.489
497.703,0.677
497.713,0.771
497.724,0.677
497.735,0.489
497.746,0.209
497.878,0.146
497.889,0.618
497.899,1.089
497.91,1.558
497.921,1.745
497.932,1.65
497.943,1.367
497.954,0.802
497.965,0.144
498.064,0.057
498.304,0.053
498.315,0.242
498.326,0.242
498.337,0.054
498.49,0.03
498.501,0.127
498.512,0.224
498.523,0.133
498.534,0.04
498.753,0.11
498.764,0.388
498.808,0.477
498.818,0.659
498.829,0.745
498.84,0.833
498.851,0.733
498.862,0.074
499.026,0.37
499.037,0.558
499.048,0.464
499.059,0.183
499.223,0.118
499.234,0.493
499.245,0.681
499.256,0.775
499.267,0.68
499.278,0.397
499.289,0.114
499.366,0.209
499.377,0.771
499.387,1.238
499.398,1.61
499.409,1.795
499.42,1.794
499.431,1.982
499.442,2.359
499.453,3.205
499.464,4.425
499.475,5.644
499.486,7.049
499.497,7.046
499.508,5.917
499.519,3.756
499.53,1.595
499.541,0.374
500.022,0.192
500.033,0.288
500.044,0.478
500.055,0.763
500.066,0.861
500.077,0.866
500.088,0.871
500.099,0.595
500.11,0.225
500.142,0.054
500.153,0.34
500.164,0.156
500.186,0.068
500.197,0.164
500.208,0.259
500.219,0.353
500.23,0.447
500.241,0.164
500.307,0.253
500.317,0.441
500.328,0.63
500.339,0.913
500.35,1.009
500.361,0.919
500.372,0.548
500.383,0.271
500.394,0.183
500.405,0.188
500.416,0.01
500.635,0.022
500.646,0.023
500.657,0.024
501.149,0.139
501.16,0.422
501.171,0.423
501.182,0.422
501.193,0.234
501.346,0.149
501.444,0.053
501.455,0.333
501.466,0.332
501.477,0.238
501.565,0.332
501.576,0.613
501.587,0.987
501.598,1.455
501.608,2.112
501.619,1.83
501.63,1.08
501.641,0.611
501.652,0.143
501.816,0.03
501.827,0.59
501.838,0.776
501.849,1.055
501.86,1.617
501.871,1.241
501.882,0.959
501.893,0.583
501.904,0.207
501.915,0.019
501.926,0.206
501.937,0.392
501.948,0.58
501.959,1.143
501.97,1.706
501.981,1.988
501.991,2.082
502.002,1.895
502.013,1.334
502.024,0.49
502.265,0.0
502.276,0.187
502.287,0.373
502.298,0.558
502.309,0.554
502.32,0.363
502.331,0.172
502.385,0.078
502.396,0.362
502.407,0.364
502.418,0.177
502.506,0.07
502.517,0.816
502.527,1.47
502.538,1.937
502.549,2.123
502.56,2.215
502.571,1.65
502.582,0.898
502.593,0.241
502.615,0.162
502.626,0.456
502.637,0.66
502.648,0.771
502.659,0.88
502.67,0.797
502.681,0.334
503.031,0.042
503.042,0.322
503.053,0.697
503.064,0.791
503.075,0.98
503.085,0.983
503.096,0.797
503.107,0.706
503.118,0.52
503.129,0.803
503.14,1.46
503.151,2.399
503.162,3.338
503.173,4.276
503.184,4.839
503.195,4.557
503.206,4.182
503.217,3.713
503.228,2.682
503.239,1.65
503.25,1.369
503.261,0.712
503.271,0.148
503.534,0.003
503.545,0.099
503.556,0.102
503.567,0.181
503.578,0.182
503.775,0.194
503.786,0.378
503.797,1.032
503.808,1.873
503.818,2.246
503.829,2.431
503.84,2.429
503.851,1.865
503.862,0.644
503.873,0.924
503.884,0.829
504.541,0.069
504.552,0.163
504.716,0.427
504.727,0.8
504.738,1.174
504.749,1.361
504.759,1.454
504.77,1.266
504.781,0.889
504.792,0.513
504.803,0.135
504.967,0.152
504.978,0.343
504.989,0.44
505.0,0.349
505.011,0.256
505.022,0.162
505.044,0.25
505.055,0.81
505.066,0.62
505.077,0.431
505.088,0.43
505.099,0.805
505.11,0.524
505.121,0.336
505.131,0.429
505.142,0.427
505.153,0.426
505.164,0.33
505.175,0.326
505.186,0.227
505.197,0.034
505.296,0.59
505.306,1.062
505.317,1.346
505.328,1.254
505.339,1.162
505.35,0.6
505.361,0.038
505.449,0.315
505.46,0.876
505.471,1.437
505.482,1.812
505.492,2.094
505.503,2.284
505.514,2.289
505.525,2.482
505.536,2.582
505.547,2.777
505.558,2.688
505.569,2.129
505.58,0.817
505.733,0.357
505.744,0.733
505.755,0.827
505.766,0.547
505.777,0.08
506.696,0.141
506.707,0.046
507.692,7.735
508.523,0.032
508.534,0.219
508.545,0.218
508.556,0.124
508.567,0.123
508.578,0.215
508.589,0.307
508.6,0.4
508.611,0.586
508.633,0.68
508.643,0.775
508.654,0.683
508.665,0.594
508.676,0.318
508.753,0.152
508.764,0.621
508.775,0.902
508.786,1.183
508.797,1.464
508.808,1.745
508.819,1.932
508.829,1.931
508.84,2.024
508.851,2.117
508.862,2.116
508.873,1.646
508.884,0.802
508.895,0.239
509.026,0.146
509.037,0.428
509.048,0.709
509.059,0.896
509.07,0.99
509.081,0.989
509.092,0.799
509.103,0.516
509.114,0.233
509.267,0.968
509.278,1.341
509.289,1.714
509.3,2.087
509.311,2.273
509.322,2.273
509.333,1.898
509.344,1.617
509.355,0.961
509.366,0.493
509.376,0.119
509.453,0.043
509.464,0.42
509.475,0.797
509.486,0.892
509.497,1.079
509.508,1.172
509.519,1.17
509.53,1.168
509.541,1.259
509.552,1.35
509.562,1.535
509.573,1.909
509.584,1.532
509.595,0.969
509.606,0.502
509.683,0.528
509.694,0.904
509.705,0.998
509.716,1.092
509.727,0.997
509.738,0.807
509.748,0.523
509.759,0.238
509.858,0.034
509.869,0.411
509.88,0.788
509.891,1.165
509.902,1.448
509.913,1.637
509.924,1.451
509.934,0.89
509.945,0.331
510.033,0.156
510.044,0.625
510.055,1.094
510.066,1.844
510.077,2.595
510.088,2.407
510.099,1.844
510.11,1.094
510.142,0.344
510.296,0.268
510.306,0.362
510.317,0.457
510.328,0.552
510.339,0.554
510.35,0.463
510.361,0.372
510.372,0.282
510.383,0.099
510.514,0.059
510.525,0.058
510.536,0.057
510.547,0.056
510.558,0.055
510.569,0.054
510.733,0.116
510.744,0.395
510.755,0.863
510.766,1.237
510.777,1.424
510.788,1.704
510.799,1.797
510.81,2.077
510.821,2.45
510.832,2.635
510.843,2.444
510.854,1.784
510.865,0.841
510.875,0.086
511.029,0.075
511.083,0.175
511.094,0.082
511.269,0.186
511.28,0.468
511.291,0.656
511.302,0.563
511.313,0.283
511.324,0.003
511.379,0.01
511.39,0.199
511.401,0.295
511.412,0.203
511.422,0.112
511.433,0.02
511.63,0.039
511.641,0.233
511.652,0.239
511.663,0.151
511.674,0.062
511.685,0.065
511.816,0.155
511.827,0.251
511.838,0.442
511.849,0.445
511.86,0.448
511.871,0.451
511.882,0.266
511.893,0.08
512.035,0.179
512.046,0.371
512.057,0.376
512.068,0.475
512.079,0.293
512.287,0.24
512.298,0.618
512.309,0.903
512.32,0.907
512.331,0.725
512.342,0.449
512.352,0.173
512.462,0.186
512.473,0.469
512.484,0.658
512.495,0.942
512.506,1.224
512.517,1.413
512.528,1.413
512.538,1.319
512.549,1.224
512.56,1.129
512.571,0.659
512.582,0.377
512.593,0.189
512.604,0.001
512.768,0.269
512.779,0.453
512.79,0.638
512.801,0.729
512.812,0.823
512.823,0.73
512.834,0.641
512.845,0.553
512.856,0.372
512.867,0.001
513.775,0.283
513.786,0.565
513.797,0.753
513.808,0.848
513.818,0.662
513.829,0.288
514.015,0.279
514.026,0.56
514.037,0.56
514.048,0.466
514.059,0.279
514.201,0.46
514.212,0.83
514.223,1.294
514.234,1.76
514.245,2.132
514.256,2.318
514.267,2.13
514.278,1.848
514.289,1.38
514.3,0.724
514.311,0.163
514.409,0.488
514.42,0.681
514.431,0.968
514.442,1.721
514.453,1.722
514.464,1.346
514.475,0.969
514.486,0.591
514.497,0.213
514.508,0.023
514.748,0.308
514.759,0.12
515.131,0.095
515.142,0.47
515.153,0.846
515.164,1.221
515.175,1.501
515.186,1.592
515.197,1.587
515.208,1.393
515.219,0.165
515.35,0.058
515.361,0.338
515.372,0.43
515.383,0.427
515.394,0.33
515.405,0.328
515.416,0.231
515.427,0.042
515.865,0.142
515.875,0.235
515.886,0.329
515.897,0.329
515.908,0.236
516.072,0.156
516.083,0.345
516.094,0.347
516.105,0.349
516.116,0.352
516.127,0.356
516.138,0.36
516.149,0.364
516.16,0.274
516.171,0.09
516.247,0.005
516.258,0.192
516.269,0.38
516.28,0.568
516.291,0.85
516.302,1.039
516.313,1.321
516.324,1.508
516.335,1.601
516.346,1.413
516.357,1.319
516.368,1.317
516.379,1.409
516.39,1.593
516.401,1.59
516.412,1.681
516.422,1.492
516.433,1.021
516.444,0.459
516.707,0.097
516.718,0.565
516.729,0.94
516.74,1.408
516.751,1.689
516.762,1.689
516.773,1.501
516.784,1.125
516.794,0.467
516.926,0.248
516.937,0.525
516.948,0.71
516.959,0.803
516.969,0.896
516.98,1.741
516.991,2.305
517.002,1.932
517.013,1.654
517.024,1.282
517.035,0.818
517.046,0.168
517.221,0.092
517.232,0.47
517.243,0.569
517.254,0.762
517.265,0.766
517.276,0.675
517.287,0.396
517.298,0.303
517.44,0.208
517.451,0.301
517.462,0.3
517.473,0.111
517.484,0.016
517.67,0.174
517.681,0.642
517.692,1.298
517.703,1.861
517.713,2.612
517.724,3.268
517.735,3.642
517.746,3.452
517.757,2.887
517.768,2.133
517.779,1.191
517.79,0.343
517.921,0.434
517.932,1.091
517.943,1.841
517.954,2.869
517.965,3.708
517.976,4.074
517.987,3.688
517.998,1.988
518.009,0.759
518.096,0.08
518.107,0.269
518.118,0.553
518.129,0.65
518.14,0.746
518.151,0.651
518.162,0.557
518.173,0.368
518.184,0.18
518.282,0.178
518.293,0.366
518.304,0.459
518.315,0.458
518.326,0.27
519.114,0.421
519.125,0.799
519.136,1.271
519.147,1.649
519.158,1.747
519.169,1.563
519.18,1.191
519.19,0.725
519.201,0.445
519.212,0.259
519.223,0.072
519.541,0.077
519.552,0.263
519.562,0.355
519.573,0.446
519.584,0.724
519.595,1.191
519.606,1.188
519.617,1.372
519.628,1.557
519.639,1.742
519.65,1.739
519.661,1.456
519.672,1.08
519.683,0.517
519.858,0.139
519.869,0.231
519.88,0.136
520.317,0.218
520.328,0.405
520.339,0.592
520.35,0.684
520.361,0.682
520.372,0.493
520.383,0.398
520.394,0.397
520.405,0.303
520.416,0.303
520.427,0.303
520.438,0.209
520.449,0.209
520.46,0.208
520.471,0.208
520.482,0.114
520.558,0.31
520.569,0.502
520.58,0.881
520.591,1.166
520.602,1.356
520.613,1.263
520.624,0.98
520.635,0.603
520.646,0.132
520.733,0.0
520.744,0.556
520.755,1.209
520.766,2.052
520.777,2.993
520.788,4.031
520.799,4.883
520.81,4.986
520.821,4.807
520.832,4.155
520.843,3.033
520.854,1.814
520.865,0.97
520.875,0.407
520.886,0.125
521.007,0.678
521.018,0.677
521.029,0.488
521.039,0.207
521.204,0.214
521.215,0.495
521.225,0.682
521.236,0.68
521.247,0.585
521.258,0.49
521.269,0.582
521.28,0.675
521.291,0.767
521.302,0.766
521.313,0.766
521.324,0.484
521.335,0.202
521.455,0.201
521.466,0.668
521.477,1.136
521.488,1.416
521.499,1.602
521.51,1.6
521.521,1.411
521.532,1.034
521.543,0.751
521.554,0.374
521.565,0.185
521.751,0.073
521.762,0.353
521.773,0.727
521.784,1.195
521.794,1.569
521.805,1.663
521.816,1.475
521.827,1.099
521.838,0.443
522.188,0.264
522.199,0.45
522.21,0.821
522.221,1.097
522.232,1.28
522.243,1.088
522.254,0.802
522.265,0.328
