Depth(m),NO3(ng/g)
587.581300000007,21.864957065608742
587.605600000007,22.744989728015668
587.6299000000071,29.228442618319924
587.6542000000071,24.089144498526068
587.6785000000071,19.206133199575664
587.7028000000072,9.896541113874889
587.7271000000072,16.939575397075625
587.7514000000073,29.66141947648243
587.7757000000073,34.9908677442136
587.8000000000073,42.663614483059696
587.8243000000074,40.791213238950895
587.8486000000074,36.42168137765679
587.8729000000075,39.75750208418322
587.8972000000075,24.95880191686858
587.9220000000075,25.529818872722526
587.9473000000075,34.469047415129594
587.9708000000076,34.66095335287964
587.9943000000076,40.937760041803294
588.0178000000076,45.52605186223894
588.0413000000076,40.51736724246133
588.0648000000076,36.81601831913603
588.0883000000076,30.06767215966546
588.1118000000076,18.310754093343963
588.1353000000076,15.696303788020629
588.1588000000077,15.710167822812128
588.1823000000077,34.62984022699984
588.2058000000077,50.21767728298342
588.2293000000077,60.146991598445965
588.2528000000077,54.99078970927215
588.2763000000077,40.17313498877342
588.2998000000077,42.844537346907806
588.3233000000077,33.05068878801744
588.3468000000078,32.08666734007931
588.3703000000078,28.850620262990276
588.3938000000078,33.01521473722724
588.4173000000078,37.534011173027636
588.4408000000078,34.15979561781781
588.4643000000078,40.10207318087102
588.4878000000078,36.85831981656611
588.5113000000079,37.01546231924375
588.5348000000079,27.462663531974165
588.5583000000079,27.22567358895529
588.5818000000079,20.635083200174627
588.6053000000079,9.239945518367149
588.6288000000079,8.129940316275617
588.6523000000079,15.65444253551373
588.6758000000079,20.146700212794276
588.699300000008,32.16788061645258
588.722800000008,34.59158896048354
588.746300000008,31.43063763523358
588.769800000008,30.314184582037726
588.793300000008,29.35709080491746
588.816800000008,22.312357396563602
588.840300000008,32.75996718839456
588.863800000008,32.81817237344703
588.887300000008,24.903946263037305
588.9108000000081,20.141685442018087
588.9360000000081,18.488861180047646
588.959300000008,19.998774942607213
588.981500000008,30.58205621197087
589.003700000008,31.484931236043124
589.025900000008,28.543159507465873
589.048100000008,33.777472670519344
589.070300000008,30.986694333939937
589.092500000008,26.15341062549774
589.114700000008,20.426953554239226
589.136900000008,23.757257583568556
589.159100000008,23.60204860800448
589.181300000008,23.68750647581632
589.203500000008,26.170168868911574
589.225700000008,33.07023572186999
589.247900000008,39.0926330146879
589.270100000008,37.493188199902974
589.292300000008,30.938889924548942
589.314500000008,36.65922749061589
589.336700000008,28.939276441581754
589.358900000008,26.79546478261416
589.381100000008,16.81369749509496
589.403300000008,20.667964593381395
589.425500000008,29.304810879494983
589.447700000008,26.690984666567534
589.469900000008,19.680330825877963
589.492100000008,23.518969980927974
589.514300000008,30.460494759362515
589.536500000008,30.392875583256995
589.558700000008,24.179017011486195
589.580900000008,27.153962900768633
589.603100000008,18.514319280305195
589.625300000008,19.003242351817065
589.647500000008,17.12163199600538
589.669700000008,28.73653369600718
589.691900000008,37.950125376187
589.714100000008,40.357937605861984
589.736300000008,39.48952039675228
589.758500000008,32.38702432985302
589.780700000008,26.616857640700474
589.802900000008,31.892013513917746
589.825100000008,18.36995108815762
589.847300000008,20.993826579924296
589.869500000008,19.49701186223007
589.891700000008,17.513642025110777
589.9150000000079,17.631822579135157
589.9385000000079,26.814170237741397
589.961400000008,26.71006859477229
589.984300000008,17.977471957616036
590.0072000000081,14.68234980010333
590.0301000000081,8.559339410744451
590.0530000000082,5.81865867801536
590.0759000000082,11.463707573095167
590.0988000000083,13.841500837381545
590.1217000000083,21.61146079844089
590.1446000000084,26.320449159063774
590.1675000000084,18.536399774075495
590.1904000000085,16.43122895710457
590.2133000000085,28.767476005763882
590.2362000000086,38.20786433506043
590.2591000000086,21.778965569633634
590.2820000000087,20.172139986615765
590.3049000000087,33.65297430707355
590.3278000000088,25.528985386323903
590.3507000000088,25.338061012828817
