Depth_m,Na
451.97,1.866
451.98,2.039
451.991,1.604
452.002,0.991
452.013,0.39
452.024,0.127
452.101,0.534
452.112,1.411
452.123,2.516
452.134,3.195
452.145,3.002
452.156,2.033
452.166,0.943
452.177,0.178
452.188,0.009
452.199,0.135
452.21,0.156
452.221,0.148
453.031,0.446
453.042,0.958
453.053,1.152
453.064,0.763
453.129,0.338
453.14,0.845
453.151,1.108
453.162,1.547
453.173,1.758
453.184,1.494
453.195,1.228
453.206,0.877
453.217,0.363
453.326,0.01
453.337,0.408
453.348,0.975
453.359,1.199
453.37,1.015
453.381,0.426
453.414,0.431
453.425,0.267
453.436,0.013
453.479,0.018
453.49,0.097
453.501,0.018
453.884,0.767
453.895,1.797
453.906,1.133
453.917,0.282
454.289,0.099
454.3,0.066
454.387,0.019
454.398,0.003
454.617,0.781
454.628,1.648
454.639,2.425
454.65,2.761
454.661,2.808
454.672,2.328
454.683,1.859
454.694,1.615
454.705,1.489
454.716,1.428
454.727,1.365
454.738,0.45
454.956,0.098
454.967,0.323
454.978,0.532
454.989,0.548
455.0,0.452
455.011,0.273
455.022,0.097
455.033,0.005
455.153,0.027
455.164,1.359
455.175,1.432
455.186,1.374
455.197,1.296
455.208,1.083
455.219,0.736
455.23,0.319
455.383,0.171
455.394,0.461
455.405,0.55
455.416,0.569
455.427,0.611
455.438,0.772
455.449,1.127
455.46,1.349
455.471,1.356
455.482,1.001
455.492,0.461
455.569,0.242
455.58,0.292
455.591,0.355
455.602,0.383
455.613,0.366
455.624,0.417
455.635,0.485
455.646,0.456
455.657,0.225
455.788,0.529
455.799,1.064
455.81,1.178
455.821,0.903
455.832,0.436
455.843,0.29
455.854,0.603
455.864,0.991
455.875,1.003
455.886,0.837
455.897,0.441
455.908,0.016
455.996,0.123
456.007,0.472
456.018,0.863
456.029,0.91
456.039,0.814
456.05,0.458
456.215,0.38
456.225,0.69
456.236,0.888
456.247,1.01
456.258,1.146
456.269,1.306
456.28,1.636
456.291,1.641
456.302,1.166
456.313,0.363
456.39,0.086
456.401,0.266
456.411,0.233
456.422,0.028
456.433,0.046
456.444,0.108
456.455,0.27
456.466,0.378
456.499,0.266
456.696,0.068
456.707,0.798
456.718,1.41
456.729,1.761
456.74,1.774
456.751,1.423
456.762,0.768
456.773,0.33
456.784,0.115
456.794,0.002
457.057,0.018
457.068,0.418
457.079,1.067
457.09,1.997
457.101,2.973
457.112,3.845
457.123,4.174
457.134,3.625
457.145,2.517
457.156,1.3
457.166,0.473
457.177,0.162
457.188,0.043
457.32,0.001
457.331,0.062
457.341,0.042
457.604,0.174
457.615,0.317
457.626,0.257
457.779,0.158
457.79,0.506
457.801,0.88
457.812,1.586
457.823,2.449
457.834,3.27
457.845,3.572
457.856,2.821
457.867,1.337
457.878,0.262
457.899,0.048
457.91,0.357
457.921,0.652
457.932,0.741
457.943,0.656
457.954,0.496
457.965,0.46
457.976,0.673
457.987,1.239
457.998,1.839
458.009,2.096
458.02,1.941
458.031,1.534
458.042,1.28
458.053,1.159
458.064,1.093
458.075,0.907
458.086,0.587
458.096,0.327
458.107,0.205
458.118,0.185
458.129,0.128
458.14,0.139
458.151,0.235
458.162,0.414
458.173,0.725
458.184,0.969
458.195,1.223
458.206,1.398
458.217,1.334
458.228,1.056
458.239,0.677
458.25,0.365
458.282,0.269
458.293,0.086
458.731,0.705
458.742,1.041
458.753,1.126
458.764,1.25
458.775,1.284
458.786,1.231
458.797,1.084
458.808,0.903
458.819,0.616
458.829,0.158
459.005,0.476
459.015,0.815
459.026,1.261
459.037,1.561
459.048,1.585
459.059,1.412
459.07,1.116
459.081,0.575
459.191,0.488
459.201,0.726
459.212,0.433
459.223,0.105
459.442,1.096
459.453,1.564
459.464,1.985
459.475,2.295
459.486,1.982
459.497,1.054
459.508,0.28
459.541,0.171
459.552,0.18
459.563,0.04
459.661,0.048
459.672,0.327
459.683,0.529
459.694,0.562
459.727,0.524
459.738,0.45
459.749,0.311
459.759,0.069
459.88,0.324
459.891,0.542
459.902,0.594
459.913,0.486
459.924,0.255
459.935,0.009
460.055,0.031
460.066,0.24
460.077,0.492
460.088,0.688
460.099,0.644
460.11,0.46
460.12,0.218
460.131,0.045
460.361,0.375
460.372,1.01
460.383,1.594
460.394,2.082
460.405,2.187
460.416,2.049
460.427,1.73
460.438,1.346
460.449,0.876
460.46,0.365
460.471,0.133
460.482,0.093
460.492,0.034
460.547,0.014
460.558,0.309
460.569,0.393
460.58,0.405
460.591,0.309
460.602,0.041
460.886,0.124
460.897,0.221
460.908,0.26
460.919,0.16
461.138,0.001
461.149,0.225
461.16,0.499
461.171,0.671
461.182,0.975
461.193,1.417
461.204,1.68
461.215,2.099
461.226,2.309
461.236,2.019
461.247,1.283
461.258,0.426
461.619,0.154
461.63,0.182
461.641,0.201
461.652,0.222
461.663,0.233
461.674,0.023
461.882,0.04
461.893,0.314
461.904,0.48
461.915,0.496
461.926,0.467
461.937,0.274
462.035,1.133
462.046,1.732
462.057,1.341
462.068,0.935
462.079,0.59
462.09,0.252
462.101,0.034
462.309,0.533
462.32,1.154
462.331,1.498
462.341,1.515
462.352,1.206
462.363,0.752
462.374,0.294
462.385,0.268
462.396,0.189
462.407,0.04
462.418,0.126
462.429,0.245
462.44,0.382
462.451,0.554
462.462,0.686
462.473,0.769
462.484,0.846
462.495,0.754
462.506,0.556
462.517,0.37
462.527,0.106
462.593,0.021
462.604,0.01
462.648,0.005
462.659,0.371
462.67,0.964
462.681,1.623
462.692,2.004
462.703,1.9
462.714,1.255
462.724,0.482
462.845,0.142
462.856,0.797
462.867,1.656
462.878,2.387
462.889,2.603
462.9,2.681
462.91,2.499
462.921,2.034
462.932,1.786
462.943,1.466
462.954,1.091
462.965,0.658
462.976,0.285
462.987,0.07
462.998,0.05
463.009,0.078
463.02,0.009
463.184,0.717
463.195,1.275
463.206,1.161
463.217,0.706
463.436,0.084
463.447,0.071
463.665,0.359
463.676,0.521
463.687,0.413
463.972,0.335
463.983,0.616
463.994,0.836
464.015,0.982
464.026,1.159
464.037,1.42
464.048,1.415
464.059,0.954
464.07,0.207
464.147,0.167
464.158,0.587
464.169,1.135
464.18,1.382
464.191,1.473
464.202,1.64
464.212,1.819
464.223,2.0
464.234,2.124
464.245,2.164
464.256,2.115
464.267,1.828
464.278,1.303
464.289,0.668
464.3,0.08
464.453,0.028
464.464,0.261
464.475,0.372
464.486,0.442
464.497,0.453
464.508,0.295
464.519,0.011
464.639,0.111
464.65,0.972
464.661,1.884
464.672,2.356
464.683,2.053
464.694,1.377
464.705,1.063
464.716,0.894
464.727,0.85
464.738,0.978
464.748,1.298
464.759,1.767
464.77,2.278
464.781,2.39
464.792,1.822
464.803,0.625
465.044,0.384
465.055,0.747
465.066,0.835
465.077,0.66
465.088,0.457
465.099,0.313
465.11,0.258
465.12,0.299
465.131,0.303
465.142,0.253
465.153,0.219
465.164,0.148
465.175,0.034
465.296,0.649
465.306,1.486
465.317,2.256
465.328,2.463
465.339,2.252
465.35,5.701
465.361,2.881
465.372,0.662
465.383,0.357
465.394,0.166
465.405,0.159
465.416,0.297
465.427,0.495
465.438,0.612
465.449,0.552
465.46,0.335
465.471,0.031
465.591,0.091
465.602,0.415
465.613,0.717
465.624,1.023
465.635,1.051
465.646,0.839
465.657,0.437
465.668,0.002
465.755,0.14
465.766,0.609
465.777,0.926
465.788,1.158
465.799,1.162
465.81,1.057
465.821,0.987
465.832,0.747
465.843,0.513
465.854,0.281
466.018,0.096
466.029,0.351
466.04,1.401
466.05,0.324
466.094,0.324
466.105,0.72
466.116,1.009
466.127,1.026
466.138,0.639
466.149,0.116
466.204,0.488
466.215,1.906
466.226,2.01
466.236,2.105
466.247,2.067
466.258,1.797
466.269,1.31
466.28,0.65
466.455,0.203
466.466,0.123
466.51,0.188
466.521,0.602
466.532,0.909
466.543,1.106
466.554,0.955
466.565,0.714
466.576,0.623
466.587,0.548
466.598,0.282
466.608,0.081
466.849,0.201
466.86,0.398
466.871,0.47
466.882,0.401
466.893,0.192
467.057,0.183
467.068,1.041
467.079,1.048
467.09,0.826
467.101,0.403
468.961,0.115
468.972,0.141
469.103,0.122
469.114,0.213
469.125,0.103
469.191,0.562
469.201,1.31
469.212,1.956
469.223,2.311
469.234,2.363
469.245,2.063
469.256,1.532
469.267,0.802
469.278,0.131
469.387,0.049
469.398,0.268
469.409,0.372
469.42,0.394
469.431,0.52
469.442,0.45
469.453,0.056
469.617,0.247
469.628,0.591
469.639,0.887
469.65,1.039
469.661,1.115
469.694,1.242
469.705,1.332
469.716,1.402
469.727,1.437
469.738,1.255
469.748,0.939
469.759,0.645
469.77,0.439
469.781,0.281
469.792,0.378
469.803,0.682
469.814,0.86
469.825,1.091
469.836,1.107
469.847,0.83
469.858,0.474
469.869,0.663
469.88,0.895
469.891,1.245
469.902,1.626
469.913,1.637
469.924,1.239
469.935,0.64
469.945,0.027
470.044,0.083
470.055,0.22
470.066,0.279
470.077,0.365
470.088,0.523
470.099,0.753
470.11,0.876
470.12,0.914
470.131,0.753
470.142,0.431
470.153,0.106
470.252,0.152
470.263,0.411
470.274,0.628
470.285,0.739
470.296,0.641
470.306,0.423
470.317,0.227
470.328,0.023
470.755,0.025
470.766,0.174
470.777,0.28
470.788,0.413
470.799,0.612
470.81,0.876
470.821,1.192
470.832,1.278
470.843,1.186
470.854,0.99
470.864,0.921
470.875,0.903
470.886,0.855
470.897,0.699
470.908,0.307
471.182,0.008
471.193,0.135
471.204,0.171
471.215,0.014
471.357,0.032
471.368,0.339
471.379,0.546
471.39,0.608
471.401,0.577
471.412,0.486
471.422,0.395
471.433,0.253
471.444,0.121
471.685,0.068
471.696,0.367
471.707,0.634
471.718,0.573
471.729,0.33
471.74,0.075
472.145,0.03
472.155,0.067
472.166,0.071
472.309,0.075
472.32,0.322
472.331,0.421
472.341,0.394
472.352,0.25
472.593,0.225
472.604,0.506
472.615,0.535
472.626,0.431
472.637,0.301
472.648,0.284
472.659,0.499
472.67,0.737
472.681,0.978
472.692,1.013
472.703,0.788
472.713,0.409
472.724,0.14
472.812,0.069
472.823,0.284
472.834,0.579
472.845,0.92
472.856,0.753
472.867,0.533
472.878,0.432
472.889,0.517
472.9,0.824
472.91,1.162
472.921,1.504
472.932,1.788
472.943,2.405
472.954,2.458
472.965,1.561
472.976,0.49
473.053,0.034
473.064,0.245
473.075,0.305
473.086,0.213
473.096,0.079
473.304,0.079
473.315,0.085
473.326,0.067
473.337,0.012
473.348,0.003
473.359,0.021
473.37,0.119
473.381,0.459
473.392,0.582
473.403,0.288
473.534,0.016
473.545,0.7
473.556,1.598
473.567,2.454
473.578,3.067
473.589,3.703
473.6,3.49
473.611,2.201
473.622,1.427
473.633,1.106
473.643,0.91
473.654,0.852
473.665,1.032
473.676,1.367
473.687,1.766
473.698,1.559
473.709,0.283
473.808,0.359
473.819,0.944
473.829,1.632
473.84,2.391
473.851,2.895
473.862,2.934
473.873,2.567
473.884,1.922
473.895,1.439
473.906,1.049
473.917,0.678
473.928,0.457
473.939,0.357
473.95,0.288
473.961,0.184
474.026,0.109
474.037,0.369
474.048,0.609
474.059,0.781
474.07,0.893
474.081,0.926
474.092,0.784
474.103,0.554
474.114,0.29
474.125,0.01
474.245,0.122
474.256,0.259
474.267,0.266
474.278,0.235
474.289,0.195
474.3,0.087
474.442,0.228
474.453,0.595
474.464,0.834
474.475,0.861
474.486,0.62
474.497,0.331
474.508,0.132
474.913,0.162
474.924,0.409
474.935,0.535
474.945,0.527
474.956,0.554
474.967,0.433
474.978,0.078
475.197,0.006
475.208,0.18
475.219,0.338
475.23,0.399
475.241,0.361
475.252,0.291
475.263,0.168
475.416,0.083
475.427,0.218
475.438,0.231
475.449,0.308
475.46,0.428
475.471,0.534
475.482,0.621
475.492,0.658
475.503,0.655
475.514,0.486
475.525,0.166
475.635,0.153
475.646,0.312
475.657,0.317
475.668,0.186
475.678,0.011
476.04,0.174
476.05,0.384
476.061,0.423
476.072,0.33
476.083,0.349
476.094,0.502
476.105,0.516
476.116,0.45
476.127,0.419
476.138,0.342
476.149,0.082
476.291,0.035
476.302,0.395
476.313,0.71
476.324,0.892
476.335,1.057
476.346,1.125
476.357,0.997
476.368,0.652
476.379,0.299
476.554,0.744
476.565,1.833
476.576,2.908
476.587,3.884
476.598,4.204
476.608,3.567
476.619,2.447
476.63,1.332
476.641,0.512
476.98,0.249
476.991,0.488
477.002,0.681
477.013,0.906
477.024,0.926
477.035,0.805
477.046,0.789
477.057,0.989
477.068,1.112
477.079,1.151
477.09,0.281
477.21,0.089
477.221,0.63
477.232,1.288
477.243,1.801
477.254,2.295
477.265,2.471
477.276,2.416
477.287,2.121
477.298,1.823
477.309,1.893
477.32,2.549
477.331,3.709
477.342,4.395
477.352,2.468
477.363,0.687
477.374,0.217
477.462,0.36
477.473,0.806
477.484,1.091
477.495,1.109
477.506,0.799
477.517,0.411
477.528,0.047
477.67,0.046
477.681,0.683
477.692,1.51
477.703,2.371
477.714,3.08
477.724,3.522
477.735,3.54
477.746,3.138
477.757,2.647
477.768,1.943
477.779,1.334
477.79,1.114
477.801,0.781
477.812,0.641
477.823,0.404
478.14,0.046
478.228,0.367
478.239,0.791
478.25,1.242
478.26,1.479
478.271,1.508
478.282,1.314
478.293,1.017
478.304,0.75
478.315,0.55
478.326,0.463
478.337,0.434
478.348,0.32
478.359,0.149
478.457,0.905
478.468,1.321
478.479,1.687
478.49,1.689
478.501,1.499
478.512,0.892
478.523,0.252
478.753,0.074
478.764,0.235
478.775,0.069
478.829,0.034
478.84,0.249
478.851,0.233
478.862,0.002
479.037,0.045
479.048,0.023
479.223,0.041
479.234,0.463
479.245,0.913
479.256,1.175
479.267,1.101
479.278,0.667
479.289,0.244
479.541,0.165
479.552,0.458
479.563,0.781
479.573,0.954
479.584,0.877
479.595,0.325
479.727,0.091
479.738,0.263
479.749,0.328
479.759,0.12
479.913,0.177
479.924,0.29
479.935,0.234
479.945,0.162
479.956,0.14
480.131,0.318
480.142,0.655
480.153,0.822
480.164,0.562
480.175,0.066
480.296,0.029
480.307,0.379
480.317,0.621
480.328,0.778
480.339,1.003
480.35,1.174
480.361,1.441
480.372,1.557
480.383,1.501
480.394,1.308
480.405,0.993
480.416,0.44
480.427,0.002
480.525,0.025
480.536,0.122
480.547,0.153
480.558,0.132
480.569,0.104
480.58,0.027
480.799,0.12
480.81,0.239
480.821,0.135
480.996,0.045
481.007,0.24
481.018,1.098
481.029,1.619
481.039,1.353
481.05,0.948
481.061,0.375
481.204,0.144
481.215,0.482
481.226,0.586
481.236,0.44
481.247,0.181
481.379,0.001
481.39,0.056
481.401,0.289
481.412,0.334
481.422,0.32
481.433,0.301
481.444,0.401
481.455,0.631
481.466,0.958
481.477,1.183
481.488,1.112
481.499,0.737
481.51,0.279
481.565,0.028
481.576,0.198
481.587,0.154
481.718,0.385
481.729,0.84
481.74,1.114
481.751,1.161
481.762,1.599
481.773,2.704
481.784,2.687
481.794,2.185
481.805,1.768
481.816,1.438
481.827,1.241
481.838,1.444
481.849,1.779
481.86,1.896
481.871,1.547
481.882,0.685
481.981,0.129
481.991,0.609
482.002,1.164
482.013,1.674
482.024,1.858
482.035,1.792
482.046,1.348
482.057,0.693
482.068,0.025
482.21,0.083
482.221,0.251
482.232,0.295
482.243,0.191
482.363,0.173
482.374,0.436
482.385,0.77
482.396,1.011
482.407,1.166
482.418,1.148
482.429,1.141
482.44,1.117
482.451,0.945
482.462,0.655
482.473,0.265
482.582,0.133
482.593,0.59
482.604,1.026
482.615,1.428
482.626,1.513
482.637,1.172
482.648,0.537
482.812,0.166
482.823,0.289
482.834,0.169
483.02,0.025
483.031,0.362
483.042,0.402
483.053,0.137
483.173,0.357
483.184,0.901
483.195,1.647
483.206,2.272
483.217,2.579
483.228,2.373
483.239,1.765
483.25,1.252
483.261,0.925
483.271,0.855
483.282,0.866
483.293,0.923
483.304,0.979
483.315,0.989
483.326,1.038
483.337,0.922
483.348,0.655
483.359,0.344
483.37,0.047
483.403,0.173
483.414,0.818
483.425,2.257
483.436,4.248
483.447,6.716
483.457,8.66
483.468,8.331
483.479,2.27
483.851,0.076
483.862,0.072
483.873,0.054
483.884,0.056
484.005,0.135
484.015,0.275
484.026,0.249
484.037,0.007
484.212,0.264
484.223,0.736
484.234,1.188
484.245,1.502
484.256,1.387
484.267,1.032
484.278,0.565
484.289,0.022
484.344,0.017
484.355,0.206
484.366,0.241
484.377,0.155
484.387,0.034
484.398,0.007
484.683,0.015
484.694,0.168
484.705,0.356
484.716,0.462
484.727,0.489
484.738,0.445
484.748,0.397
484.759,0.332
484.77,0.226
484.781,0.261
484.836,0.379
484.847,0.34
484.858,0.181
485.022,0.256
485.033,0.207
485.274,0.011
485.285,0.106
485.296,0.16
485.306,0.245
485.317,0.431
485.328,0.623
485.339,0.825
485.35,0.955
485.361,0.961
485.372,0.824
485.383,0.429
485.394,0.112
485.492,0.031
485.503,0.418
485.514,0.996
485.525,1.711
485.536,2.671
485.547,3.41
485.558,3.676
485.569,3.255
485.58,2.497
485.591,1.667
485.602,0.915
485.613,0.395
485.624,0.136
485.635,0.293
485.646,0.187
485.657,0.059
486.215,0.624
486.225,1.157
486.236,1.643
486.247,2.024
486.258,2.17
486.269,1.897
486.28,1.561
486.291,1.338
486.302,1.271
486.313,1.323
486.554,1.428
486.565,1.476
486.576,1.225
486.587,1.009
486.598,0.655
486.608,0.384
486.685,0.129
486.696,0.422
486.707,0.697
486.718,0.774
486.729,0.711
486.74,0.628
486.751,0.615
486.762,0.698
486.773,0.803
486.784,0.82
486.794,0.604
486.805,0.425
486.816,0.31
486.827,0.267
486.838,0.247
486.849,0.19
486.86,0.011
487.145,0.044
487.155,0.287
487.166,0.475
487.177,0.411
487.221,0.081
487.352,0.318
487.363,0.738
487.374,1.132
487.385,1.565
487.396,1.979
487.407,2.214
487.418,2.218
487.429,1.848
487.44,1.295
487.451,0.64
487.462,0.105
487.56,0.201
487.571,0.363
487.582,0.342
487.593,0.206
487.998,0.129
488.206,0.178
488.217,0.315
488.228,0.449
488.239,0.41
488.25,0.242
488.425,0.099
488.436,0.296
488.447,0.574
488.457,0.834
488.468,0.934
488.479,0.824
488.49,0.504
488.501,0.097
488.622,0.283
488.633,0.746
488.643,1.371
488.654,1.971
488.665,2.479
488.676,3.08
488.687,3.329
488.698,2.694
488.709,1.633
488.72,0.763
488.731,0.269
488.742,0.093
488.753,0.163
488.764,0.291
488.775,0.385
488.786,0.437
488.797,0.398
488.808,0.275
488.862,0.009
488.873,0.092
489.081,0.383
489.092,0.529
489.103,0.534
489.114,0.849
489.125,1.242
489.136,1.467
489.147,1.662
489.158,1.628
489.169,1.437
489.18,1.081
489.19,0.508
489.201,0.298
489.212,0.295
489.223,0.312
489.234,0.09
489.431,0.296
489.442,0.817
489.453,1.289
489.464,1.374
489.475,1.218
489.486,0.665
489.53,0.197
489.552,0.05
489.563,0.283
489.574,0.448
489.584,0.451
489.595,0.368
489.606,0.181
489.781,0.024
489.792,0.247
489.803,0.547
489.814,0.769
489.825,0.885
489.836,1.209
489.847,1.248
489.858,0.874
489.869,0.287
490.055,0.264
490.066,0.381
490.077,0.114
490.175,0.447
490.186,1.227
490.197,2.3
490.208,3.207
490.219,3.887
490.23,3.976
490.241,3.051
490.252,1.862
490.263,0.561
490.438,0.021
490.449,0.087
490.46,0.065
490.471,0.012
490.668,0.007
490.678,0.518
490.689,1.123
490.7,1.65
490.711,2.01
490.722,1.976
490.733,1.509
490.744,0.937
490.755,0.311
490.919,0.076
490.93,0.612
490.941,1.097
490.952,1.767
490.963,2.727
490.974,2.508
490.985,1.625
491.029,0.55
491.04,0.01
491.072,1.729
491.083,3.992
491.094,4.18
491.105,3.59
491.116,2.515
491.127,1.403
491.138,0.714
491.149,0.522
491.16,0.466
491.171,0.309
491.182,0.079
491.324,0.392
491.335,0.677
491.346,0.776
491.357,1.042
491.368,1.622
491.379,2.296
491.39,2.863
491.401,3.218
491.411,2.344
491.422,1.302
491.433,0.429
491.674,0.125
491.685,0.59
491.696,0.539
491.707,0.262
492.068,0.06
492.079,0.022
492.352,0.249
492.363,0.31
492.374,0.237
492.385,0.12
492.396,0.038
492.407,0.031
492.418,0.087
492.429,0.142
492.44,0.149
492.451,0.266
492.462,0.444
492.473,0.745
492.484,0.928
492.495,0.846
492.506,0.416
492.67,0.005
492.681,0.106
492.692,0.23
492.703,0.216
492.713,0.149
492.724,0.031
492.757,0.026
492.856,0.023
492.867,0.427
492.878,0.888
492.889,1.402
492.899,1.528
492.91,1.223
492.921,0.751
492.932,0.402
492.943,0.28
492.954,0.261
492.965,0.188
493.086,0.144
493.096,0.5
493.107,0.985
493.118,1.281
493.129,1.191
493.14,0.924
493.151,0.516
493.162,0.145
493.293,0.168
493.304,0.691
493.315,1.126
493.326,1.516
493.337,1.777
493.348,1.803
493.359,1.75
493.37,1.488
493.381,1.023
493.392,0.443
493.501,0.026
493.512,0.127
493.523,0.177
493.534,0.355
493.545,0.624
493.556,0.8
493.567,0.737
493.578,0.476
493.589,0.148
493.633,0.044
493.643,0.165
493.654,0.276
493.665,0.302
493.676,0.178
493.753,0.07
493.764,0.251
493.775,0.213
493.786,0.09
493.972,0.108
493.983,0.492
493.994,0.915
494.005,1.25
494.048,1.424
494.059,1.43
494.07,1.264
494.081,0.814
494.092,0.262
494.201,0.299
494.212,0.632
494.223,0.844
494.234,0.801
494.245,0.455
494.256,0.106
494.267,0.404
494.278,0.79
494.289,0.569
494.3,0.2
494.617,0.154
494.628,0.877
494.639,1.718
494.65,2.286
494.661,2.618
494.672,2.29
494.683,1.504
494.694,0.548
494.891,0.391
494.902,0.759
494.913,0.959
494.924,1.11
494.935,1.063
494.945,0.939
494.956,0.796
494.967,0.712
494.978,0.745
494.989,0.942
495.0,1.266
495.011,1.57
495.022,1.626
495.033,1.24
495.044,0.505
495.142,0.268
495.153,0.308
495.164,0.235
495.175,0.094
495.186,0.031
495.372,0.111
495.383,0.096
495.646,0.36
495.657,0.838
495.668,1.047
495.678,1.113
495.689,0.912
495.7,0.501
495.711,0.054
495.875,0.09
495.886,0.453
495.897,0.708
495.908,0.72
495.919,0.48
495.93,0.079
496.105,0.069
496.116,0.241
496.127,0.376
496.138,0.411
496.149,0.27
496.247,0.131
496.258,0.361
496.269,0.764
496.28,1.219
496.291,1.861
496.302,2.584
496.313,3.019
496.324,2.817
496.335,2.21
496.346,1.358
496.357,0.611
496.368,0.318
496.379,0.407
496.39,0.412
496.401,0.135
496.499,0.042
496.51,0.267
496.521,0.346
496.532,0.329
496.543,0.34
496.554,1.101
496.565,2.055
496.576,2.262
496.587,1.976
496.598,1.451
496.608,0.617
496.707,0.009
496.718,0.119
496.729,0.094
496.74,0.01
496.959,0.061
496.97,0.367
496.98,0.488
496.991,0.515
497.002,0.496
497.013,0.273
497.024,0.014
497.156,0.078
497.166,0.227
497.177,0.504
497.188,0.895
497.199,1.334
497.21,1.534
497.221,1.619
497.232,1.601
497.243,1.868
497.254,2.068
497.265,2.04
497.276,1.808
497.287,1.474
497.298,1.376
497.309,1.304
497.32,1.153
497.331,0.812
497.342,0.431
497.44,0.019
497.451,0.419
497.462,0.746
497.473,0.988
497.484,1.032
497.495,1.112
497.506,1.318
497.517,3.124
497.527,4.78
497.538,4.519
497.549,3.42
497.56,1.905
497.571,0.489
497.681,0.002
497.692,0.419
497.703,0.678
497.713,0.81
497.724,0.79
497.735,0.641
497.746,0.354
497.889,0.4
497.899,1.041
497.91,1.602
497.921,1.939
497.932,1.935
497.943,1.532
497.954,0.864
497.965,0.147
498.053,0.198
498.064,0.335
498.075,0.25
498.304,0.199
498.315,0.385
498.326,0.465
498.337,0.346
498.348,0.186
498.49,0.075
498.501,0.162
498.512,0.231
498.523,0.214
498.534,0.128
498.545,0.063
498.764,0.135
498.808,0.281
498.818,0.548
498.829,0.872
498.84,1.081
498.851,0.968
498.862,0.258
498.873,0.02
499.026,0.287
499.037,0.512
499.048,0.423
499.059,0.013
499.223,0.114
499.234,0.626
499.245,1.091
499.256,1.27
499.267,1.191
499.278,0.871
499.289,0.486
499.3,0.11
499.366,0.008
499.377,0.665
499.387,1.234
499.398,1.633
499.409,1.762
499.42,1.601
499.431,1.407
499.442,1.208
499.453,1.628
499.464,2.804
499.475,4.529
499.486,6.704
499.497,7.31
499.508,5.911
499.519,3.19
499.53,1.286
499.541,0.506
499.552,0.247
500.033,0.124
500.044,0.354
500.055,0.725
500.066,1.079
500.077,1.091
500.088,0.975
500.099,0.653
500.11,0.201
500.197,0.075
500.208,0.247
500.219,0.438
500.23,0.547
500.241,0.3
500.307,0.077
500.317,0.34
500.328,0.526
500.339,0.831
500.35,0.894
500.361,0.825
500.372,0.644
500.383,0.429
500.394,0.353
500.405,0.348
500.416,0.231
500.427,0.15
500.438,0.099
500.635,0.202
500.646,0.451
500.657,0.499
500.668,0.4
500.678,0.215
501.149,0.118
501.16,0.469
501.171,0.552
501.182,0.557
501.193,0.295
501.346,0.012
501.444,0.205
501.455,0.573
501.466,0.675
501.477,0.442
501.488,0.017
501.554,0.03
501.565,0.551
501.576,1.135
501.587,1.516
501.598,1.864
501.608,2.134
501.619,1.82
501.63,1.167
501.641,0.759
501.652,0.345
501.827,0.439
501.838,0.807
501.849,1.159
501.86,1.394
501.871,1.351
501.882,1.158
501.893,0.712
501.904,0.177
501.926,0.036
501.937,0.32
501.948,0.688
501.959,1.334
501.97,2.012
501.981,2.447
501.991,2.749
502.002,2.633
502.013,1.776
502.024,0.539
502.265,0.036
502.276,0.204
502.287,0.386
502.298,0.575
502.309,0.566
502.32,0.418
502.331,0.173
502.374,0.059
502.385,0.492
502.396,0.737
502.407,0.742
502.418,0.442
502.626,0.338
502.637,0.769
502.648,1.25
502.659,1.414
502.67,1.179
502.681,0.493
503.02,0.026
503.031,0.305
503.042,0.62
503.053,0.985
503.064,1.307
503.075,1.419
503.085,1.225
503.096,0.942
503.107,0.604
503.118,0.396
503.129,0.567
503.14,1.342
503.151,2.442
503.162,3.628
503.173,4.481
503.184,4.812
503.195,4.541
503.206,4.176
503.217,3.818
503.228,2.697
503.239,1.784
503.25,1.372
503.261,0.712
503.271,0.219
503.523,0.026
503.534,0.183
503.545,0.368
503.556,0.503
503.567,0.49
503.578,0.409
503.589,0.132
504.026,0.1
504.037,0.179
504.048,0.259
504.059,0.273
504.158,0.041
504.169,0.121
504.18,0.059
504.519,0.107
504.53,0.355
504.541,0.541
504.552,0.558
504.562,0.393
504.573,0.151
504.584,0.03
504.792,0.036
504.803,0.151
504.814,0.244
504.825,0.3
504.836,0.187
504.847,0.007
505.044,0.428
505.055,0.846
505.066,0.766
505.077,0.653
505.088,0.589
505.099,0.547
505.11,0.565
505.121,0.571
505.131,0.692
505.142,0.784
505.153,0.773
505.164,0.767
505.175,0.842
505.186,0.841
505.197,0.754
505.208,0.74
505.219,0.628
505.23,0.38
505.241,0.176
505.317,0.235
505.328,0.529
505.339,0.627
505.35,0.417
505.361,0.184
505.372,0.096
505.383,0.107
505.394,0.113
505.405,0.089
505.492,0.384
505.503,1.13
505.514,1.95
505.525,3.103
505.536,4.083
505.547,4.415
505.558,4.196
505.569,3.272
505.58,1.685
505.591,0.503
505.733,0.221
505.744,0.572
505.755,0.794
505.766,0.81
505.777,0.519
505.788,0.21
506.685,0.164
506.696,0.553
506.707,0.879
506.718,0.999
506.729,0.981
506.74,0.72
506.751,0.562
506.762,0.475
506.773,0.273
506.784,0.181
506.794,0.218
506.805,0.33
506.816,0.451
506.827,0.435
506.838,0.4
507.002,0.35
507.013,0.151
507.024,0.075
507.035,0.255
507.046,0.395
507.057,0.675
507.068,1.049
507.079,1.323
507.09,1.277
507.101,1.368
507.112,1.02
507.123,1.155
