Depth_m,nssCa
61.439,0.49
61.452,0.532
61.464,0.412
61.527,0.037
61.766,0.062
61.778,0.238
61.791,0.167
61.803,0.093
61.991,0.179
62.004,0.429
62.016,0.249
62.079,0.058
62.092,0.091
62.104,0.167
62.117,0.049
62.242,0.096
62.254,0.036
62.267,0.213
62.279,0.173
62.304,0.139
62.317,0.15
62.48,0.442
62.492,0.305
62.505,0.555
62.517,0.848
62.53,0.876
62.542,0.952
62.555,0.05
62.742,0.307
62.754,0.624
62.767,0.719
62.779,0.384
62.954,0.399
62.967,0.456
62.979,0.748
62.992,0.742
63.004,0.433
63.017,0.214
63.216,0.119
63.229,0.402
63.241,0.501
63.316,0.19
63.328,0.381
63.341,0.609
63.353,0.138
63.366,0.317
63.378,0.926
63.39,0.921
63.403,1.026
63.415,0.309
63.428,1.065
63.44,1.22
63.453,0.998
63.465,0.427
63.49,0.128
63.565,0.244
63.577,0.377
63.59,0.175
63.602,0.269
63.615,0.439
63.627,0.642
63.639,0.745
63.652,0.57
63.664,0.376
63.677,0.154
63.689,0.219
63.702,0.035
63.714,0.253
63.726,0.437
63.739,0.026
63.826,0.864
63.838,0.646
63.851,0.666
63.863,0.998
63.876,1.318
63.888,1.542
63.9,1.341
63.913,0.79
63.925,0.121
63.963,0.036
64.174,0.657
64.186,0.813
64.198,0.791
64.211,0.568
64.223,0.372
64.236,0.12
64.36,0.327
64.372,0.445
64.384,0.483
64.397,0.501
64.409,0.739
64.422,1.101
64.434,0.957
64.446,0.82
64.459,0.409
64.471,0.283
64.484,0.474
64.496,0.38
64.508,0.291
64.533,0.138
64.546,0.154
64.558,0.07
64.57,0.587
64.583,0.844
64.595,1.241
64.607,1.444
64.62,1.326
64.632,1.034
64.645,1.412
64.657,1.635
64.669,1.929
64.682,2.018
64.694,1.11
64.707,0.798
64.719,0.945
64.731,0.609
64.744,0.434
64.756,0.444
64.768,0.565
64.781,1.768
64.793,2.408
64.806,2.226
64.818,1.021
64.83,0.227
64.843,0.15
64.855,0.115
64.867,0.145
64.88,0.048
64.892,0.158
64.905,0.312
64.917,0.542
64.929,0.71
64.942,0.389
64.954,0.32
64.966,0.233
64.979,0.292
64.991,0.401
65.003,0.448
65.016,0.372
65.176,0.21
65.189,0.523
65.201,0.595
65.214,0.853
65.226,1.621
65.238,1.651
65.251,1.509
65.263,0.437
65.275,0.571
65.288,0.469
65.3,0.429
65.312,0.139
65.325,0.373
65.337,0.326
65.349,0.458
65.362,0.108
65.386,0.146
65.399,0.382
65.411,0.486
65.423,0.251
65.436,0.333
65.448,0.051
65.485,0.332
65.51,0.247
65.534,0.34
65.547,0.561
65.559,0.517
65.571,0.7
65.584,0.353
65.596,0.048
65.719,0.23
65.732,0.085
65.744,0.17
65.756,0.321
65.769,0.386
65.781,0.261
65.793,0.263
65.806,0.095
65.855,0.032
65.966,0.308
65.978,1.194
65.99,1.542
66.015,1.499
66.027,1.287
66.04,1.409
66.052,1.346
66.064,0.735
66.089,0.827
66.101,0.082
66.163,0.021
66.175,0.156
66.519,0.069
66.753,0.085
66.765,0.544
66.777,0.683
66.789,0.657
66.802,0.762
66.814,0.429
66.826,0.34
66.838,0.157
66.875,0.053
66.888,0.005
66.9,0.008
67.022,0.108
67.035,0.404
67.047,0.667
67.059,0.438
67.071,0.364
67.084,0.238
67.096,0.782
67.108,0.58
67.12,0.765
67.133,0.623
67.145,0.561
67.353,0.287
67.365,0.998
67.378,0.872
67.39,1.113
67.402,1.844
67.414,2.245
67.427,2.707
67.439,0.812
67.451,0.136
67.463,0.059
67.476,0.242
67.488,0.729
67.5,0.8
67.512,0.439
67.524,0.152
67.537,0.286
67.598,1.053
67.61,1.093
67.622,0.689
67.83,0.402
67.842,0.5
67.855,0.467
67.867,0.727
67.879,1.236
67.891,0.227
68.038,0.452
68.05,0.851
68.062,1.013
68.074,0.688
68.087,0.295
68.099,0.106
68.111,0.177
68.184,0.191
68.233,0.434
68.245,0.527
68.258,0.187
68.635,0.034
68.648,0.238
68.66,0.164
68.672,0.311
68.684,0.372
68.696,0.387
68.708,0.364
68.721,0.545
68.733,0.513
68.745,0.77
68.757,0.692
68.769,0.903
68.782,1.07
68.794,1.081
68.818,0.831
68.83,1.063
68.842,0.666
68.855,0.374
68.928,0.135
68.94,0.415
68.952,0.481
68.964,0.359
68.976,0.364
68.988,0.388
69.001,0.105
69.013,0.251
69.025,0.933
69.037,0.961
69.049,0.347
69.074,0.061
69.134,0.012
69.195,0.046
69.207,0.242
69.219,0.829
69.232,0.91
69.244,1.056
69.256,1.036
69.268,1.05
69.28,1.289
69.292,1.646
69.305,1.904
69.317,2.186
69.329,1.93
69.341,1.405
69.353,1.194
69.365,1.101
69.39,1.018
69.402,0.684
69.414,0.586
69.426,0.367
69.438,0.393
69.45,0.098
69.462,0.097
69.511,0.005
69.523,0.081
69.56,0.105
69.572,0.878
69.584,1.15
69.596,0.799
69.608,0.387
69.62,0.089
69.632,0.075
69.851,0.087
69.875,0.153
69.899,0.098
69.984,0.199
69.996,0.328
70.008,0.47
70.02,0.485
70.032,0.791
70.045,0.993
70.057,1.194
70.069,1.056
70.081,0.512
70.093,0.323
70.105,0.904
70.117,0.843
70.129,0.461
70.166,0.021
70.275,0.119
70.287,0.243
70.299,0.201
70.311,0.333
70.323,0.527
70.335,0.749
70.347,0.653
70.359,0.585
70.372,0.125
70.384,0.143
70.505,0.165
70.517,0.28
70.529,0.24
70.565,0.191
70.577,0.473
70.589,0.061
70.686,0.332
70.698,0.301
70.71,0.281
70.771,0.278
70.783,0.665
70.795,0.749
70.807,0.918
70.819,1.286
70.831,1.509
70.843,1.358
70.855,1.264
70.867,0.819
70.903,0.234
70.976,0.472
70.988,0.368
71.0,0.183
71.012,0.243
71.024,0.283
71.036,0.29
71.048,0.05
71.073,0.058
71.169,0.444
71.181,0.717
71.193,0.371
71.205,0.209
71.217,0.264
71.229,0.634
71.242,0.792
71.254,0.813
71.266,0.51
71.278,0.42
71.29,0.598
71.302,0.819
71.314,0.407
71.326,0.342
71.338,0.084
71.35,0.095
71.398,0.114
71.447,0.479
71.459,0.863
71.471,1.104
71.483,1.283
71.495,1.788
71.507,1.619
71.519,1.489
71.531,0.835
71.543,0.909
71.555,0.907
71.567,0.999
71.579,0.79
71.591,0.19
71.603,0.427
71.724,0.069
71.784,0.038
71.796,0.173
71.808,0.185
71.988,0.167
72.001,0.029
72.013,0.152
72.025,0.074
72.037,0.128
72.265,0.105
72.277,0.309
72.289,0.55
72.301,0.447
72.313,0.482
72.325,0.191
72.337,0.297
72.349,0.407
72.361,0.717
72.373,1.003
72.385,0.733
72.397,0.525
72.409,0.137
72.493,0.25
72.505,0.353
72.517,0.132
72.529,0.148
72.589,0.219
72.625,0.107
72.745,0.163
72.757,0.298
72.769,0.266
72.781,0.735
72.793,1.181
72.805,1.405
72.817,1.128
72.829,0.867
72.841,0.659
72.853,0.297
72.865,0.054
73.081,0.121
73.093,0.48
73.105,0.694
73.117,0.525
73.129,0.423
73.237,0.481
73.249,0.949
73.261,0.841
73.309,0.006
73.321,0.015
73.357,0.012
73.369,0.025
73.477,0.024
73.489,0.201
73.656,0.163
73.668,0.315
73.68,0.477
73.692,0.351
73.704,0.592
73.716,0.927
73.728,0.98
73.74,0.706
73.752,0.214
73.764,0.312
73.812,0.702
73.824,0.483
73.836,1.502
73.86,1.727
73.871,0.702
73.883,0.599
73.895,0.735
73.919,0.103
73.931,0.245
74.134,0.287
74.146,0.528
74.158,0.614
74.17,0.677
74.182,0.871
74.194,1.056
74.206,1.065
74.218,0.904
74.23,0.78
74.278,0.085
74.29,0.477
74.302,0.742
74.314,0.881
74.325,0.907
74.337,0.695
74.349,0.496
74.361,0.411
74.373,0.436
74.385,0.366
74.397,0.197
74.409,0.344
74.421,0.566
74.433,0.221
74.445,0.231
74.54,1.015
74.552,1.312
74.564,0.692
74.588,0.81
74.6,1.199
74.624,1.376
74.648,1.628
74.66,1.64
74.672,1.374
74.683,0.504
74.719,0.064
74.791,0.164
74.803,0.614
74.815,1.253
74.827,1.338
74.838,1.329
74.85,1.098
74.862,0.873
74.874,0.196
75.089,0.401
75.101,0.716
75.113,0.678
75.124,0.555
75.136,0.409
75.148,0.258
75.16,0.107
75.303,0.284
75.315,0.637
75.327,1.067
75.339,1.1
75.351,1.316
75.363,1.26
75.374,0.657
75.386,0.327
75.398,0.861
75.41,1.063
75.422,0.004
75.481,0.161
75.505,0.018
75.541,0.033
75.588,0.071
75.6,0.439
75.612,0.287
75.636,0.536
75.648,0.889
75.66,1.116
75.672,0.483
75.921,0.01
75.933,0.399
75.945,0.745
75.957,0.672
75.969,0.46
76.04,0.153
76.052,0.208
76.183,0.189
76.194,0.36
76.206,0.163
76.242,0.068
76.254,0.258
76.266,0.25
76.278,0.186
76.313,0.155
76.325,0.471
76.337,0.382
76.479,0.319
76.491,0.514
76.503,0.445
76.515,0.619
76.527,0.713
76.586,0.194
76.61,0.614
76.622,0.539
76.633,0.629
76.645,1.08
76.657,0.986
76.669,1.19
76.681,0.675
76.693,0.647
76.704,0.215
76.811,0.253
76.823,0.41
76.835,0.351
76.847,0.338
76.859,0.466
76.87,0.265
76.882,0.046
76.894,0.455
76.906,1.252
76.918,0.023
76.953,0.076
77.048,0.18
77.06,0.138
77.072,0.503
77.084,1.062
77.095,1.809
77.107,1.462
77.119,0.722
77.131,0.11
77.155,0.013
77.261,0.071
77.273,0.036
77.285,0.087
77.297,0.211
77.391,0.303
77.403,0.067
77.427,0.206
77.438,0.151
77.45,0.279
77.462,0.389
77.474,0.305
77.486,0.513
77.498,0.684
77.509,0.698
77.521,0.242
77.58,0.12
77.592,0.071
77.663,0.176
77.687,0.277
77.699,0.268
77.71,0.306
77.722,0.325
77.734,0.428
77.746,0.47
77.758,0.393
77.77,0.543
77.793,0.135
77.911,0.384
77.923,0.817
77.935,0.905
77.947,0.709
77.959,0.533
77.97,0.469
77.982,0.676
77.994,1.025
78.006,1.29
78.018,1.083
78.029,0.957
78.041,0.49
78.053,0.579
78.065,0.258
78.077,0.187
78.136,0.055
78.195,0.378
78.206,0.301
78.218,0.258
78.23,0.418
78.242,0.596
78.254,0.981
78.265,1.069
78.277,0.645
78.289,0.133
78.301,0.325
78.395,0.327
78.407,0.523
78.419,0.599
78.431,0.33
78.442,0.303
78.454,0.71
78.466,1.372
78.478,1.264
78.678,0.065
78.69,0.261
78.702,0.097
78.714,0.069
78.725,0.178
78.737,0.232
78.749,0.232
78.761,0.384
78.773,0.502
78.784,0.61
78.796,0.577
78.808,0.132
78.82,0.179
78.831,0.23
78.843,0.149
78.961,0.502
78.973,0.614
78.985,0.664
78.996,1.076
79.008,1.578
79.02,1.593
79.032,1.174
79.043,0.616
79.055,0.158
79.067,0.248
79.079,0.111
79.091,0.219
79.114,0.249
79.126,0.622
79.138,0.166
79.161,0.558
79.173,1.0
79.185,1.141
79.196,0.38
79.244,0.087
79.385,0.116
79.396,0.418
79.408,0.71
79.42,0.856
79.432,0.776
79.444,0.825
79.455,0.944
79.467,1.197
79.479,1.48
79.491,1.253
79.502,0.639
79.514,0.038
79.549,0.431
79.561,0.677
79.573,0.601
79.585,0.081
79.69,0.372
79.702,0.408
79.714,0.226
79.726,0.309
79.738,0.326
79.749,0.45
79.761,0.322
79.914,0.627
79.925,1.508
79.937,1.618
79.949,1.71
79.961,1.489
79.972,1.055
79.984,1.088
79.996,0.922
80.008,0.55
80.078,0.287
80.09,1.019
80.102,1.098
80.113,0.911
80.125,0.312
80.137,0.082
80.16,0.177
80.172,0.213
80.184,0.436
80.196,0.381
80.207,0.301
80.219,0.06
80.571,0.895
80.583,0.6
80.594,0.148
80.606,0.102
80.618,0.027
80.63,0.279
80.653,0.074
80.665,0.276
80.677,0.213
80.688,0.395
80.7,0.507
80.712,0.651
80.723,0.872
80.735,0.96
80.747,0.919
80.759,0.769
80.77,0.337
80.782,0.032
80.899,0.312
80.911,0.71
80.923,0.358
80.934,0.339
80.946,0.315
80.958,0.48
80.97,0.871
80.981,1.521
80.993,1.342
81.005,1.305
81.016,1.443
81.028,1.129
81.04,0.654
81.063,0.727
81.075,0.781
81.087,0.556
81.098,0.038
81.11,0.134
81.122,0.133
81.133,0.66
81.145,0.17
81.157,0.379
81.169,0.069
81.192,0.019
81.262,0.163
81.274,0.249
81.286,0.284
81.297,0.441
81.309,0.848
81.321,0.778
81.332,0.038
81.368,0.241
81.379,0.169
81.473,0.36
81.485,0.649
81.496,0.864
81.508,1.292
81.52,1.318
81.531,1.19
81.543,1.028
81.555,0.766
81.567,0.632
81.578,0.017
81.602,0.039
81.613,0.252
81.625,0.187
81.637,0.166
81.648,0.064
81.66,0.217
81.683,0.15
81.707,0.405
81.73,0.05
81.87,0.241
82.011,0.01
82.022,0.052
82.034,0.182
82.046,0.104
82.058,0.688
82.069,1.663
82.081,1.319
82.093,0.317
82.244,0.452
82.256,0.638
82.268,0.461
82.279,0.278
82.291,0.464
82.303,0.608
82.314,0.552
82.478,0.498
82.49,0.969
82.501,1.165
82.513,1.101
82.525,0.837
82.536,0.821
82.548,0.687
82.56,0.336
82.606,0.407
82.618,0.561
82.63,0.119
82.77,0.311
82.781,0.642
82.793,0.69
82.805,0.928
82.816,0.835
82.828,0.689
82.84,0.197
82.851,0.027
82.968,0.672
82.979,0.154
82.991,0.071
83.003,0.345
83.014,0.17
83.026,0.938
83.038,0.417
83.049,0.632
83.189,0.27
83.201,0.222
83.213,0.024
83.411,0.149
83.422,0.206
83.434,0.354
83.445,0.024
83.457,0.418
83.469,0.08
83.48,0.351
83.492,0.193
83.504,0.063
83.608,0.235
83.62,0.364
83.632,0.362
83.678,0.017
83.83,0.283
83.841,0.765
83.853,1.12
83.865,1.025
83.876,0.846
83.888,0.753
83.899,0.362
84.085,0.002
84.109,0.166
84.12,0.796
84.132,0.645
84.144,0.377
84.155,0.075
84.248,0.141
84.318,0.176
84.33,0.455
84.341,0.417
84.353,0.875
84.364,0.922
84.376,0.868
84.388,0.814
84.399,0.935
84.411,0.864
84.422,0.421
84.434,0.476
84.515,0.55
84.562,0.09
84.573,0.121
84.585,0.265
84.608,0.267
84.62,0.499
84.632,1.033
84.643,1.265
84.655,1.444
84.666,1.368
84.678,1.426
84.69,1.506
84.701,1.452
84.713,1.396
84.724,0.172
84.817,0.176
84.829,0.787
84.841,1.133
84.852,0.681
84.864,0.313
85.015,0.172
85.026,0.469
85.038,0.685
85.049,0.689
85.061,1.02
85.073,0.8
85.084,0.41
85.096,0.342
85.107,0.48
85.119,0.628
85.131,0.724
85.142,0.583
85.154,0.41
85.165,0.243
85.177,0.11
85.212,0.078
85.316,0.319
85.328,1.059
85.339,1.136
85.351,1.147
85.363,0.609
85.374,0.242
85.455,1.01
85.467,1.073
85.479,1.278
85.49,0.576
85.502,0.507
85.513,0.485
85.525,0.567
85.536,0.306
85.548,0.037
85.641,0.026
85.652,0.453
85.664,0.934
85.676,1.237
85.687,1.225
85.699,0.434
85.71,0.007
85.907,0.09
85.919,0.294
85.93,0.556
85.942,0.732
85.953,1.142
85.965,1.457
85.977,1.0
85.988,0.089
86.046,0.625
86.058,0.01
86.173,0.138
86.185,0.213
86.197,0.536
86.208,0.822
86.22,0.934
86.231,1.16
86.243,0.68
86.254,0.974
86.266,0.597
86.278,0.363
86.289,1.057
86.301,1.331
86.312,0.971
86.324,0.525
86.44,0.669
86.451,1.062
86.463,0.901
86.474,1.061
86.486,0.819
86.497,0.407
86.509,0.166
86.59,0.448
86.601,0.083
86.706,0.16
86.717,0.675
86.729,0.995
86.74,1.103
86.752,0.895
86.763,0.2
86.775,0.129
86.833,0.32
86.844,0.603
86.856,0.556
86.867,0.119
86.89,0.332
86.902,0.501
86.914,0.69
86.925,1.228
86.937,1.342
86.948,0.736
87.041,0.038
87.052,0.13
87.064,0.356
87.075,0.354
87.11,0.713
87.122,1.473
87.133,1.793
87.145,1.078
87.156,0.266
87.168,0.621
87.179,0.76
87.191,1.321
87.202,0.582
87.214,0.477
87.272,0.237
87.283,0.624
87.295,0.886
87.306,0.903
87.318,0.877
87.329,0.984
87.341,0.603
87.352,0.481
87.549,0.16
87.56,0.195
87.572,0.36
87.583,0.564
87.595,0.48
87.71,0.018
87.745,0.13
87.756,0.37
87.768,1.022
87.779,1.089
87.791,1.34
87.802,1.407
87.814,1.143
87.826,0.528
87.906,0.125
87.918,1.064
87.929,2.192
87.941,1.703
87.952,1.088
87.964,0.87
87.975,0.687
87.987,0.924
87.998,0.751
88.01,0.394
88.022,0.524
88.033,0.601
88.045,1.235
88.056,1.406
88.068,1.574
88.079,1.832
88.091,1.381
88.102,1.053
88.114,1.249
88.125,1.185
88.137,1.173
88.148,1.476
88.16,1.397
88.171,1.289
88.183,0.902
88.206,0.096
88.217,0.176
88.229,0.37
88.241,0.194
88.252,0.0
88.264,0.19
88.275,0.183
88.287,0.219
88.298,0.217
88.31,0.36
88.321,0.336
88.333,0.59
88.344,0.749
88.356,0.629
88.367,0.418
88.379,0.289
88.39,0.289
88.402,0.13
88.517,0.221
88.529,0.37
88.54,0.067
88.552,0.411
88.563,0.328
88.575,0.806
88.586,0.823
88.598,0.344
88.609,0.149
88.713,0.098
88.724,0.25
88.736,0.562
88.747,1.016
88.759,0.733
88.77,0.752
88.782,0.672
88.793,0.676
88.805,0.317
88.954,0.02
89.001,0.1
89.012,0.057
89.024,0.105
89.035,0.423
89.047,0.224
89.081,0.176
89.093,0.436
89.104,0.171
89.208,0.397
89.242,0.429
89.254,0.853
89.265,1.24
89.277,1.473
89.288,1.026
89.3,0.705
89.311,0.431
89.323,0.597
89.334,0.177
89.403,0.162
89.415,0.215
89.426,0.117
89.438,0.08
89.449,0.015
89.621,0.103
89.633,0.274
89.644,0.228
89.656,0.248
89.667,0.511
89.679,0.113
89.736,0.359
89.748,0.023
89.759,0.034
89.782,0.167
89.851,0.068
89.863,0.154
89.874,0.276
89.886,0.085
90.035,0.271
90.046,0.539
90.058,0.721
90.069,0.897
90.081,1.055
90.092,0.778
90.104,0.54
90.115,0.722
90.127,0.814
90.138,0.729
90.15,1.201
90.161,1.133
90.173,0.589
90.184,0.641
90.253,0.495
90.264,0.567
90.276,0.311
90.287,0.207
90.299,0.29
90.31,1.015
90.322,0.881
90.333,0.752
90.345,0.684
90.356,0.725
90.368,0.614
90.379,0.607
90.391,0.696
90.402,0.67
90.414,0.244
90.425,0.154
90.563,0.089
90.574,0.422
90.586,0.522
90.609,0.363
90.62,0.117
90.643,0.26
90.666,0.322
90.677,0.612
90.689,0.691
90.7,0.7
90.712,0.123
90.781,0.087
90.792,0.329
90.804,0.257
90.815,0.384
90.827,0.264
90.838,0.544
90.85,0.637
90.861,0.527
90.872,0.095
90.884,0.006
91.239,0.012
91.251,0.445
91.262,0.509
91.273,0.284
91.296,0.069
91.331,0.262
91.342,0.664
91.354,0.641
91.365,0.779
91.377,0.644
91.388,1.051
91.399,1.363
91.411,0.994
91.422,1.074
91.434,1.31
91.445,0.501
91.457,0.402
91.468,0.313
91.583,0.142
91.594,0.187
91.743,0.047
91.754,0.038
91.766,0.335
91.777,0.654
91.789,1.066
91.8,0.827
91.812,0.9
91.823,0.877
91.834,1.074
91.846,0.817
91.869,0.796
91.88,0.439
91.892,0.364
91.903,0.067
91.915,0.162
92.006,0.051
92.052,0.168
92.063,0.485
92.075,0.764
92.086,0.89
92.098,0.92
92.109,0.467
92.143,0.447
92.155,0.27
92.178,0.269
92.189,1.113
92.2,1.411
92.212,0.921
92.223,1.022
92.235,1.512
92.246,1.399
92.258,1.129
92.269,0.471
92.281,0.531
92.292,0.396
92.303,0.467
92.315,0.377
92.326,0.112
92.338,0.297
92.349,0.778
92.361,0.443
92.372,0.373
92.555,0.633
92.566,0.087
92.578,0.099
92.623,0.483
92.635,0.669
92.646,0.308
92.658,0.806
92.681,0.506
92.703,0.688
92.726,0.4
92.749,0.014
92.761,0.316
92.772,0.467
92.783,1.267
92.795,1.9
92.806,2.16
92.818,1.27
92.829,1.107
92.84,1.204
92.852,1.174
92.863,0.742
92.875,0.559
92.886,0.42
92.898,0.371
92.909,0.247
92.92,0.25
92.932,0.243
92.943,0.715
92.955,1.107
92.966,1.622
92.977,1.471
92.989,0.735
93.0,0.132
93.183,0.038
93.194,0.409
93.206,0.331
93.217,0.031
93.263,0.098
93.274,0.153
93.286,0.228
93.297,0.064
93.308,0.014
93.331,0.213
93.343,0.383
93.354,0.195
93.366,0.145
93.411,0.038
93.491,0.139
93.514,0.159
93.525,0.235
93.571,0.239
93.582,0.269
93.594,0.438
93.605,0.467
93.617,0.612
93.628,0.631
93.639,0.393
93.651,0.304
93.662,0.022
93.822,0.54
93.833,1.089
93.845,1.114
93.856,1.247
93.867,0.378
93.879,0.238
93.89,0.178
93.913,0.005
93.947,0.004
94.095,0.404
94.107,1.196
94.118,1.185
94.129,1.06
94.141,0.945
94.152,1.02
94.164,0.787
94.175,0.169
94.186,0.481
94.198,0.416
94.3,0.08
94.312,0.402
94.323,0.25
94.335,0.169
94.551,0.104
94.562,0.362
94.574,0.399
94.585,0.348
94.596,0.419
94.608,0.192
94.619,0.154
94.631,0.088
94.756,0.192
94.767,0.273
94.779,0.793
94.79,1.049
94.801,0.401
94.858,0.442
95.154,0.104
95.165,0.266
95.177,0.276
95.188,0.183
95.199,0.167
95.211,0.181
95.222,0.136
95.234,0.026
95.245,0.473
95.256,0.966
95.268,1.23
95.279,1.111
95.29,1.365
95.302,2.041
95.313,1.512
95.325,1.759
95.336,1.1
95.347,0.021
95.507,0.199
95.518,0.242
95.529,0.023
95.722,0.795
95.734,0.641
95.745,0.694
95.757,0.378
95.768,0.899
95.779,1.194
95.791,1.243
95.802,1.018
95.813,0.804
95.825,0.949
95.836,0.764
95.961,0.221
95.972,0.322
95.984,0.086
95.995,0.12
96.131,0.325
96.143,0.572
96.154,0.498
96.165,0.306
96.177,0.001
96.211,0.037
96.222,0.132
96.233,0.478
96.245,0.186
96.256,0.276
96.313,0.196
96.324,0.402
96.336,0.333
96.347,0.304
96.358,0.402
96.37,0.605
96.381,0.885
96.392,1.119
96.404,0.998
96.415,0.9
96.426,0.811
96.438,1.44
96.449,2.621
96.46,3.885
96.472,4.203
96.483,5.068
96.495,5.145
96.506,5.998
96.517,7.341
96.529,4.724
96.54,8.323
96.551,6.243
96.563,4.15
96.574,1.057
96.585,1.084
96.597,0.818
96.608,0.679
96.619,0.254
96.721,0.019
96.778,0.077
96.789,0.035
96.801,0.229
96.812,0.253
96.823,0.556
96.835,0.305
96.846,0.144
96.96,0.158
96.971,0.6
96.982,0.463
96.994,0.217
97.005,0.002
97.118,0.328
97.13,0.469
97.141,0.624
97.152,0.322
97.164,0.174
97.198,0.055
97.209,0.124
97.22,0.282
97.232,0.521
97.243,0.689
97.254,0.925
97.266,1.141
97.277,1.121
97.288,0.978
97.3,0.595
97.311,0.514
97.322,0.816
97.334,0.537
97.345,0.126
97.356,0.028
97.368,0.307
97.379,0.408
97.39,0.255
97.436,0.197
97.447,0.062
97.458,0.495
97.492,0.012
97.515,0.106
97.526,0.423
97.537,0.777
97.549,1.126
97.56,0.95
97.571,0.325
97.583,0.314
97.605,0.002
97.662,0.509
97.673,0.699
97.685,1.087
97.696,0.426
97.809,0.03
97.821,0.238
97.832,0.455
97.843,0.257
97.866,0.05
97.9,0.128
98.104,0.086
98.115,0.848
98.126,1.415
98.137,0.991
98.149,0.94
98.16,0.484
98.171,0.282
98.285,0.13
98.296,0.077
98.319,0.197
98.33,0.361
98.341,0.743
98.352,0.705
98.364,0.782
98.375,0.641
98.386,0.632
98.398,0.603
98.409,0.486
98.42,0.363
98.432,0.014
98.477,0.289
98.488,0.616
98.5,0.377
98.579,0.251
98.59,0.446
98.601,0.831
98.613,0.722
98.624,0.46
98.635,0.037
98.839,0.504
98.85,0.37
98.861,0.416
99.155,0.153
99.166,0.324
99.178,0.093
99.189,0.208
99.2,0.692
99.211,1.061
99.223,0.733
99.234,0.796
99.245,0.34
99.257,0.133
99.381,0.124
99.392,0.012
99.426,0.383
99.437,0.732
99.449,0.473
99.652,0.066
99.663,0.102
99.674,0.256
99.686,0.309
99.697,0.144
99.731,0.146
99.753,0.186
99.765,0.359
99.776,0.389
99.787,0.418
99.799,0.196
99.821,0.302
99.832,0.137
99.911,0.025
99.923,0.73
99.934,0.678
99.945,0.125
99.968,0.039
99.99,0.059
100.362,0.224
100.374,0.482
100.385,0.56
100.396,0.62
100.408,0.236
100.419,0.241
100.509,0.216
100.52,0.545
100.532,0.48
100.543,0.727
100.554,0.725
100.565,0.732
100.577,0.688
100.588,0.548
100.599,0.439
100.61,0.391
100.622,0.489
100.633,0.691
100.644,0.595
100.655,0.584
100.667,0.809
100.678,0.684
100.689,0.419
100.701,0.257
100.712,0.158
100.858,0.25
100.982,0.073
100.993,0.298
101.005,0.426
101.016,0.749
101.027,1.165
101.039,1.067
101.05,0.255
101.151,0.031
101.162,0.176
101.174,0.33
101.185,0.593
101.196,0.824
101.207,0.416
101.219,0.244
101.23,0.244
101.241,0.139
101.275,0.361
101.286,0.812
101.297,1.329
101.309,1.954
101.32,1.616
101.331,1.636
101.343,1.246
101.354,1.111
101.365,0.735
101.433,0.196
101.444,0.822
101.455,1.354
101.466,1.059
101.489,0.336
101.635,0.48
101.646,0.911
101.658,1.193
101.669,1.219
101.68,1.269
101.691,1.143
101.703,1.075
101.714,0.648
101.725,0.619
101.736,0.774
101.748,0.764
101.759,0.554
101.916,0.14
101.928,0.398
101.939,0.627
101.95,0.786
101.961,1.545
101.972,2.276
101.984,1.539
101.995,0.419
102.006,0.595
102.017,0.333
102.107,0.067
102.119,0.123
102.141,0.075
102.152,0.415
102.164,0.426
102.175,0.093
102.209,0.033
102.254,0.102
102.265,0.264
102.276,0.699
102.287,0.695
102.299,0.597
102.31,0.437
102.321,0.688
102.332,1.035
102.343,1.072
102.355,0.512
102.366,0.421
102.377,0.607
102.388,0.138
102.422,0.162
102.433,0.218
102.445,0.291
102.456,0.677
102.467,0.717
102.478,0.745
102.49,0.867
102.501,1.146
102.512,1.026
102.523,0.581
102.534,0.017
102.68,0.164
102.692,0.118
102.703,0.227
102.714,0.444
102.725,0.822
102.737,0.836
102.782,0.054
102.793,0.017
102.849,0.076
102.905,0.209
102.916,0.232
102.928,0.081
102.939,0.146
102.95,0.187
102.961,0.133
102.995,0.05
103.006,0.111
103.017,0.201
103.029,0.199
103.04,0.145
103.051,0.073
103.062,0.209
103.073,0.435
103.085,0.406
103.096,0.334
103.107,0.015
103.13,0.137
103.141,0.268
103.152,0.465
103.163,0.493
103.175,0.757
103.186,0.836
103.197,1.03
103.208,0.865
103.219,0.846
103.231,0.741
103.242,0.816
103.253,2.587
103.264,2.455
103.276,2.373
103.287,0.888
103.332,0.539
103.343,0.652
103.354,0.295
103.455,0.038
103.477,0.102
103.489,0.177
103.5,0.265
103.511,0.256
103.522,0.237
103.534,0.308
103.545,0.313
103.556,0.063
103.567,0.223
103.578,0.261
103.59,0.393
103.601,0.571
103.612,0.815
103.635,0.814
103.657,0.743
103.668,0.718
103.679,0.429
103.836,0.046
103.848,0.829
103.859,2.774
103.87,2.656
103.881,2.077
103.892,1.162
103.904,0.68
103.915,0.504
103.926,0.521
103.937,0.033
104.027,0.388
104.038,0.707
104.049,0.563
104.061,0.614
104.072,0.59
104.083,0.821
104.094,0.745
104.105,0.839
104.117,0.871
104.296,0.04
104.307,0.385
104.318,0.449
104.329,0.537
104.341,0.442
104.352,0.497
104.363,0.366
104.374,0.507
104.385,0.395
104.576,0.521
104.587,0.948
104.598,1.196
104.61,1.297
104.621,1.242
104.632,0.718
104.643,0.123
104.665,0.347
104.677,0.308
104.688,0.245
104.789,0.021
104.8,0.226
104.811,0.102
104.822,0.054
