Depth_m,nssCa
472.013,1.245
472.024,1.153
472.035,0.593
472.046,1.366
472.057,1.169
472.068,1.272
472.079,0.814
472.09,0.616
472.101,0.695
472.112,0.897
472.123,0.735
472.188,0.278
472.199,0.201
472.21,0.496
472.221,1.227
472.232,1.902
472.243,1.988
472.254,2.012
472.265,1.535
472.276,1.303
472.287,0.684
472.495,0.006
472.506,0.185
472.517,0.62
472.527,0.875
472.538,1.201
472.549,1.131
472.56,1.258
472.571,1.328
472.582,1.383
472.593,0.615
472.735,0.079
472.746,0.189
472.757,0.153
472.79,0.602
472.801,0.156
472.812,0.165
472.823,0.353
472.834,0.816
472.998,0.105
473.009,0.395
473.02,0.358
473.031,0.001
473.053,0.686
473.184,0.436
473.206,0.768
473.217,1.152
473.239,1.361
473.25,1.391
473.261,1.333
473.271,1.173
473.282,1.313
473.293,0.765
473.337,0.129
473.348,0.348
473.436,0.109
473.447,0.757
473.457,1.613
473.468,2.148
473.479,2.287
473.49,2.628
473.501,3.704
473.512,3.114
473.523,1.911
473.534,1.104
473.545,1.066
473.556,1.821
473.567,2.687
473.709,0.29
473.72,0.875
473.731,1.455
473.742,2.277
473.753,2.171
473.764,3.163
473.775,2.853
473.786,1.39
473.797,0.997
473.808,2.079
473.819,2.753
473.829,0.837
473.983,0.257
473.994,0.677
474.004,0.728
474.015,0.483
474.026,0.95
474.037,1.328
474.048,0.281
474.158,0.215
474.169,0.584
474.18,0.901
474.19,1.028
474.201,1.113
474.212,0.987
474.223,0.611
474.234,0.088
474.344,0.38
474.355,0.333
474.366,0.099
474.377,0.533
474.387,0.664
474.398,0.887
474.409,0.449
474.42,0.058
474.847,0.202
474.858,0.371
474.869,0.43
475.011,0.568
475.022,0.837
475.033,0.173
475.044,0.277
475.055,0.166
475.066,0.092
475.077,0.088
475.088,0.449
475.099,1.488
475.11,2.547
475.12,2.972
475.131,1.86
475.142,0.647
475.175,0.277
475.186,0.543
475.197,0.32
475.208,0.186
475.296,0.258
475.307,1.005
475.317,0.879
475.328,0.478
475.339,0.819
475.35,0.894
475.383,0.604
475.394,0.667
475.405,0.437
475.416,0.225
475.427,0.059
475.438,0.227
475.449,0.285
475.46,0.329
475.558,0.254
475.569,1.199
475.58,1.25
475.591,0.2
475.613,0.365
475.624,0.354
475.744,0.004
475.755,0.179
475.766,0.479
475.777,0.52
475.788,0.978
475.799,0.633
475.81,0.595
475.821,0.036
475.864,0.384
475.875,1.339
475.886,0.424
475.908,0.671
475.919,1.201
475.93,1.385
475.941,1.611
475.952,1.073
475.963,1.342
475.974,1.483
475.985,1.332
475.996,0.945
476.007,0.407
476.127,0.354
476.193,0.587
476.204,1.079
476.215,1.287
476.226,1.244
476.237,1.513
476.247,1.59
476.258,2.076
476.269,2.334
476.28,2.297
476.291,1.895
476.302,1.276
476.313,0.562
476.455,0.107
476.466,0.912
476.477,1.582
476.488,2.319
476.499,2.999
476.51,3.557
476.521,3.919
476.532,3.899
476.543,3.347
476.554,1.435
476.565,0.392
476.696,0.924
476.707,1.31
476.718,0.88
476.729,0.676
476.74,0.77
476.751,0.366
476.794,0.07
476.882,0.49
476.893,0.796
476.904,0.892
476.915,1.127
476.926,1.354
476.937,1.517
476.948,2.043
476.959,2.282
476.97,2.213
476.98,1.758
476.991,1.96
477.002,3.085
477.013,2.19
477.024,1.057
477.035,0.42
477.046,1.645
477.112,0.277
477.123,1.413
477.134,1.441
477.145,2.073
477.156,2.178
477.166,2.512
477.177,2.017
477.188,1.601
477.199,0.815
477.21,0.445
477.221,0.818
477.232,1.395
477.243,1.315
477.254,1.449
477.265,0.588
477.32,0.093
477.407,0.657
477.418,0.978
477.604,0.124
477.615,0.741
477.626,1.189
477.637,2.03
477.648,3.098
477.659,3.905
477.67,4.812
477.681,6.096
477.692,8.222
477.703,6.214
477.714,1.654
477.735,1.539
477.746,3.175
477.757,2.495
477.768,1.686
477.779,0.9
478.009,0.204
478.02,0.369
478.031,0.309
478.042,0.008
478.085,0.022
478.14,0.1
478.151,0.172
478.162,0.659
478.173,1.252
478.184,1.378
478.195,1.335
478.206,0.981
478.217,1.462
478.228,1.58
478.239,1.565
478.25,1.065
478.26,0.862
478.271,0.04
478.282,0.267
478.403,0.186
478.414,0.194
478.425,0.128
478.436,0.166
478.447,0.305
478.457,0.41
478.479,0.033
478.534,1.0
478.545,2.773
478.556,1.641
478.72,0.268
478.731,0.855
479.037,0.641
479.048,0.227
479.059,0.678
479.07,0.244
479.147,0.357
479.158,0.683
479.169,0.262
479.18,0.015
479.19,0.159
479.201,0.362
479.212,0.099
479.366,0.023
479.377,0.376
479.388,0.488
479.398,0.112
479.431,0.029
479.442,0.054
479.486,0.076
479.508,0.161
479.639,0.041
479.65,0.307
479.661,0.1
479.694,0.043
479.77,0.262
479.781,0.731
479.792,0.864
479.803,0.79
479.814,0.572
479.825,0.876
479.836,0.999
479.847,1.016
479.858,1.938
479.869,1.353
479.88,1.732
479.891,2.412
479.902,2.694
479.913,0.45
479.924,0.538
479.935,0.717
479.945,0.155
479.956,0.16
480.099,0.304
480.219,0.073
480.241,0.274
480.252,0.398
480.263,0.499
480.274,0.166
480.285,0.409
480.296,1.136
480.307,0.336
480.317,0.52
480.427,0.301
480.438,0.126
480.449,0.372
480.46,0.625
480.471,0.798
480.482,0.865
480.492,0.631
480.503,0.664
480.514,0.573
480.525,0.408
480.536,0.27
480.547,0.347
480.602,0.049
480.7,0.306
480.711,0.568
480.722,0.602
480.733,0.785
480.744,0.704
480.755,1.059
480.766,0.395
480.941,0.073
480.963,0.173
480.974,0.15
480.985,0.92
480.996,1.269
481.007,1.187
481.018,0.741
481.029,0.578
481.039,0.473
481.05,0.418
481.061,0.231
481.072,0.259
481.149,0.609
481.16,0.962
481.171,0.877
481.182,1.39
481.193,1.743
481.204,2.021
481.215,1.662
481.226,1.367
481.236,0.626
481.258,0.565
481.269,1.025
481.28,0.196
481.379,0.192
481.39,0.921
481.401,0.781
481.444,0.131
481.455,0.041
481.663,0.103
481.674,0.156
481.685,0.204
481.696,0.622
481.707,0.665
481.718,0.331
481.762,0.392
481.773,0.859
481.784,0.192
481.926,0.004
481.937,0.555
481.948,1.083
481.959,1.323
481.97,0.939
481.981,0.212
482.002,0.179
482.134,0.149
482.188,0.126
482.199,0.089
482.32,0.171
482.331,0.303
482.506,0.195
482.517,0.607
483.053,0.045
483.064,0.014
483.075,0.035
483.086,0.174
483.118,0.002
483.195,1.514
483.206,2.273
483.217,2.064
483.228,1.402
483.239,1.04
483.25,0.993
483.261,0.835
483.271,0.808
483.282,0.313
483.326,0.64
483.337,1.026
483.348,1.066
483.359,0.629
483.37,1.92
483.381,4.43
483.392,6.708
483.403,7.848
483.414,6.266
483.425,5.731
483.436,4.995
483.447,4.773
483.457,3.346
483.468,2.64
483.479,3.089
483.49,4.891
483.501,4.545
483.512,2.961
483.523,2.059
483.534,1.692
483.545,1.197
483.556,0.655
483.6,0.718
483.611,0.761
483.622,0.333
483.633,0.182
483.676,0.082
483.764,0.166
483.775,0.701
483.786,1.361
483.797,2.048
483.808,2.305
483.819,2.361
483.829,1.85
483.84,0.654
483.851,0.9
483.862,0.939
483.873,1.047
483.884,0.839
483.895,0.48
483.906,0.229
483.917,0.054
483.939,0.004
483.972,0.032
483.983,0.701
483.994,0.425
484.037,0.03
484.048,0.031
484.136,0.164
484.147,0.315
484.158,0.721
484.169,0.692
484.18,0.787
484.191,0.346
484.202,0.699
484.212,1.743
484.223,1.259
484.234,1.807
484.245,0.451
484.289,0.46
484.3,0.412
484.377,0.054
484.387,0.366
484.398,0.069
484.563,0.083
484.573,1.399
484.584,0.784
484.595,0.396
484.661,1.354
484.672,1.106
484.694,0.241
484.705,0.08
484.716,0.368
484.727,0.209
484.738,0.066
484.748,0.088
484.967,0.048
484.978,0.105
485.022,0.067
485.033,0.189
485.044,0.0
485.077,0.092
485.088,0.083
485.131,0.063
485.219,0.044
485.23,0.004
485.427,0.516
485.438,0.7
485.449,0.873
485.46,0.781
485.471,0.447
485.492,0.438
485.503,0.767
485.514,1.218
485.525,0.829
485.536,1.036
485.547,1.248
485.558,1.612
485.569,0.837
485.58,1.195
485.602,0.494
485.613,0.05
485.624,0.082
485.832,0.518
485.843,0.12
486.007,0.0
486.04,0.409
486.05,1.036
486.061,2.192
486.072,1.283
486.094,0.18
486.105,0.818
486.116,0.679
486.127,0.572
486.138,0.408
486.149,0.714
486.16,0.889
486.171,0.544
486.182,0.772
486.193,0.681
486.204,0.883
486.215,1.428
486.225,1.202
486.236,1.815
486.247,3.688
486.258,1.406
486.269,4.392
486.28,2.651
486.302,0.938
486.313,0.811
486.554,0.918
486.565,0.082
486.587,0.052
486.598,0.204
486.608,1.509
486.619,0.94
486.63,0.746
486.652,0.123
486.663,0.054
486.718,0.233
486.729,0.002
486.849,0.194
486.86,0.774
486.871,0.843
486.882,0.665
486.915,0.129
487.035,0.345
487.046,0.144
487.057,0.167
487.068,0.151
487.287,0.209
487.298,0.228
487.341,0.1
487.429,0.291
487.44,1.173
487.451,1.531
487.462,1.12
487.473,1.045
487.484,1.036
487.495,1.591
487.506,1.424
487.517,1.203
487.527,0.331
487.538,0.359
487.549,0.203
487.56,1.035
487.571,0.657
487.582,0.868
487.998,0.2
488.009,0.235
488.14,0.022
488.184,0.129
488.272,0.271
488.282,0.215
488.381,0.103
488.589,0.136
488.6,0.334
488.611,0.36
488.622,0.187
488.665,0.401
488.676,0.462
488.687,0.169
488.698,0.229
488.709,1.079
488.72,2.668
488.731,2.095
488.742,1.101
488.851,0.311
488.862,0.575
488.873,0.332
488.906,0.307
488.917,0.05
489.026,0.33
489.037,0.461
489.048,0.651
489.059,0.85
489.07,0.929
489.081,0.632
489.103,0.371
489.114,0.81
489.125,1.512
489.136,1.23
489.147,1.358
489.158,0.275
489.169,0.313
489.18,0.252
489.19,1.12
489.201,1.199
489.212,1.557
489.223,1.557
489.234,2.134
489.245,2.511
489.256,2.489
489.267,2.206
489.278,2.444
489.289,2.057
489.3,1.992
489.311,2.272
489.322,2.869
489.333,2.478
489.344,1.554
489.366,0.906
489.377,0.21
489.486,0.019
489.519,0.232
489.53,0.526
489.541,0.833
489.552,1.023
489.563,0.977
489.574,0.809
489.584,0.205
489.606,0.219
489.617,0.611
489.628,0.421
489.661,0.142
489.716,0.096
489.727,0.403
489.738,0.41
489.748,0.037
489.77,0.312
489.781,0.481
489.792,0.382
490.022,0.048
490.077,0.392
490.088,0.705
490.099,1.078
490.11,1.242
490.121,1.104
490.131,0.777
490.142,0.929
490.153,1.533
490.164,1.362
490.175,0.199
490.241,0.947
490.252,0.875
490.274,0.045
490.285,0.458
490.306,0.215
490.317,0.426
490.328,1.078
490.339,0.896
490.35,0.266
490.394,0.042
490.405,0.036
490.449,0.245
490.46,0.171
490.58,0.021
490.591,0.303
490.602,0.454
490.613,0.058
490.624,0.399
490.635,0.374
490.646,0.337
490.657,0.357
490.788,0.056
490.799,0.49
490.81,0.107
490.821,0.067
490.832,0.294
490.843,1.492
490.854,0.953
490.865,0.314
490.875,0.729
490.886,1.017
490.919,0.946
490.93,0.873
490.941,0.204
491.007,0.948
491.018,2.348
491.029,1.428
491.171,0.312
491.182,0.118
491.193,0.091
491.204,0.055
491.269,0.072
491.291,0.441
491.302,0.496
491.313,0.522
491.324,0.452
491.335,0.576
491.346,0.807
491.379,0.748
491.39,0.715
491.444,0.055
491.455,0.096
491.51,0.151
491.521,0.166
492.079,0.144
492.09,0.829
492.101,1.223
492.112,1.654
492.123,1.491
492.134,1.371
492.145,0.819
492.166,0.238
492.177,0.793
492.188,0.783
492.276,0.438
492.287,0.521
492.298,1.603
492.309,0.937
492.32,0.831
492.331,0.881
492.342,0.549
492.352,0.544
492.363,0.783
492.374,1.213
492.385,0.639
492.396,0.093
492.56,0.278
492.571,0.315
492.582,0.286
492.604,0.114
492.615,0.484
492.626,0.706
492.637,1.059
492.648,0.592
492.659,0.035
492.692,0.3
492.703,0.343
492.713,0.12
492.735,0.378
492.746,0.539
492.757,0.61
492.768,0.043
492.79,0.403
492.801,1.043
492.812,0.958
492.823,0.859
492.834,1.209
492.845,3.636
492.856,2.944
492.867,0.605
492.889,1.936
492.899,1.607
492.91,0.204
492.954,0.108
492.965,0.2
492.976,0.439
492.987,0.376
492.998,0.639
493.009,0.403
493.02,0.518
493.031,0.349
493.042,0.028
493.075,0.133
493.086,0.4
493.096,1.262
493.107,0.37
493.129,0.264
493.162,0.07
493.173,0.084
493.184,0.16
493.195,0.289
493.206,0.609
493.217,1.018
493.228,0.957
493.239,0.282
493.25,0.601
493.261,0.825
493.271,0.714
493.282,1.016
493.293,0.355
493.315,0.195
493.326,1.351
493.337,0.724
493.381,0.018
493.457,0.379
493.468,0.371
493.479,0.2
493.49,0.125
493.698,0.017
493.709,0.029
493.72,0.373
493.731,0.481
493.742,1.339
493.753,1.081
493.764,0.505
493.786,0.184
493.797,0.774
493.917,0.016
493.95,0.546
493.961,0.889
493.972,0.295
494.059,0.176
494.125,0.042
494.136,0.128
494.147,0.298
494.158,0.876
494.169,0.745
494.18,0.22
494.387,0.501
494.398,0.207
494.431,0.217
494.508,0.49
494.519,0.066
494.628,0.908
494.639,0.293
494.705,0.205
494.716,1.021
494.727,1.084
494.738,0.35
494.88,0.189
494.891,0.062
494.924,0.121
495.044,1.216
495.055,0.963
495.066,1.628
495.077,0.888
495.088,2.005
495.099,1.691
495.11,1.121
495.12,0.596
495.131,0.291
495.164,0.468
495.175,0.905
495.186,0.307
495.208,0.478
495.219,0.74
495.23,0.797
495.241,0.862
495.252,1.105
495.263,1.892
495.274,1.502
495.285,0.303
495.296,0.6
495.306,1.144
495.317,1.457
495.328,1.229
495.339,1.11
495.35,1.016
495.361,1.569
495.372,2.022
495.383,1.941
495.394,1.432
495.405,0.903
495.416,0.909
495.427,0.754
495.438,0.434
495.449,0.014
495.46,0.096
495.471,0.174
495.482,0.152
495.503,0.284
495.514,0.134
495.558,0.31
495.569,0.798
495.58,1.556
495.591,1.97
495.602,2.214
495.613,2.584
495.624,2.481
495.635,2.159
495.646,0.979
495.657,0.31
495.668,0.038
495.678,0.352
495.689,0.27
495.7,0.358
495.733,0.478
495.744,1.461
495.755,1.3
495.766,0.711
495.777,0.687
495.788,0.564
495.799,0.948
495.81,1.248
495.821,0.815
495.832,0.575
495.843,0.425
495.952,0.935
495.963,2.358
496.018,0.932
496.029,0.148
496.083,0.063
496.094,0.135
496.149,0.109
496.16,0.23
496.171,0.493
496.182,0.844
496.193,1.027
496.204,1.236
496.215,0.893
496.225,0.762
496.236,0.365
496.247,0.675
496.258,1.557
496.269,1.059
496.368,0.17
496.455,0.002
496.488,0.315
496.499,0.309
496.51,0.302
496.543,0.089
496.554,0.488
496.565,0.003
496.641,0.638
496.652,0.458
496.663,0.463
496.674,0.38
496.685,0.399
496.696,0.581
496.707,0.467
496.838,0.224
496.86,0.101
496.871,0.199
496.882,0.299
496.915,0.077
496.926,0.39
496.937,0.449
496.948,0.301
497.002,0.105
497.013,0.022
497.123,0.53
497.134,0.595
497.145,0.495
497.156,0.231
497.166,0.545
497.177,0.315
497.188,1.48
497.199,1.148
497.221,0.826
497.232,1.975
497.243,2.439
497.254,1.127
497.265,0.302
497.276,0.614
497.287,0.765
497.298,0.407
497.374,0.455
497.385,0.672
497.396,0.622
497.407,0.473
497.418,0.493
497.429,0.109
497.44,0.403
497.451,0.326
497.462,0.34
497.473,0.655
497.484,1.393
497.495,1.154
497.527,0.501
497.538,0.138
497.549,0.312
497.571,0.501
497.582,0.201
497.593,0.039
497.604,0.709
497.615,1.449
497.626,1.154
497.637,0.793
497.648,1.013
497.659,0.726
497.67,0.219
497.746,0.31
497.757,1.523
497.768,1.172
497.801,0.036
497.812,0.182
497.823,0.255
497.834,0.777
497.845,1.125
497.856,0.91
497.867,0.336
497.976,0.296
497.987,0.376
497.998,0.358
498.151,0.05
498.162,0.122
498.173,0.02
498.217,0.21
498.228,0.092
498.271,0.031
498.282,0.173
498.403,0.1
498.414,0.393
498.425,0.381
498.436,0.685
498.447,0.631
498.457,0.465
498.468,0.082
498.479,0.247
498.49,0.294
498.545,0.136
498.556,0.066
498.567,0.353
498.578,0.021
498.611,0.019
498.622,0.359
498.633,0.227
498.643,0.506
498.654,0.567
498.665,0.537
498.676,0.439
498.687,0.672
498.698,0.763
498.709,0.565
498.72,0.455
498.742,0.402
498.753,0.374
498.764,0.323
498.775,0.469
498.786,0.652
498.797,1.065
498.808,1.088
498.818,0.82
498.829,0.385
498.84,0.402
498.851,0.543
498.862,0.802
498.873,0.835
498.884,0.957
498.895,0.735
498.906,0.231
498.928,0.3
498.939,0.13
498.95,0.9
498.961,0.404
499.015,1.184
499.026,1.0
499.037,0.255
499.048,0.648
499.059,0.972
499.07,1.324
499.081,1.056
499.092,1.072
499.103,1.034
499.114,0.551
499.125,0.372
499.136,0.08
499.147,0.696
499.158,1.038
499.169,1.026
499.18,1.403
499.19,0.964
499.201,1.206
499.212,0.629
499.289,0.137
499.3,0.382
499.311,0.796
499.322,2.077
499.333,2.944
499.344,2.636
499.355,1.143
499.366,1.686
499.377,1.31
499.387,1.222
499.398,1.537
499.409,1.711
499.42,1.651
499.431,2.707
499.442,3.156
499.453,1.454
499.464,0.822
499.508,1.742
499.519,3.676
499.53,3.563
499.541,1.678
499.552,1.072
499.562,0.613
499.573,0.347
499.584,0.501
499.595,0.728
499.606,0.744
499.617,0.363
500.077,0.495
500.088,0.693
500.099,0.089
500.121,0.093
500.131,0.409
500.142,0.294
500.153,0.202
500.208,0.24
500.219,1.102
500.23,0.812
500.307,0.371
500.317,0.15
500.58,0.119
500.788,0.048
501.225,0.355
501.236,0.039
501.499,0.039
501.51,0.209
501.521,0.13
501.685,0.048
501.696,0.261
501.707,0.194
501.729,0.134
501.751,0.156
501.762,0.16
501.893,0.78
501.904,1.08
501.915,0.619
502.035,0.554
502.046,0.973
502.057,0.691
502.068,0.334
502.309,0.588
502.32,0.219
502.331,0.357
502.429,0.274
502.44,1.027
502.451,2.082
502.462,3.705
502.473,3.877
502.484,4.101
502.495,4.597
502.506,5.026
502.517,6.186
502.527,7.304
502.538,8.274
502.549,8.772
502.56,8.01
502.571,7.109
502.582,5.765
502.593,5.316
502.604,3.079
502.615,0.891
502.626,0.791
502.637,0.761
502.648,0.612
502.659,1.09
502.67,1.419
502.681,1.6
502.692,1.458
502.703,1.669
502.713,2.118
502.724,2.331
502.735,2.751
502.746,2.669
502.998,2.007
503.009,1.759
503.02,0.568
503.217,3.04
503.228,3.02
503.709,0.355
503.72,1.408
503.731,2.626
503.742,3.532
503.753,5.725
503.764,7.168
503.775,6.859
503.786,7.021
503.797,7.468
503.808,7.931
503.818,8.411
503.829,7.852
503.84,6.921
503.851,4.708
503.862,1.901
503.873,0.539
503.884,0.013
504.136,0.02
504.147,0.139
504.201,0.181
504.212,0.281
504.223,0.636
504.705,0.639
504.716,1.699
504.727,2.602
504.738,4.039
504.749,5.306
504.759,6.024
504.77,6.678
504.781,4.994
504.792,2.582
504.924,0.244
504.935,0.66
504.945,1.274
504.956,2.771
504.967,3.503
504.978,3.932
504.989,3.378
505.0,2.786
505.011,1.805
505.022,0.867
505.252,0.56
505.274,0.274
505.285,1.493
505.296,2.076
505.306,1.286
505.317,0.486
505.416,0.591
505.427,2.269
505.438,3.19
505.449,4.75
505.46,5.541
505.471,6.552
505.482,6.088
505.492,4.654
505.503,3.932
505.514,1.787
505.952,0.342
505.963,0.606
505.974,1.212
505.985,1.278
505.996,1.991
506.587,2.278
506.598,1.965
506.608,1.799
506.619,1.505
506.63,1.239
506.641,0.973
506.652,1.091
506.663,0.926
506.674,1.011
506.685,1.472
506.696,1.206
507.024,1.191
507.035,3.244
507.046,4.889
507.057,6.28
507.068,6.977
507.079,8.433
507.112,8.336
507.123,6.318
507.134,6.749
507.145,5.885
507.156,6.314
507.166,4.481
507.177,5.095
507.188,6.031
507.757,6.047
507.768,4.735
507.779,3.415
507.79,3.561
507.801,3.625
507.812,3.171
507.823,2.463
507.834,1.86
507.845,0.999
508.031,0.761
508.042,1.128
508.053,0.436
508.064,0.153
508.118,0.516
508.129,0.81
508.14,1.245
508.151,0.674
508.195,0.367
508.206,0.307
508.217,0.026
508.228,0.69
508.239,0.991
508.25,0.517
508.261,0.502
508.271,0.128
508.293,0.447
508.304,0.715
508.315,0.358
508.348,0.495
508.359,0.716
508.37,0.562
508.381,0.658
508.392,0.552
508.403,0.257
508.436,0.529
508.447,1.364
508.457,1.216
508.468,1.36
508.479,0.571
508.49,0.839
508.501,0.702
508.512,1.407
508.523,1.807
508.534,1.598
508.545,0.853
508.556,0.637
508.567,0.756
508.578,0.654
508.622,0.102
508.633,0.043
508.654,0.048
508.665,0.078
508.676,0.512
508.687,0.751
508.698,0.773
508.709,1.16
508.72,0.833
508.731,0.931
508.742,0.561
508.753,1.074
508.764,1.343
508.775,1.146
508.786,1.031
508.797,0.926
508.808,0.828
508.819,1.326
508.829,1.013
508.84,1.642
508.851,0.587
508.862,2.079
508.873,0.333
508.917,1.594
508.928,2.734
508.939,2.305
508.95,3.03
508.961,2.526
509.015,1.162
509.026,0.994
509.037,0.34
509.048,0.035
509.07,2.275
509.081,1.498
509.092,0.759
509.114,0.425
509.125,0.83
509.136,0.128
509.147,0.031
509.158,0.017
509.169,0.076
509.212,0.261
509.223,0.72
509.234,0.149
509.245,0.354
509.267,0.041
509.398,1.043
509.409,1.261
509.453,1.017
509.464,1.62
509.475,1.859
509.486,1.43
509.497,1.364
509.508,1.117
509.519,0.8
509.53,0.612
509.541,0.65
509.552,0.709
509.606,0.193
509.628,1.386
509.639,1.417
509.65,0.646
509.661,0.984
509.672,1.174
509.683,0.597
509.694,0.013
509.825,0.153
509.836,0.689
509.847,0.79
509.858,0.99
509.869,1.305
509.88,1.546
509.891,0.671
509.902,0.738
509.913,1.269
509.924,3.624
509.934,0.937
509.956,0.167
509.967,0.493
509.978,0.437
509.989,1.09
510.0,1.661
510.011,1.654
510.022,1.251
510.077,0.065
510.153,0.199
510.164,0.301
510.175,0.425
510.186,0.441
510.197,0.293
510.208,0.312
510.219,0.426
510.23,0.273
510.296,0.117
510.427,0.561
510.438,0.222
510.449,0.186
510.46,0.783
510.471,0.521
510.482,0.376
510.493,0.186
510.503,0.101
510.514,0.137
510.536,0.054
510.744,0.63
510.755,1.106
510.766,0.284
510.897,0.132
510.908,0.722
510.985,0.404
510.996,0.4
511.007,0.31
511.018,0.113
511.029,0.21
511.083,0.252
511.138,0.117
511.149,0.44
511.16,0.481
511.171,0.598
511.182,0.295
511.193,0.312
511.204,0.181
511.215,0.262
511.258,0.094
511.335,0.489
511.346,0.177
511.444,0.252
511.466,0.306
511.576,0.329
511.598,0.208
511.608,0.662
511.619,1.036
511.63,0.931
511.641,2.109
511.652,2.071
511.663,1.34
511.773,0.003
511.784,0.271
511.794,0.275
511.805,0.486
511.816,0.833
511.827,0.451
511.915,0.233
511.926,0.376
511.937,0.612
511.948,0.225
511.959,0.427
511.97,0.998
511.98,1.268
511.991,1.038
512.002,0.246
512.013,0.218
512.024,0.107
512.188,0.007
512.199,0.434
512.21,0.506
512.221,0.526
512.232,0.564
512.243,0.952
512.254,1.374
512.265,1.672
512.276,0.642
512.309,0.08
512.385,0.229
512.396,0.42
512.407,0.442
512.418,0.392
512.429,0.721
512.44,1.096
512.451,1.749
512.462,1.754
512.473,1.416
512.484,1.058
512.495,1.341
512.506,1.872
512.517,2.433
512.528,3.153
512.538,1.851
512.549,0.959
512.56,1.598
512.571,0.494
512.593,0.007
512.692,0.386
512.703,0.474
512.713,0.694
512.724,0.236
512.735,0.274
512.746,0.129
512.888,0.34
512.899,0.247
512.91,0.243
512.921,0.343
512.932,0.642
512.943,0.003
513.742,0.511
513.753,0.757
513.764,0.516
513.775,0.133
513.862,0.131
513.873,0.15
513.884,0.257
513.895,0.444
513.906,0.611
513.917,0.712
513.928,0.67
513.939,1.213
513.95,0.767
514.048,0.262
514.059,0.334
514.103,0.291
514.114,0.675
514.125,0.464
514.169,0.349
514.18,0.578
514.191,0.585
514.201,0.604
514.212,0.595
514.223,0.543
514.3,0.317
514.311,0.11
514.322,0.078
514.366,0.565
514.376,1.316
514.387,1.467
514.398,0.981
514.409,0.692
514.42,0.293
514.464,0.405
514.475,0.06
514.486,0.07
514.573,0.204
514.584,0.548
514.65,0.104
514.683,0.028
514.694,0.222
514.803,0.018
514.847,0.099
514.858,0.873
514.869,1.018
514.88,0.981
514.891,1.005
514.902,0.896
514.913,1.082
514.924,1.007
514.935,1.033
514.945,0.985
514.956,0.401
515.099,0.556
515.11,0.644
515.12,0.931
515.131,1.147
515.142,1.344
515.153,0.804
515.164,0.165
515.175,0.243
515.186,0.522
515.197,0.832
515.208,1.494
515.219,1.375
515.23,0.737
515.361,0.179
515.372,0.569
515.438,0.164
515.449,0.0
515.547,0.247
515.558,0.611
515.569,0.795
515.58,0.376
515.602,0.105
515.613,0.444
515.624,0.166
515.952,0.573
515.963,0.88
515.974,0.402
515.985,0.141
515.996,0.722
516.007,0.591
516.018,0.63
516.029,0.137
516.05,0.559
516.061,0.335
516.072,0.5
516.083,1.038
516.094,0.767
516.105,1.808
516.116,1.263
516.258,0.054
516.269,0.691
516.28,0.042
516.291,0.474
516.324,0.248
516.335,0.992
516.346,0.915
516.357,0.669
516.368,0.48
516.466,0.79
516.488,0.172
516.499,0.419
516.51,0.004
516.543,0.377
516.554,0.416
516.663,0.033
516.674,0.277
516.685,0.475
516.696,0.452
516.707,0.254
516.74,0.028
516.794,0.395
516.805,0.543
516.816,0.134
516.827,0.326
516.838,0.467
516.849,0.602
516.86,0.552
516.937,0.104
517.024,0.039
517.046,0.575
517.057,0.767
517.068,0.453
517.079,0.224
517.09,0.006
517.134,0.108
517.145,0.334
517.156,0.437
517.166,0.582
517.177,0.153
517.21,0.074
517.221,0.162
517.232,1.302
517.243,0.406
517.276,0.309
517.287,0.277
517.298,0.816
517.309,0.971
517.32,0.337
517.331,0.734
517.341,0.627
517.352,0.509
517.363,0.933
517.374,1.304
517.385,1.343
517.396,1.161
517.407,0.873
517.418,0.467
517.429,0.055
517.462,0.273
517.615,0.603
517.626,0.622
517.637,0.582
517.648,0.698
517.659,0.956
517.746,1.276
517.757,2.127
517.779,0.154
517.79,0.307
517.801,0.633
517.812,0.77
517.823,0.091
517.845,0.055
517.856,0.542
517.867,0.772
517.878,0.857
517.889,1.058
517.899,0.741
517.91,1.132
517.921,1.113
517.932,2.695
517.943,1.745
517.954,0.062
517.965,0.846
517.976,1.57
517.987,1.131
517.998,1.25
518.009,2.179
518.02,2.386
518.031,0.044
518.042,0.727
518.053,0.797
518.064,0.354
518.184,0.176
518.195,0.233
518.206,0.173
518.217,0.17
518.228,0.137
518.315,0.315
518.326,0.888
518.512,0.231
518.523,0.445
518.534,0.496
518.545,0.063
518.556,0.265
518.567,0.199
518.578,0.146
518.589,0.434
518.6,0.797
518.611,0.574
518.622,0.196
518.633,0.125
518.643,0.188
518.654,0.278
518.665,0.056
518.753,0.253
518.84,0.069
518.851,0.102
518.862,0.079
518.873,0.137
518.884,0.272
518.895,0.657
518.906,0.822
518.917,0.841
518.928,0.749
518.939,0.52
518.95,0.228
518.961,0.106
519.037,0.607
519.048,1.04
519.059,1.021
519.07,1.444
519.081,1.565
519.092,1.523
519.103,0.733
519.114,0.34
519.125,0.298
519.333,0.293
519.344,0.306
519.42,0.105
519.475,0.046
519.486,0.257
519.497,0.181
519.508,0.264
519.519,0.01
519.562,0.114
519.573,0.084
519.595,0.076
519.672,1.957
519.683,2.599
519.694,2.194
519.77,0.194
519.88,0.243
519.891,0.046
519.902,0.279
519.924,0.408
519.934,0.348
519.956,0.314
520.033,0.007
