Depth(m),Cond(uS)
515.475,0.804
515.485,0.798
515.495,0.806
515.505,0.829
515.515,0.868
515.525,0.909
515.535,0.947
515.545,0.985
515.555,1.014
515.565,1.023
515.575,1.008
515.585,0.983
515.595,0.954
515.605,0.923
515.615,0.872
515.625,0.804
515.635,0.757
515.645,0.741
515.655,0.736
515.665,0.725
515.675,0.703
515.685,0.685
515.695,0.68
515.705,0.67
515.715,0.669
515.725,0.701
515.735,0.751
515.745,0.808
515.755,0.857
515.765,0.891
515.775,0.911
515.785,0.917
515.795,0.923
515.805,0.962
515.815,1.005
515.825,1.029
515.835,1.036
515.845,1.024
515.855,0.992
515.865,0.955
515.875,0.938
515.885,0.948
515.895,0.979
515.905,1.007
515.915,1.035
515.925,1.084
515.935,1.103
515.945,1.066
515.955,1.044
515.965,1.082
515.975,1.158
515.985,1.26
515.995,1.345
516.005,1.376
516.015,1.322
516.025,1.226
516.035,1.148
516.045,1.095
516.055,1.062
516.065,1.05
516.075,1.055
516.085,1.059
516.095,1.031
516.105,0.967
516.115,0.893
516.125,0.861
516.135,0.881
516.145,0.929
516.155,0.957
516.165,0.936
516.175,0.894
516.185,0.893
516.195,0.916
516.205,0.958
516.215,1.022
516.225,1.096
516.235,1.16
516.245,1.246
516.255,1.375
516.265,1.489
516.275,1.516
516.285,1.444
516.295,1.3
516.305,1.16
516.315,1.075
516.325,1.061
516.335,1.081
516.345,1.072
516.355,0.998
516.365,0.896
516.375,0.862
516.385,0.916
516.395,1.046
516.405,1.183
516.415,1.258
516.425,1.249
516.435,1.198
516.445,1.16
516.455,1.157
516.465,1.149
516.475,1.119
516.485,1.082
516.495,1.037
516.505,0.987
516.515,0.932
516.525,0.887
516.535,0.854
516.545,0.801
516.555,0.725
516.565,0.679
516.575,0.69
516.585,0.738
516.595,0.784
516.605,0.774
516.615,0.733
516.625,0.707
516.635,0.723
516.645,0.782
516.655,0.895
516.665,1.011
516.675,1.066
516.685,1.061
516.695,1.018
516.705,0.968
516.715,0.934
516.725,0.943
516.735,0.999
516.745,1.046
516.755,1.07
516.765,1.07
516.775,1.025
516.785,0.945
516.795,0.857
516.805,0.802
516.815,0.743
516.825,0.682
516.835,0.671
516.845,0.691
516.855,0.726
516.865,0.778
516.875,0.822
516.885,0.851
516.895,0.868
516.905,0.867
516.915,0.861
516.925,0.869
516.935,0.885
516.945,0.86
516.955,0.811
516.965,0.847
516.975,0.967
516.985,1.048
516.995,1.058
517.005,1.021
517.015,0.981
517.025,0.941
517.035,0.888
517.045,0.826
517.055,0.769
517.065,0.735
517.075,0.724
517.085,0.719
517.095,0.706
517.105,0.699
517.115,0.706
517.125,0.731
517.135,0.764
517.145,0.782
517.155,0.767
517.165,0.731
517.175,0.75
517.185,0.811
517.195,0.881
517.205,0.942
517.215,0.99
517.225,1.036
517.235,1.062
517.245,1.051
517.255,1.013
517.265,1.004
517.275,1.018
517.285,1.02
517.295,0.98
517.305,0.912
517.315,0.868
517.325,0.905
517.335,0.993
517.345,1.119
517.355,1.262
517.365,1.354
517.375,1.376
517.385,1.36
517.395,1.308
517.405,1.228
517.415,1.14
517.425,1.062
517.435,1.014
517.445,0.976
517.455,0.916
517.465,0.834
517.475,0.774
517.485,0.734
517.495,0.693
517.505,0.645
517.515,0.615
517.525,0.618
517.535,0.633
517.545,0.656
517.555,0.685
517.565,0.727
517.575,0.762
517.585,0.776
517.595,0.787
517.605,0.815
517.615,0.863
517.625,0.92
517.635,0.975
517.645,1.028
517.655,1.066
517.665,1.075
517.675,1.047
517.685,0.987
517.695,0.952
517.705,1.005
517.715,1.143
517.725,1.299
517.735,1.381
517.745,1.392
517.755,1.333
517.765,1.171
517.775,0.952
517.785,0.796
517.795,0.74
517.805,0.726
517.815,0.752
517.825,0.8
517.835,0.833
517.845,0.845
517.855,0.859
517.865,0.897
517.875,0.933
517.885,0.938
517.895,0.911
517.905,0.869
517.915,0.835
517.925,0.821
517.935,0.848
517.945,0.941
517.955,1.094
517.965,1.237
517.975,1.335
517.985,1.309
517.995,1.138
518.005,0.879
518.015,0.78
518.025,0.828
518.035,0.88
518.045,0.901
518.055,0.912
518.065,0.915
518.075,0.906
518.085,0.894
518.095,0.888
518.105,0.885
518.115,0.883
518.125,0.876
518.135,0.858
518.145,0.844
518.155,0.843
518.165,0.831
518.175,0.842
518.185,0.894
518.195,0.921
518.205,0.855
518.215,0.77
518.225,0.73
518.235,0.711
518.245,0.695
518.255,0.69
518.265,0.715
518.275,0.777
518.285,0.878
518.295,0.986
518.305,1.068
518.315,1.122
518.325,1.139
518.335,1.108
518.345,1.079
518.355,1.085
518.365,1.095
518.375,1.092
518.385,1.072
518.395,1.011
518.405,0.911
518.415,0.833
518.425,0.813
518.435,0.824
518.445,0.857
518.455,0.926
518.465,1.005
518.475,1.057
518.485,1.093
518.495,1.164
518.505,1.238
518.515,1.276
518.525,1.281
518.535,1.267
518.545,1.272
518.555,1.306
518.565,1.343
518.575,1.362
518.585,1.374
518.595,1.376
518.605,1.346
518.615,1.268
518.625,1.162
518.635,1.067
518.645,1.012
518.655,0.993
518.665,0.975
518.675,0.933
518.685,0.891
518.695,0.871
518.705,0.871
518.715,0.887
518.725,0.922
518.735,0.978
518.745,1.03
518.755,1.027
518.765,0.992
518.775,0.99
518.785,1.013
518.795,1.033
518.805,1.043
518.815,1.045
518.825,1.055
518.835,1.089
518.845,1.139
518.855,1.19
518.865,1.23
518.875,1.233
518.885,1.192
518.895,1.145
518.905,1.099
518.915,1.053
518.925,1.01
518.935,0.98
518.945,0.964
518.955,0.957
518.965,0.933
518.975,0.899
518.985,0.882
518.995,0.891
519.005,0.903
519.015,0.907
519.025,0.9
519.035,0.892
519.045,0.878
519.055,0.879
519.065,0.939
519.075,1.041
519.085,1.142
519.095,1.242
519.105,1.322
519.115,1.332
519.125,1.304
519.135,1.302
519.145,1.296
519.155,1.261
519.165,1.214
519.175,1.17
519.185,1.111
519.195,1.044
519.205,0.966
519.215,0.879
519.225,0.84
519.235,0.84
519.245,0.853
519.255,0.859
519.265,0.847
519.275,0.822
519.285,0.817
519.295,0.848
519.305,0.906
519.315,0.947
519.325,0.96
519.335,0.968
519.345,0.982
519.355,0.998
519.365,1.003
519.375,0.99
519.385,0.97
519.395,0.96
519.405,0.967
519.415,0.977
519.425,0.959
519.435,0.904
519.445,0.867
519.455,0.853
519.465,0.811
519.475,0.751
519.485,0.727
519.495,0.739
519.505,0.776
519.515,0.813
519.525,0.844
519.535,0.889
519.545,0.942
519.555,0.99
519.565,1.009
519.575,0.99
519.585,0.947
519.595,0.893
519.605,0.858
519.615,0.848
519.625,0.863
519.635,0.902
519.645,0.952
519.655,1.017
519.665,1.074
519.675,1.102
519.685,1.11
519.695,1.084
519.705,1.008
519.715,0.872
519.725,0.746
519.735,0.72
519.745,0.744
519.755,0.784
519.765,0.828
519.775,0.862
519.785,0.892
519.795,0.917
519.805,0.937
519.815,0.938
519.825,0.91
519.835,0.866
519.845,0.824
519.855,0.788
519.865,0.774
519.875,0.795
519.885,0.867
519.895,0.941
519.905,0.949
519.915,0.903
519.925,0.843
519.935,0.811
519.945,0.791
519.955,0.775
519.965,0.774
519.975,0.783
520.035,0.84
520.045,0.848
520.055,0.842
520.065,0.82
520.075,0.796
520.085,0.798
520.095,0.828
520.105,0.875
520.115,0.923
520.125,0.95
520.135,0.956
520.145,0.968
520.155,0.983
520.165,0.991
520.175,0.987
520.185,0.954
520.195,0.867
520.205,0.767
520.215,0.71
520.225,0.679
520.235,0.649
520.245,0.621
520.255,0.631
520.265,0.688
520.275,0.777
520.285,0.852
520.295,0.894
520.305,0.912
520.315,0.935
520.325,0.952
520.335,0.966
520.345,0.999
520.355,1.048
520.365,1.065
520.375,1.03
520.385,0.976
520.395,0.916
520.405,0.863
520.415,0.845
520.425,0.852
520.435,0.837
520.445,0.793
520.455,0.762
520.465,0.759
520.475,0.773
520.485,0.807
520.495,0.866
520.505,0.939
520.515,0.971
520.525,0.935
520.535,0.919
520.545,0.946
520.555,0.977
520.565,0.995
520.575,0.999
520.585,0.997
520.595,1.009
520.605,1.044
520.615,1.071
520.625,1.048
520.635,1.007
520.645,0.96
520.655,0.898
520.665,0.827
520.675,0.774
520.685,0.768
520.695,0.789
520.705,0.811
520.715,0.846
520.725,0.914
520.735,0.994
520.745,1.07
520.755,1.123
520.765,1.162
520.775,1.224
520.785,1.304
520.795,1.404
520.805,1.506
520.815,1.552
520.825,1.575
520.835,1.628
520.845,1.663
520.855,1.596
520.865,1.418
520.875,1.179
520.885,1.023
520.895,0.957
520.905,0.956
520.915,0.971
520.925,0.955
520.935,0.924
520.945,0.893
520.955,0.855
520.965,0.839
520.975,0.838
521.025,0.979
521.035,1.019
521.045,1.017
521.055,0.923
521.065,0.784
521.075,0.673
521.085,0.648
521.095,0.652
521.105,0.652
521.115,0.659
521.125,0.685
521.135,0.72
521.145,0.763
521.155,0.813
521.165,0.862
521.175,0.93
521.185,1.016
521.195,1.076
521.205,1.099
521.215,1.114
521.225,1.113
521.235,1.08
521.245,1.043
521.255,1.022
521.265,0.952
521.275,0.843
521.285,0.789
521.295,0.799
521.305,0.851
521.315,0.895
521.325,0.911
521.335,0.915
521.345,0.921
521.355,0.938
521.365,0.974
521.375,1.02
521.385,1.037
521.395,1.011
521.405,0.98
521.415,0.962
521.425,0.951
521.435,0.946
521.445,0.953
521.455,0.966
521.465,0.986
521.475,1.005
521.485,1.032
521.495,1.09
521.505,1.17
521.515,1.18
521.525,1.088
521.535,1.004
521.545,0.986
521.555,0.959
521.565,0.902
521.575,0.846
521.585,0.823
521.595,0.819
521.605,0.802
521.615,0.774
521.625,0.763
521.635,0.795
521.645,0.868
521.655,0.969
521.665,1.073
521.675,1.151
521.685,1.197
521.695,1.209
521.705,1.189
521.715,1.137
521.725,1.055
521.735,0.969
521.745,0.907
521.755,0.873
521.765,0.867
521.775,0.89
521.785,0.948
521.795,1.031
521.805,1.091
521.815,1.103
521.825,1.063
521.835,0.972
521.845,0.853
521.855,0.781
521.865,0.758
521.875,0.763
521.885,0.793
521.895,0.837
521.905,0.888
521.915,0.93
521.925,0.947
521.935,0.954
521.945,0.968
521.955,0.98
521.965,0.971
521.975,0.944
521.985,0.904
521.995,0.861
522.005,0.832
522.015,0.823
522.025,0.816
522.035,0.783
522.045,0.722
522.055,0.684
522.065,0.706
522.075,0.738
522.085,0.738
522.095,0.706
522.105,0.667
522.115,0.669
522.125,0.708
522.135,0.742
522.145,0.746
522.155,0.753
522.165,0.821
522.175,0.921
522.185,0.995
522.195,1.008
522.205,0.994
522.215,0.981
522.225,0.986
522.235,0.997
522.245,0.981
522.255,0.966
522.265,0.965
522.275,0.951
522.285,0.917
522.295,0.904
522.305,0.924
522.315,0.966
522.325,1.024
522.335,1.084
522.345,1.136
522.355,1.153
522.365,1.129
522.375,1.085
522.385,1.034
522.395,0.999
522.405,0.998
522.415,1.029
522.425,1.08
522.435,1.123
522.445,1.116
522.455,1.028
522.465,0.913
522.475,0.843
522.485,0.834
522.495,0.862
522.505,0.908
522.515,0.925
522.525,0.901
522.535,0.896
522.545,0.933
522.555,0.993
522.565,1.08
522.575,1.185
522.585,1.273
522.595,1.308
522.605,1.265
522.615,1.227
522.625,1.205
522.635,1.173
522.645,1.136
522.655,1.107
522.665,1.083
522.675,1.027
522.685,0.963
522.695,0.929
522.705,0.898
522.715,0.862
522.725,0.825
522.735,0.772
522.745,0.703
522.755,0.659
522.765,0.667
522.775,0.717
522.785,0.792
522.795,0.861
522.805,0.918
522.815,0.986
522.825,1.062
522.835,1.133
522.845,1.189
522.855,1.224
522.865,1.214
522.875,1.135
522.885,1.014
522.895,0.941
522.905,0.913
522.915,0.883
522.925,0.854
522.935,0.855
522.945,0.877
522.955,0.897
522.965,0.911
522.975,0.917
522.985,0.908
522.995,0.913
523.005,0.973
523.015,1.069
523.025,1.154
523.035,1.189
523.045,1.184
523.055,1.14
523.065,1.065
523.075,0.969
523.085,0.888
523.095,0.83
523.105,0.789
523.115,0.77
523.125,0.778
523.135,0.82
523.145,0.891
523.155,0.945
523.165,0.958
523.175,0.929
523.185,0.896
523.195,0.853
523.205,0.803
523.215,0.784
523.225,0.808
523.235,0.853
523.245,0.878
523.255,0.858
523.265,0.836
523.275,0.844
523.285,0.864
523.295,0.879
523.305,0.899
523.315,0.926
523.325,0.942
523.335,0.946
523.345,0.954
523.355,0.96
523.365,0.96
523.375,0.955
523.385,0.925
523.395,0.898
523.405,0.926
523.415,0.982
523.425,1.028
523.435,1.075
523.445,1.076
523.455,1.004
523.465,0.939
523.475,0.937
523.485,0.962
523.495,1.004
523.505,1.09
523.515,1.2
523.525,1.311
523.535,1.4
523.545,1.394
523.555,1.292
523.565,1.148
523.575,1.008
523.585,0.909
523.595,0.855
523.605,0.831
523.615,0.852
523.625,0.905
523.635,0.944
523.645,0.964
523.655,0.997
523.665,1.044
523.675,1.095
523.685,1.147
523.695,1.196
523.705,1.23
523.715,1.233
523.725,1.207
523.735,1.187
523.745,1.212
523.755,1.282
523.765,1.348
523.775,1.362
523.785,1.303
523.795,1.209
523.805,1.18
523.815,1.189
523.825,1.192
523.835,1.161
523.845,1.076
523.855,1.02
523.865,1.041
523.875,1.09
523.885,1.138
523.895,1.164
523.905,1.158
523.915,1.17
523.925,1.218
523.935,1.273
523.945,1.307
523.955,1.305
523.965,1.277
523.975,1.236
523.985,1.198
523.995,1.169
524.005,1.135
524.015,1.083
524.025,1.047
524.035,1.054
524.045,1.063
524.055,1.05
524.065,1.029
524.075,0.995
524.085,0.976
524.095,0.978
524.105,0.98
524.115,0.978
524.125,0.993
524.135,1.045
524.145,1.117
524.155,1.158
524.165,1.146
524.175,1.088
524.185,1.018
524.195,0.945
524.205,0.858
524.215,0.782
524.225,0.757
524.235,0.774
524.245,0.783
524.255,0.787
524.265,0.794
524.275,0.78
524.285,0.762
524.295,0.762
524.305,0.777
524.315,0.795
524.325,0.826
524.335,0.873
524.345,0.914
524.355,0.919
524.365,0.86
524.375,0.8
524.385,0.78
524.395,0.789
524.405,0.821
524.415,0.86
524.425,0.885
524.435,0.894
524.445,0.909
524.455,0.945
524.465,0.977
524.475,0.981
524.485,0.955
524.495,0.865
524.505,0.759
524.515,0.708
524.525,0.694
524.535,0.69
524.545,0.692
524.555,0.7
524.565,0.715
524.575,0.731
524.585,0.734
524.595,0.733
524.605,0.756
524.615,0.808
524.625,0.881
524.635,0.933
524.645,0.952
524.655,0.961
524.665,0.974
524.675,0.987
524.685,1.001
524.695,1.013
524.705,1.035
524.715,1.096
524.725,1.186
524.735,1.247
524.745,1.225
524.755,1.163
524.765,1.066
524.775,0.902
524.785,0.746
524.795,0.685
524.805,0.673
524.815,0.658
524.825,0.645
524.835,0.643
524.845,0.643
524.855,0.65
524.865,0.673
524.875,0.721
524.885,0.784
524.895,0.857
524.905,0.925
524.915,0.95
524.925,0.95
524.935,0.942
524.945,0.929
524.955,0.92
524.965,0.921
524.975,0.932
524.985,0.943
524.995,0.967
525.005,1.001
525.015,1.014
525.025,1.0
525.035,0.982
525.045,0.983
525.055,1.018
525.065,1.047
525.075,1.016
525.085,0.979
525.095,0.968
525.105,0.949
525.115,0.91
525.125,0.857
525.135,0.813
525.145,0.8
525.155,0.814
525.165,0.835
525.175,0.845
525.185,0.816
525.195,0.778
525.205,0.767
525.215,0.778
525.225,0.795
525.235,0.807
525.245,0.809
525.255,0.81
525.265,0.827
525.275,0.878
525.285,0.956
525.295,1.032
525.305,1.085
525.315,1.094
525.325,1.063
525.335,1.006
525.345,0.946
525.355,0.886
525.365,0.848
525.375,0.833
525.385,0.817
525.395,0.791
525.405,0.747
525.415,0.722
525.425,0.757
525.435,0.824
525.445,0.879
525.455,0.916
525.465,0.938
525.475,0.915
525.485,0.82
525.495,0.751
525.505,0.747
525.515,0.742
525.525,0.698
525.535,0.657
525.545,0.661
525.555,0.693
525.565,0.739
525.575,0.797
525.585,0.873
525.595,0.945
525.605,0.989
525.615,1.003
525.625,0.997
525.635,0.996
525.645,1.012
525.655,1.034
525.665,1.025
525.675,0.995
525.685,0.98
525.695,0.973
525.705,0.952
525.715,0.91
525.725,0.859
525.735,0.812
525.745,0.762
525.755,0.708
525.765,0.672
525.775,0.667
525.785,0.68
525.795,0.705
525.805,0.729
525.815,0.749
525.825,0.771
525.835,0.792
525.845,0.818
525.855,0.863
525.865,0.948
525.875,1.078
525.885,1.214
525.895,1.276
525.905,1.258
525.915,1.244
525.925,1.285
525.935,1.325
525.945,1.342
525.955,1.363
525.965,1.321
525.975,1.176
525.985,1.033
526.005,0.985
526.015,1.004
526.025,1.036
526.035,1.04
526.045,0.995
526.055,0.922
526.065,0.869
526.075,0.833
526.085,0.816
526.095,0.836
526.105,0.903
526.115,1.011
526.125,1.164
526.135,1.354
526.145,1.505
526.155,1.438
526.165,1.18
526.175,0.947
526.185,0.838
526.195,0.789
526.205,0.781
526.215,0.814
526.225,0.891
526.235,0.993
526.245,1.067
526.255,1.122
526.265,1.212
526.275,1.287
526.285,1.266
526.295,1.155
526.305,1.003
526.315,0.908
526.325,0.916
526.335,0.974
526.345,1.011
526.355,0.983
526.365,0.897
526.375,0.81
526.385,0.764
526.395,0.775
526.405,0.824
526.415,0.891
526.425,0.955
526.435,0.985
526.445,0.98
526.455,0.96
526.465,0.943
526.475,0.926
526.485,0.909
526.495,0.899
526.505,0.9
526.515,0.91
526.525,0.9
526.535,0.869
526.545,0.867
526.555,0.898
526.565,0.908
526.575,0.871
526.585,0.827
526.595,0.812
526.605,0.815
526.615,0.803
526.625,0.742
526.635,0.651
526.645,0.584
526.655,0.574
526.665,0.603
526.675,0.654
526.685,0.711
526.695,0.768
526.705,0.824
526.715,0.862
526.725,0.885
526.735,0.901
526.745,0.91
526.755,0.919
526.765,0.926
526.775,0.898
526.785,0.837
526.795,0.793
526.805,0.771
526.815,0.76
526.825,0.765
526.835,0.771
526.845,0.768
526.855,0.763
526.865,0.759
526.875,0.762
526.885,0.776
526.895,0.787
526.905,0.789
526.915,0.794
526.925,0.792
526.935,0.782
526.945,0.773
526.955,0.777
526.965,0.8
526.975,0.827
527.205,1.037
527.215,0.984
527.225,0.959
527.235,0.919
527.245,0.874
527.255,0.846
527.265,0.834
527.275,0.832
527.285,0.835
527.295,0.799
527.305,0.733
527.315,0.705
527.325,0.674
527.335,0.655
527.345,0.671
527.355,0.691
527.365,0.703
527.375,0.706
527.385,0.695
527.395,0.684
527.405,0.702
527.415,0.74
527.425,0.787
527.435,0.838
527.445,0.883
527.455,0.912
527.465,0.924
527.475,0.932
527.485,0.949
527.495,0.956
527.505,0.927
527.515,0.871
527.525,0.835
527.535,0.845
527.545,0.872
527.555,0.866
527.565,0.827
527.575,0.782
527.585,0.756
527.595,0.755
527.605,0.776
527.615,0.821
527.625,0.884
527.635,0.949
527.645,0.987
527.655,0.981
527.665,0.963
527.675,0.966
527.685,0.98
527.695,0.974
527.705,0.959
527.715,0.962
527.725,0.99
527.735,1.044
527.745,1.079
527.755,1.038
527.765,0.974
527.775,0.977
527.785,1.018
527.795,1.048
527.805,1.097
527.815,1.177
527.825,1.232
527.835,1.22
527.845,1.157
527.855,1.103
527.865,1.08
527.875,1.043
527.885,0.968
527.895,0.898
527.905,0.865
527.915,0.853
527.925,0.832
527.935,0.802
527.945,0.784
527.955,0.793
527.965,0.821
527.975,0.863
527.985,0.914
527.995,0.933
528.005,0.929
528.015,0.912
528.025,0.886
528.035,0.87
528.045,0.841
528.055,0.793
528.065,0.745
528.075,0.708
528.085,0.691
528.095,0.692
528.105,0.71
528.115,0.734
528.125,0.745
528.135,0.724
528.145,0.704
528.155,0.707
528.165,0.706
528.175,0.705
528.185,0.711
528.195,0.73
528.205,0.778
528.215,0.853
528.225,0.935
528.235,1.013
528.245,1.088
528.255,1.146
528.265,1.174
528.275,1.166
528.285,1.136
528.295,1.086
528.305,1.006
528.315,0.902
528.325,0.839
528.335,0.822
528.345,0.828
528.355,0.845
528.365,0.855
528.375,0.853
528.385,0.864
528.395,0.912
528.405,1.009
528.415,1.124
528.425,1.199
528.435,1.236
528.445,1.277
528.455,1.301
528.465,1.262
528.475,1.202
528.485,1.196
528.495,1.259
528.505,1.373
528.515,1.534
528.525,1.674
528.535,1.666
528.545,1.464
528.555,1.167
528.565,0.991
528.575,0.962
528.585,0.969
528.595,0.994
528.605,1.091
528.615,1.279
528.625,1.478
528.635,1.554
528.645,1.487
528.655,1.386
528.665,1.334
528.675,1.272
528.685,1.149
528.695,1.035
528.705,0.947
528.715,0.897
528.725,0.885
528.735,0.815
528.745,0.717
528.755,0.67
528.765,0.675
528.775,0.725
528.785,0.775
528.795,0.793
528.805,0.783
528.815,0.777
528.825,0.79
528.835,0.811
528.845,0.833
528.855,0.851
528.865,0.857
528.875,0.847
528.885,0.821
528.895,0.789
528.905,0.76
528.915,0.726
528.925,0.681
528.935,0.654
528.945,0.66
528.955,0.694
528.965,0.749
528.975,0.806
528.985,0.828
528.995,0.81
529.005,0.816
529.015,0.852
529.025,0.896
529.035,0.941
529.045,0.991
529.055,1.047
529.065,1.104
529.075,1.162
529.085,1.213
529.095,1.242
529.105,1.253
529.115,1.255
529.125,1.251
529.135,1.239
529.145,1.218
529.155,1.187
529.165,1.141
529.175,1.082
529.185,1.024
529.195,0.982
529.205,0.951
529.215,0.917
529.225,0.877
529.235,0.855
529.245,0.845
529.255,0.83
529.265,0.832
529.275,0.857
529.285,0.887
529.295,0.903
529.305,0.906
529.315,0.899
529.325,0.887
529.335,0.881
529.345,0.893
529.355,0.929
529.365,0.981
529.375,1.015
529.385,0.997
529.395,0.935
529.405,0.866
529.415,0.827
529.425,0.848
529.435,0.919
529.445,0.978
529.455,0.923
529.465,0.748
529.475,0.631
529.485,0.618
529.495,0.649
529.505,0.7
529.515,0.737
529.525,0.757
529.535,0.807
529.545,0.889
529.555,0.974
529.565,1.041
529.575,1.077
529.585,1.089
529.595,1.089
529.605,1.075
529.615,1.045
529.625,0.995
529.635,0.936
529.645,0.891
529.655,0.892
529.665,0.937
529.675,0.992
529.685,1.045
529.695,1.059
529.705,1.036
529.715,1.021
529.725,0.996
529.735,0.947
529.745,0.882
529.755,0.825
529.765,0.787
529.775,0.747
529.785,0.721
529.795,0.748
529.805,0.828
529.815,0.934
529.825,1.029
529.835,1.101
529.845,1.148
529.855,1.164
529.865,1.146
529.875,1.098
529.885,1.063
529.895,1.084
529.905,1.136
529.915,1.127
529.925,1.026
529.935,0.898
529.945,0.792
529.955,0.725
529.965,0.691
529.975,0.675
530.045,0.72
530.055,0.804
530.065,0.897
530.075,0.926
530.085,0.948
530.095,0.998
530.105,1.05
530.115,1.064
530.125,1.058
530.135,1.041
530.145,0.993
530.155,0.968
530.165,0.966
530.175,0.949
530.185,0.939
530.195,0.916
530.205,0.873
530.215,0.876
530.225,0.926
530.235,0.97
530.245,0.984
530.255,0.974
530.265,0.94
530.275,0.888
530.285,0.862
530.295,0.897
530.305,0.966
530.315,1.044
530.325,1.141
530.335,1.283
530.345,1.465
530.355,1.567
530.365,1.427
530.375,1.081
530.385,0.809
530.395,0.692
530.405,0.631
530.415,0.598
530.425,0.596
530.435,0.626
530.445,0.684
530.455,0.77
530.465,0.864
530.475,0.938
530.485,0.991
530.495,1.049
530.505,1.12
530.515,1.174
530.525,1.213
530.535,1.257
530.545,1.305
530.555,1.298
530.565,1.245
530.575,1.211
530.585,1.172
530.595,1.1
530.605,1.005
530.615,0.935
530.625,0.894
530.635,0.869
530.645,0.858
530.655,0.847
530.665,0.824
530.675,0.791
530.685,0.778
530.695,0.802
530.705,0.838
530.715,0.864
530.725,0.866
530.735,0.859
530.745,0.859
530.755,0.873
530.765,0.883
530.775,0.888
530.785,0.913
530.795,0.963
530.805,1.032
530.815,1.077
530.825,1.091
530.835,1.096
530.845,1.072
530.855,0.994
530.865,0.916
530.875,0.908
530.885,0.945
530.895,0.983
530.905,1.006
530.915,1.02
530.925,1.022
530.935,1.001
530.945,0.963
530.955,0.931
530.965,0.929
530.975,0.942
530.985,0.929
530.995,0.885
531.005,0.857
531.015,0.88
531.025,0.908
531.035,0.882
531.045,0.832
531.055,0.794
531.065,0.776
531.075,0.772
531.085,0.795
531.095,0.829
531.105,0.869
531.115,0.918
531.125,0.965
531.135,1.01
531.145,1.043
531.155,1.058
531.165,1.039
531.175,0.988
531.185,0.934
531.195,0.875
531.205,0.803
531.215,0.73
531.225,0.69
531.235,0.702
531.245,0.72
531.255,0.72
531.265,0.711
531.275,0.71
531.285,0.736
531.295,0.798
531.305,0.916
531.315,1.03
531.325,1.093
531.335,1.115
531.345,1.109
531.355,1.073
531.365,1.006
531.375,0.933
531.385,0.882
531.395,0.859
531.405,0.881
531.415,0.931
531.425,0.974
531.435,0.963
531.445,0.88
531.455,0.764
531.465,0.72
531.475,0.748
531.485,0.808
531.495,0.896
531.505,1.015
531.515,1.127
531.525,1.149
531.535,1.041
531.545,0.928
531.555,0.916
531.565,0.963
531.575,1.011
531.585,1.024
531.595,1.003
531.605,0.964
531.615,0.92
531.625,0.866
531.635,0.814
531.645,0.78
531.655,0.77
531.665,0.794
531.675,0.847
531.685,0.92
531.695,0.954
531.705,0.91
531.715,0.811
531.725,0.735
531.735,0.713
531.745,0.711
531.755,0.681
531.765,0.646
531.775,0.647
531.785,0.674
531.795,0.726
531.805,0.8
531.815,0.876
531.825,0.949
531.835,0.989
531.845,0.999
531.855,1.006
531.865,0.996
531.875,0.922
531.885,0.821
531.895,0.793
531.905,0.845
531.915,0.919
531.925,0.954
531.935,0.952
531.945,0.962
531.955,0.995
531.965,1.017
531.975,1.012
531.985,1.008
531.995,1.014
532.015,1.017
532.025,1.002
532.035,0.968
532.045,0.946
532.055,0.901
532.065,0.856
532.075,0.867
532.085,0.928
532.095,0.99
532.105,1.016
532.115,0.997
532.125,0.958
532.135,0.926
532.145,0.917
532.155,0.923
532.165,0.924
532.175,0.924
532.185,0.923
532.195,0.922
532.205,0.927
532.215,0.949
532.225,0.975
532.235,0.967
532.245,0.939
532.255,0.95
532.265,0.964
532.275,0.938
532.285,0.897
532.295,0.848
532.305,0.806
532.315,0.796
532.325,0.814
532.335,0.826
532.345,0.824
532.355,0.821
532.365,0.818
532.375,0.822
532.385,0.856
532.395,0.928
532.405,1.026
532.415,1.134
532.425,1.223
532.435,1.289
532.445,1.313
532.455,1.286
532.465,1.221
532.475,1.137
532.485,1.036
532.495,0.938
532.505,0.865
532.515,0.829
532.525,0.822
532.535,0.819
532.545,0.815
532.555,0.8
532.565,0.778
532.575,0.773
532.585,0.784
532.595,0.793
532.605,0.787
532.615,0.759
532.625,0.743
532.635,0.757
532.645,0.795
532.655,0.862
532.665,0.961
532.675,1.076
532.685,1.214
532.695,1.341
532.705,1.43
532.715,1.479
532.725,1.506
532.735,1.552
532.745,1.638
532.755,1.773
532.765,1.889
532.775,1.832
532.785,1.619
532.795,1.426
532.805,1.367
532.815,1.372
532.825,1.387
532.835,1.388
532.845,1.36
532.855,1.355
532.865,1.42
532.875,1.498
532.885,1.561
532.895,1.617
532.905,1.658
532.915,1.71
532.925,1.764
532.935,1.773
532.945,1.718
532.955,1.633
532.965,1.531
532.975,1.41
532.985,1.291
532.995,1.214
533.005,1.144
533.015,1.057
533.025,1.019
533.035,1.017
533.045,0.998
533.055,0.962
533.065,0.914
533.075,0.864
533.085,0.84
533.095,0.854
533.105,0.886
533.115,0.912
533.125,0.924
533.135,0.931
533.145,0.923
533.155,0.889
533.165,0.856
533.175,0.835
533.185,0.784
533.195,0.71
533.205,0.647
533.215,0.649
533.225,0.713
533.235,0.796
533.245,0.827
533.255,0.805
533.265,0.832
533.275,0.9
533.285,0.935
533.295,0.93
533.305,0.908
533.315,0.847
533.325,0.807
533.335,0.848
