Depth_m,Br
61.552,0.686
61.615,0.31
61.728,0.183
61.741,0.22
61.753,0.316
61.766,0.752
61.778,1.164
61.791,1.269
61.803,0.597
61.816,0.349
61.966,0.0
61.979,0.36
61.991,0.914
62.004,1.003
62.016,1.021
62.029,1.337
62.041,1.578
62.054,1.216
62.066,0.396
62.079,0.134
62.179,0.246
62.192,0.301
62.204,0.213
62.217,0.296
62.229,0.544
62.242,0.768
62.254,0.883
62.267,0.994
62.279,0.885
62.292,1.1
62.304,1.268
62.317,1.03
62.329,0.437
62.342,0.033
62.354,0.615
62.379,0.909
62.392,1.037
62.405,0.676
62.43,0.386
62.455,0.021
62.492,0.044
62.505,0.3
62.517,0.001
62.754,0.775
62.767,1.499
62.779,1.683
62.792,1.275
62.804,0.311
63.041,0.153
63.079,0.248
63.091,0.183
63.104,0.094
63.116,0.123
63.129,0.232
63.141,0.162
63.166,0.18
63.204,0.15
63.216,0.276
63.229,0.198
63.241,0.202
63.253,0.278
63.266,0.324
63.278,0.498
63.291,0.194
63.303,0.018
63.39,0.669
63.403,0.366
63.627,0.062
63.863,0.144
63.876,0.741
63.888,1.375
63.9,1.38
63.913,1.305
63.925,0.949
63.938,0.704
63.95,0.681
63.963,0.495
63.975,0.413
63.987,0.037
64.0,0.023
64.111,0.398
64.124,0.127
64.136,0.171
64.149,0.764
64.161,0.613
64.174,0.354
64.186,0.049
64.198,0.37
64.211,0.586
64.223,0.7
64.236,0.615
64.248,0.378
64.26,0.093
64.347,0.373
64.36,1.438
64.372,0.901
64.384,0.032
64.409,0.276
64.422,0.426
64.434,0.321
64.459,0.016
64.471,0.074
64.484,0.223
64.496,0.087
64.508,0.296
64.793,0.042
64.806,0.52
64.818,0.55
64.83,0.4
64.843,0.073
64.855,0.111
64.867,0.552
64.88,0.846
64.892,1.045
64.905,0.879
64.917,0.961
64.929,0.842
64.942,1.023
64.954,1.137
64.966,0.949
64.979,0.775
64.991,0.454
65.003,0.104
65.016,0.123
65.028,0.122
65.176,0.23
65.189,1.031
65.201,1.117
65.214,1.645
65.226,1.918
65.238,2.098
65.251,1.809
65.263,0.158
65.275,0.369
65.288,0.086
65.386,0.005
65.411,0.065
65.423,0.508
65.436,0.501
65.448,0.645
65.46,0.946
65.473,1.294
65.485,1.087
65.497,1.173
65.51,1.027
65.522,0.823
65.534,1.358
65.547,1.371
65.559,1.427
65.571,1.412
65.584,1.51
65.596,1.4
65.608,0.905
65.621,0.457
65.633,0.03
65.645,0.011
65.682,0.146
65.695,0.337
65.707,0.561
65.719,1.149
65.732,0.856
65.744,0.992
65.756,0.762
65.769,0.919
65.781,0.753
65.793,0.673
65.806,0.74
65.818,0.811
65.83,0.969
65.843,1.189
65.855,1.262
65.867,1.297
65.88,0.883
65.892,0.271
65.904,0.13
65.917,0.426
65.929,0.417
65.941,0.108
65.954,0.857
65.966,0.147
66.212,0.062
66.237,0.218
66.249,0.253
66.261,0.226
66.273,0.238
66.359,0.105
66.446,0.004
66.47,0.263
66.482,0.306
66.495,0.226
66.507,0.266
66.519,0.297
66.532,0.931
66.544,0.823
66.556,0.427
66.74,0.059
66.753,0.215
66.765,0.476
66.777,0.715
66.789,0.517
66.802,0.385
66.998,0.695
67.01,0.431
67.022,0.761
67.035,0.685
67.047,0.457
67.059,0.821
67.071,1.17
67.084,1.519
67.096,2.156
67.108,2.134
67.12,2.182
67.133,1.873
67.145,1.523
67.157,0.645
67.169,0.407
67.182,0.205
67.206,0.044
67.243,0.191
67.255,0.359
67.267,0.08
67.402,0.026
67.414,0.193
67.427,0.06
67.598,0.233
67.61,0.28
67.622,0.181
67.635,0.197
67.781,0.082
67.794,0.336
67.806,0.26
68.123,0.081
68.135,0.49
68.148,0.348
68.16,0.367
68.172,0.101
68.221,0.727
68.233,1.026
68.245,1.785
68.258,1.506
68.27,0.43
68.282,0.141
68.294,0.032
68.306,0.118
68.318,0.094
68.331,0.138
68.343,0.334
68.355,0.327
68.623,0.0
68.635,0.403
68.648,0.53
68.66,0.814
68.672,1.055
68.684,0.916
68.696,0.864
68.708,1.068
68.721,1.328
68.733,1.594
68.745,1.537
68.757,1.376
68.769,0.811
68.782,0.231
68.903,0.078
68.915,0.353
68.928,0.539
68.94,0.725
68.952,0.827
68.964,0.771
68.976,0.849
68.988,0.719
69.001,0.623
69.013,0.438
69.025,0.577
69.037,0.147
69.146,0.16
69.159,0.04
69.195,0.083
69.207,0.89
69.219,1.329
69.232,1.056
69.244,1.299
69.256,1.413
69.268,1.474
69.28,1.646
69.292,1.912
69.305,2.573
69.317,3.552
69.329,3.414
69.341,2.48
69.353,1.717
69.365,1.234
69.39,1.477
69.402,1.555
69.414,1.637
69.426,1.511
69.438,0.994
69.45,0.077
69.523,0.147
69.535,0.498
69.547,0.706
69.56,1.096
69.572,1.523
69.584,1.51
69.596,1.578
69.608,1.646
69.62,1.354
69.632,1.337
69.644,0.998
69.657,0.753
69.669,0.413
69.681,0.102
70.045,0.171
70.057,0.563
70.069,0.381
70.093,0.072
70.105,0.271
70.117,0.063
70.251,0.049
70.263,0.105
70.275,0.09
70.287,0.213
70.299,0.496
70.311,0.808
70.323,1.17
70.335,1.394
70.347,1.959
70.359,1.628
70.372,1.118
70.384,0.021
70.553,0.128
70.565,0.498
70.577,0.654
70.589,1.682
70.601,1.736
70.613,1.953
70.626,1.203
70.638,0.291
70.65,0.497
70.662,0.31
70.686,0.105
70.722,0.195
70.734,0.34
70.746,0.343
70.795,0.139
70.807,0.515
70.819,0.456
70.831,0.664
70.843,0.939
70.855,0.642
70.867,0.317
70.976,0.657
70.988,1.617
71.0,1.643
71.012,1.578
71.024,1.442
71.036,1.263
71.048,1.287
71.06,1.913
71.073,2.022
71.085,1.53
71.097,1.464
71.109,1.091
71.121,1.142
71.133,0.041
71.217,0.277
71.229,0.955
71.242,0.869
71.254,0.964
71.266,0.56
71.471,0.413
71.483,1.126
71.495,1.172
71.507,1.108
71.952,0.48
71.964,1.978
71.976,2.728
71.988,3.067
72.001,2.475
72.013,2.154
72.025,1.924
72.037,2.192
72.049,1.693
72.061,1.838
72.073,1.366
72.085,0.671
72.097,0.742
72.109,0.33
72.217,0.037
72.277,0.018
72.289,0.051
72.301,0.271
72.313,0.456
72.325,0.481
72.337,0.506
72.349,0.28
72.361,0.225
72.745,0.213
72.757,1.205
72.769,1.285
72.781,1.441
72.793,1.373
72.805,0.337
72.817,0.137
73.045,0.183
73.057,0.086
73.069,0.372
73.081,0.487
73.093,0.942
73.105,1.29
73.117,0.107
73.129,0.029
73.273,0.422
73.285,0.719
73.297,0.624
73.309,0.334
73.321,0.001
73.68,0.019
73.692,0.3
73.704,0.5
73.716,0.885
73.728,1.348
73.74,1.246
73.752,0.373
73.8,0.552
73.812,0.379
73.824,0.41
73.836,0.658
73.86,0.276
73.919,0.37
73.931,0.419
73.943,0.424
73.955,0.514
73.967,0.575
73.979,0.461
74.134,0.097
74.146,0.135
74.158,0.11
74.17,0.119
74.182,0.402
74.194,0.62
74.206,0.64
74.218,0.59
74.23,0.51
74.242,0.515
74.349,0.196
74.361,0.405
74.373,0.616
74.385,0.31
74.397,0.199
74.409,0.006
74.421,0.418
74.433,0.602
74.445,0.241
74.54,1.582
74.552,1.919
74.564,1.36
74.588,1.692
74.6,2.488
74.624,2.905
74.648,3.105
74.66,2.543
74.672,2.336
74.683,1.711
74.695,0.586
74.707,0.252
74.791,0.18
74.803,0.33
74.815,0.324
74.827,0.206
74.838,0.054
74.981,0.171
74.993,0.399
75.005,0.887
75.017,1.404
75.029,1.323
75.041,1.379
75.053,1.559
75.065,1.391
75.077,2.585
75.089,2.61
75.101,3.023
75.113,2.238
75.124,0.994
75.136,1.307
75.148,0.905
75.16,0.121
75.255,0.081
75.267,0.206
75.279,0.387
75.291,0.677
75.303,0.932
75.315,1.159
75.327,1.528
75.339,1.685
75.351,1.467
75.363,1.003
75.374,0.388
75.446,0.537
75.458,0.536
75.47,0.61
75.481,0.629
75.493,0.469
75.505,0.736
75.517,0.359
75.541,1.114
75.553,1.023
75.565,1.161
75.577,1.109
75.588,2.067
75.6,1.192
75.612,0.099
76.028,0.099
76.04,0.709
76.052,1.044
76.064,1.175
76.076,0.95
76.088,1.242
76.099,0.918
76.111,0.721
76.123,0.135
76.183,0.012
76.194,0.455
76.206,0.694
76.218,1.128
76.23,0.998
76.242,1.237
76.254,1.306
76.266,1.509
76.278,1.566
76.289,1.951
76.301,2.6
76.313,2.385
76.325,2.408
76.337,1.939
76.349,1.061
76.361,0.923
76.372,0.321
76.384,0.192
76.396,0.179
76.408,0.165
76.432,0.006
76.456,0.334
76.467,0.582
76.479,1.109
76.491,1.119
76.503,1.413
76.515,1.611
76.527,1.795
76.539,1.539
76.55,0.791
76.562,0.882
76.574,1.394
76.586,1.474
76.61,1.574
76.622,1.063
76.633,1.475
76.645,1.807
76.657,2.252
76.669,2.004
76.681,1.411
76.693,0.005
76.704,0.116
77.013,0.252
77.024,0.624
77.036,1.014
77.048,1.646
77.06,1.823
77.072,1.743
77.084,1.673
77.095,2.253
77.107,2.116
77.119,0.803
77.131,0.334
77.143,0.145
77.155,0.458
77.166,0.306
77.474,0.166
77.486,0.405
77.498,0.207
77.64,0.089
77.651,0.494
77.663,0.637
77.675,0.775
77.687,0.745
77.699,0.688
77.71,0.885
77.722,0.351
77.923,0.566
77.935,1.164
77.947,1.378
77.959,1.185
77.97,1.253
77.982,0.961
77.994,1.314
78.006,1.271
78.018,1.546
78.029,1.655
78.041,1.271
78.053,0.256
78.183,0.238
78.195,0.571
78.206,0.719
78.218,0.657
78.23,0.343
78.242,0.427
78.254,0.311
78.265,0.003
78.383,0.3
78.395,0.799
78.407,0.939
78.419,0.851
78.431,0.916
78.442,0.984
78.454,1.075
78.466,0.655
78.525,0.3
78.537,0.189
78.678,0.005
78.749,0.042
78.761,0.25
78.773,0.671
78.784,1.258
78.796,1.19
78.808,0.742
79.702,0.275
79.714,0.737
79.726,1.094
79.738,1.013
79.749,1.332
79.761,0.734
79.89,0.177
79.925,0.002
80.149,0.021
80.184,0.187
80.196,0.515
80.207,0.928
80.219,0.326
80.723,0.407
80.735,0.726
80.747,1.114
80.759,1.625
80.77,1.619
80.782,1.36
80.794,1.035
80.805,0.652
80.817,0.79
80.829,0.345
80.899,0.146
80.911,0.466
80.923,1.22
80.934,1.453
80.946,1.264
80.958,1.434
80.97,0.384
80.981,0.174
81.438,1.403
81.45,2.744
81.461,2.869
81.473,3.284
81.485,4.156
81.496,4.653
81.508,5.177
81.52,5.892
81.531,4.843
81.543,4.61
81.555,4.483
81.567,4.981
81.578,4.715
81.59,4.156
81.602,2.729
81.613,2.225
81.625,2.848
81.637,2.218
81.648,1.597
81.66,0.759
81.672,0.328
81.683,0.32
81.789,0.528
81.8,1.666
81.812,1.666
81.824,1.795
81.835,1.899
81.847,2.084
81.859,1.462
81.87,0.822
81.882,0.538
81.894,0.386
81.906,0.452
81.917,0.65
81.929,0.862
81.941,1.017
81.952,0.877
81.964,0.605
81.976,0.215
81.987,0.2
81.999,0.124
82.046,0.509
82.058,0.988
82.069,0.681
82.081,0.32
82.244,0.723
82.256,1.577
82.268,2.158
82.279,2.92
82.291,2.787
82.303,1.578
82.314,0.683
82.56,0.0
82.606,0.359
82.618,0.23
82.735,0.837
82.746,1.447
82.758,1.671
82.77,1.805
82.781,2.097
82.793,2.451
82.805,2.186
82.816,1.352
82.828,0.724
82.84,0.086
82.968,0.216
82.979,0.973
82.991,0.823
83.003,1.087
83.014,1.583
83.026,1.736
83.038,1.011
83.131,1.015
83.143,1.082
83.154,1.183
83.166,0.905
83.178,0.854
83.189,0.864
83.201,0.882
83.213,0.858
83.224,0.426
83.236,0.212
83.376,0.03
83.387,0.528
83.399,0.591
83.411,0.79
83.422,1.027
83.434,1.221
83.445,1.362
83.457,1.528
83.469,1.589
83.48,1.626
83.492,1.467
83.504,1.297
83.515,1.171
83.527,1.06
83.539,0.521
83.806,0.019
83.818,0.819
83.83,1.273
83.841,1.737
83.853,2.301
83.865,2.203
83.876,2.042
83.888,1.825
83.899,1.03
83.911,0.012
84.109,0.44
84.12,1.37
84.132,0.764
84.144,0.276
84.155,0.489
84.167,0.085
84.341,0.5
84.353,1.571
84.364,1.934
84.376,1.502
84.388,0.91
84.399,0.384
84.411,0.165
84.434,0.215
84.446,0.226
84.562,0.718
84.573,1.12
84.585,1.866
84.597,1.863
84.608,1.82
84.62,1.568
84.632,1.625
84.643,1.695
84.655,1.648
84.666,1.572
84.678,1.226
84.69,0.879
84.701,0.661
84.713,0.141
84.864,0.18
84.875,0.273
84.887,0.062
84.968,0.161
84.991,1.088
85.003,1.749
85.015,1.315
85.026,1.685
85.038,2.346
85.049,2.594
85.061,3.124
85.073,3.383
85.084,3.604
85.096,3.767
85.107,4.518
85.119,4.995
85.131,5.201
85.142,5.285
85.154,4.473
85.165,3.013
85.177,1.562
85.189,0.454
85.2,0.015
85.258,0.212
85.27,0.606
85.281,0.844
85.293,1.4
85.305,1.886
85.316,2.86
85.328,2.852
85.339,2.344
85.351,1.707
85.363,0.666
85.421,0.102
85.432,0.551
85.444,0.343
85.455,0.63
85.467,0.524
85.479,0.404
85.49,0.135
85.502,0.259
85.687,1.385
85.699,1.592
85.71,0.203
85.722,0.444
85.93,0.056
85.942,0.252
85.953,0.129
85.965,0.023
85.977,0.176
86.173,0.086
86.185,0.001
86.197,0.342
86.208,0.503
86.22,0.758
86.231,0.838
86.243,0.987
86.254,0.858
86.266,0.545
86.278,0.066
86.416,0.971
86.428,0.87
86.44,1.158
86.451,2.346
86.463,3.347
86.474,3.075
86.486,2.118
86.497,1.581
86.509,0.75
86.682,0.396
86.694,0.641
86.706,0.75
86.717,0.925
86.729,0.962
86.74,0.81
86.752,0.492
86.879,0.265
86.89,0.718
86.902,1.052
86.914,1.518
86.925,1.851
86.937,1.871
86.948,0.203
87.029,0.34
87.041,0.461
87.052,0.571
87.064,0.47
87.075,0.704
87.087,0.988
87.098,1.305
87.11,1.252
87.122,1.016
87.133,0.712
87.145,0.336
87.295,0.295
87.306,0.969
87.318,1.765
87.329,1.874
87.341,0.729
87.352,0.699
87.364,0.668
87.376,1.257
87.387,1.256
87.399,0.377
87.791,0.681
87.802,1.091
87.814,1.074
87.826,0.446
87.837,0.334
87.987,0.506
87.998,1.057
88.01,1.202
88.022,1.176
88.033,1.662
88.045,1.642
88.056,1.438
88.068,0.454
88.079,0.147
88.114,0.488
88.125,0.742
88.137,0.539
88.148,1.132
88.16,1.758
88.171,1.54
88.183,1.099
88.194,1.332
88.206,1.22
88.217,1.191
88.229,0.304
88.264,0.066
88.275,1.092
88.287,2.16
88.298,2.519
88.31,2.346
88.321,2.21
88.333,2.105
88.344,2.087
88.356,2.302
88.367,1.957
88.379,1.465
88.39,1.124
88.402,0.471
88.471,0.409
88.482,0.581
88.494,0.686
88.506,0.38
88.529,0.318
88.632,0.102
88.644,0.071
88.655,0.128
88.667,0.435
88.678,1.305
88.69,1.112
88.701,0.986
88.713,0.769
88.724,0.884
88.736,1.695
88.747,2.265
88.759,1.921
88.77,2.554
88.782,1.879
88.793,0.792
88.805,0.764
88.816,0.352
89.024,0.236
89.035,0.747
89.047,0.945
89.058,1.255
89.07,1.223
89.081,0.398
89.265,0.072
89.277,1.394
89.288,1.323
89.3,1.244
89.311,0.891
89.323,0.688
89.334,0.22
89.403,0.289
89.415,1.639
89.426,2.392
89.438,2.855
89.449,3.052
89.461,2.774
89.472,2.758
89.484,3.159
89.495,3.297
89.507,2.97
89.518,2.003
89.529,0.804
89.644,0.144
89.656,0.078
89.667,0.043
89.909,0.089
89.92,0.711
89.932,0.439
89.943,0.111
89.977,0.061
89.989,0.287
90.0,0.457
90.012,0.562
90.023,0.861
90.035,0.983
90.046,1.195
90.058,1.421
90.069,1.915
90.081,2.315
90.092,2.252
90.104,2.137
90.115,2.24
90.127,2.381
90.138,1.959
90.15,1.756
90.161,1.235
90.173,0.335
90.184,0.345
90.287,0.615
90.299,1.282
90.31,1.011
90.322,0.728
90.333,0.857
90.345,0.849
90.356,0.749
90.368,0.426
90.379,0.36
90.391,0.346
90.402,0.432
90.414,0.395
90.425,0.411
90.437,0.136
90.528,0.181
90.54,0.567
90.551,1.038
90.563,1.471
90.574,2.288
90.586,1.831
90.609,1.041
90.62,0.745
90.632,0.813
90.643,0.953
90.666,1.677
90.677,1.818
90.689,1.576
90.7,1.217
90.712,0.332
90.781,0.076
90.792,0.294
90.804,0.241
90.815,0.208
90.827,0.525
90.838,1.155
90.85,1.369
90.861,0.45
91.01,0.262
91.021,0.223
91.033,0.114
91.044,0.049
91.308,0.103
91.319,0.367
91.331,0.093
91.365,0.503
91.377,0.489
91.388,0.897
91.399,1.311
91.411,0.751
91.422,0.818
91.445,0.036
91.583,0.283
91.594,0.466
91.606,0.896
91.617,0.905
91.628,0.935
91.64,0.604
91.651,0.445
91.663,0.285
91.674,0.149
91.743,0.586
91.754,1.068
91.766,2.032
91.777,3.135
91.789,2.6
91.8,2.805
91.812,2.746
91.823,2.974
91.834,2.99
91.846,2.46
91.869,2.467
91.88,2.394
91.892,2.056
91.903,2.078
91.915,2.044
91.926,0.762
92.017,0.857
92.029,1.235
92.04,1.335
92.052,1.515
92.063,1.334
92.075,1.199
92.086,1.184
92.098,1.257
92.109,0.927
92.12,0.214
92.326,0.756
92.338,1.197
92.349,1.856
92.361,1.196
92.646,0.433
92.658,0.792
92.681,0.649
92.703,0.575
92.726,0.497
92.749,0.879
92.761,1.814
92.772,2.565
92.783,2.073
92.795,0.934
92.909,0.181
92.92,0.565
92.932,0.94
92.943,1.161
92.955,0.924
92.966,0.934
92.977,0.403
92.989,0.17
93.343,0.81
93.354,0.915
93.366,0.921
93.377,0.507
93.4,0.021
93.571,0.019
93.582,0.136
93.594,0.176
93.605,0.166
93.617,0.156
93.628,0.038
93.639,0.059
93.651,0.077
93.662,0.128
93.674,0.012
93.81,0.422
93.822,1.529
93.833,1.57
93.845,1.076
93.856,1.117
93.867,1.031
93.879,0.823
93.89,0.776
93.902,0.206
93.924,0.061
93.936,0.308
94.05,0.319
94.061,0.573
94.072,0.538
94.084,0.284
94.095,0.335
94.107,0.635
94.118,0.847
94.129,1.144
94.141,1.19
94.152,1.076
94.164,0.756
94.175,0.598
94.186,0.151
94.3,0.195
94.312,0.419
94.323,0.378
94.335,0.485
94.346,0.121
94.551,0.199
94.562,0.411
94.574,0.872
94.585,0.982
94.596,0.975
94.608,1.068
94.619,0.774
94.631,0.75
94.642,0.479
94.653,0.387
94.665,0.257
94.676,0.226
94.767,0.694
94.779,1.259
94.79,1.022
94.801,0.438
94.813,0.536
94.824,0.398
94.835,0.185
94.858,0.136
94.904,0.005
94.938,0.852
94.949,1.763
94.961,2.815
94.972,3.714
94.983,4.711
94.995,4.609
95.006,4.398
95.017,4.9
95.029,4.953
95.04,5.333
95.052,5.017
95.063,4.291
95.074,3.171
95.086,2.175
95.097,1.223
95.108,1.086
95.12,0.678
95.131,0.122
95.211,0.069
95.222,0.408
95.234,0.65
95.245,0.869
95.256,0.827
95.268,0.814
95.279,0.739
95.29,0.627
95.302,0.683
95.472,0.194
95.484,0.621
95.495,1.044
95.507,0.959
95.518,0.538
95.529,0.093
95.711,0.456
95.722,0.924
95.734,0.822
95.745,0.981
95.757,1.316
95.768,2.386
95.779,3.069
95.791,2.415
95.802,0.948
95.813,0.084
95.825,0.012
96.04,0.295
96.052,0.518
96.063,0.664
96.074,0.99
96.086,1.259
96.097,1.462
96.109,1.466
96.12,1.086
96.131,1.129
96.143,1.247
96.154,1.274
96.165,1.505
96.177,1.408
96.188,1.045
96.199,0.592
96.211,0.472
96.222,0.47
96.233,0.913
96.245,0.87
96.256,0.656
96.302,0.004
96.313,0.418
96.324,0.923
96.336,1.11
96.347,1.38
96.358,1.186
96.37,0.505
96.517,0.272
96.529,2.194
96.54,1.913
96.551,1.677
96.563,1.025
96.585,0.028
96.846,0.138
96.858,0.52
96.869,0.473
96.96,0.985
96.971,1.16
96.982,0.382
96.994,0.354
97.005,0.27
97.016,0.071
97.05,0.095
97.232,0.035
97.243,0.039
97.254,0.176
97.266,0.143
97.288,0.312
97.3,0.647
97.311,1.109
97.322,0.897
97.334,0.842
97.345,0.804
97.356,0.691
97.368,0.862
97.379,0.827
97.843,0.32
97.855,0.563
97.866,0.56
97.877,0.84
97.888,0.766
97.9,0.91
97.911,0.79
97.922,0.308
98.092,0.134
98.126,0.069
98.137,0.249
98.149,0.335
98.16,0.265
98.171,0.266
98.183,0.485
98.194,0.211
98.319,0.33
98.33,0.795
98.341,0.966
98.352,1.188
98.364,1.206
98.375,1.213
98.386,1.256
98.398,0.701
98.409,0.285
98.59,1.057
98.601,0.916
98.613,0.254
98.624,0.2
98.635,0.245
98.816,0.283
98.906,0.143
98.918,0.064
99.11,0.166
99.121,0.045
99.132,0.327
99.144,0.846
99.155,1.116
99.166,1.465
99.178,2.312
99.189,2.568
99.2,2.834
99.211,2.333
99.223,1.813
99.234,1.304
99.245,0.686
99.392,0.424
99.403,0.86
99.415,1.105
99.426,1.139
99.437,1.103
99.449,1.171
99.46,1.457
99.471,1.595
99.482,0.67
99.618,0.134
99.629,0.292
99.641,0.837
99.652,1.05
99.663,1.738
99.674,2.479
99.686,2.524
99.697,2.887
99.708,2.925
99.72,3.006
99.731,2.875
99.753,1.895
99.765,0.593
99.776,0.117
99.878,0.427
99.889,0.662
99.9,0.741
99.911,0.746
99.923,0.562
99.934,0.695
99.945,0.96
99.956,1.096
99.968,0.651
99.979,0.203
100.137,0.093
100.238,0.456
100.25,0.848
100.261,0.572
100.317,0.036
100.329,0.055
100.34,0.049
100.351,0.119
100.362,0.117
100.374,0.149
100.385,0.722
100.396,1.043
100.408,1.275
100.419,0.878
100.43,0.52
100.441,0.024
100.52,0.828
100.532,1.477
100.543,1.144
100.554,1.086
100.565,1.136
100.577,1.176
100.588,1.302
100.599,2.006
100.61,2.156
100.622,2.319
100.633,2.454
100.644,2.224
100.655,1.621
100.667,0.918
100.678,0.199
100.87,1.184
100.881,1.269
100.892,1.444
100.993,0.75
101.005,1.255
101.016,1.7
101.027,2.255
101.039,2.484
101.05,2.61
101.061,2.226
101.072,2.099
101.084,1.442
101.095,0.889
101.106,0.478
101.117,0.398
101.129,0.321
101.14,0.107
101.151,0.077
101.174,0.017
101.207,0.097
101.219,0.766
101.23,1.545
101.241,1.683
101.252,1.013
101.264,0.851
101.275,1.789
101.286,2.32
101.297,2.624
101.309,3.118
101.32,3.417
101.331,3.892
101.343,4.338
101.354,3.484
101.365,2.236
101.376,0.863
101.59,0.063
101.601,0.172
101.613,0.688
101.624,1.413
101.635,1.461
101.646,1.803
101.658,2.348
101.669,2.314
101.68,2.377
101.691,2.364
101.703,2.498
101.714,2.438
101.725,2.304
101.736,1.809
101.748,1.204
101.759,0.562
101.804,0.008
101.961,0.423
101.972,1.451
101.984,1.2
102.164,0.287
102.175,0.397
102.186,0.568
102.197,0.658
102.209,0.92
102.22,0.847
102.231,1.011
102.242,1.244
102.254,0.776
102.433,0.206
102.445,0.277
102.456,0.396
102.467,0.354
102.478,0.551
102.49,0.888
102.501,1.023
102.512,0.756
102.523,0.263
102.68,0.212
102.692,0.56
102.703,0.793
102.714,1.075
102.725,1.474
102.737,1.755
102.748,2.004
102.759,2.056
102.77,1.765
102.782,0.375
102.793,0.152
102.939,0.871
102.95,1.025
102.961,0.552
102.972,0.071
102.984,0.055
102.995,0.36
103.006,0.56
103.017,0.865
103.029,1.218
103.04,1.57
103.051,1.979
103.062,2.317
103.073,2.646
103.085,3.24
103.096,3.522
103.107,3.501
103.118,1.497
103.231,0.014
103.242,1.258
103.253,2.792
103.264,2.585
103.276,2.537
103.287,0.933
103.298,0.211
103.511,0.623
103.522,0.569
103.534,0.697
103.545,0.679
103.657,0.835
103.668,1.26
103.679,0.765
103.691,0.459
103.702,0.309
103.814,0.167
103.825,0.98
103.836,1.605
103.848,2.643
103.859,3.905
103.87,3.417
103.881,2.1
103.892,1.898
103.904,1.475
103.915,0.849
103.926,0.142
104.15,1.012
104.161,0.885
104.173,0.641
104.184,0.081
104.296,0.303
104.307,0.696
104.318,0.79
104.329,0.459
104.341,0.203
104.352,0.196
104.766,0.697
104.777,0.787
104.789,0.986
104.8,1.091
104.811,1.363
104.822,1.44
104.833,1.356
104.845,1.106
104.856,0.833
104.867,0.588
104.878,0.326
104.901,0.016
104.912,0.1
104.923,0.007
104.945,0.081
104.957,0.062
104.979,0.57
104.99,0.997
105.001,1.192
105.013,1.146
105.024,1.219
105.035,1.393
105.046,1.051
105.057,0.979
105.068,0.975
105.08,0.91
105.091,0.793
105.102,0.827
105.113,0.667
105.124,0.455
105.136,0.072
105.259,0.134
105.27,0.443
105.281,0.782
105.292,0.902
105.303,0.933
105.315,0.908
105.326,1.133
105.337,1.336
105.348,1.498
105.359,1.631
105.371,1.599
105.382,0.973
105.393,0.378
105.527,0.315
105.538,0.917
105.55,1.091
105.561,1.313
105.572,1.166
105.583,1.111
105.594,1.09
105.605,1.079
105.617,1.362
105.628,0.835
105.65,0.275
105.807,0.094
105.818,1.408
105.829,1.15
106.242,0.207
106.254,0.262
106.265,0.125
106.276,0.764
106.287,1.332
106.298,0.674
106.321,0.281
106.332,0.435
106.343,0.562
106.421,0.209
106.432,0.325
106.444,0.791
106.455,1.2
106.466,1.693
106.477,1.986
106.488,1.904
106.499,2.11
106.51,1.972
106.522,1.637
106.533,1.739
106.544,1.439
106.555,1.21
106.566,0.827
106.577,0.616
106.589,0.591
106.6,0.564
106.611,0.334
106.622,0.255
106.644,0.076
106.656,0.09
106.667,0.047
106.678,0.634
106.689,1.41
106.7,1.38
106.711,0.64
106.723,1.095
106.734,1.673
106.745,2.256
106.756,1.862
106.767,0.564
106.778,1.062
106.79,0.639
106.801,0.017
106.946,0.898
106.957,1.667
106.968,1.914
106.979,1.753
106.99,1.678
107.002,1.75
107.013,1.663
107.024,1.708
107.035,1.573
107.046,1.067
107.057,0.432
107.414,3.557
107.426,4.364
107.437,3.923
107.448,3.657
107.459,3.309
107.47,3.563
107.481,2.682
107.492,1.217
107.615,0.056
107.626,1.001
107.637,1.186
107.649,1.22
107.66,1.32
107.671,1.52
107.682,1.715
107.693,1.846
107.704,1.959
107.715,2.641
107.727,2.033
107.738,1.455
107.749,0.53
107.76,0.767
107.771,1.018
107.782,1.037
107.793,0.937
107.805,0.322
107.905,0.089
107.916,0.112
107.927,0.168
107.938,0.069
107.949,0.057
108.161,0.001
108.44,0.124
108.451,0.064
108.462,0.221
108.473,0.261
108.484,0.843
108.495,1.096
108.506,1.334
108.518,0.829
108.529,0.306
108.54,0.583
108.551,0.58
108.562,0.614
108.573,0.632
108.584,0.45
108.596,0.296
108.607,0.469
108.618,0.529
108.629,0.492
108.64,0.155
108.662,0.002
108.673,0.423
108.685,0.683
108.696,0.694
108.707,0.966
108.718,0.835
108.729,0.61
108.74,0.285
109.041,0.323
109.052,0.955
109.063,1.097
109.074,0.855
109.085,0.253
109.296,0.257
109.308,0.37
109.319,0.809
109.33,1.508
109.341,2.382
109.352,1.943
109.363,2.399
109.374,2.705
109.385,2.864
109.397,2.551
109.408,2.798
109.419,2.94
109.43,3.18
109.441,3.392
109.452,3.556
109.463,3.613
109.474,2.799
109.486,1.843
109.497,1.188
109.508,1.087
109.519,0.737
109.53,0.663
109.541,0.802
109.552,0.336
109.563,0.516
109.575,1.061
109.586,1.407
109.597,1.224
109.608,0.277
109.619,0.355
109.63,0.3
109.641,0.601
109.652,0.121
109.675,0.039
109.975,0.339
109.986,0.905
109.997,0.95
110.008,0.888
110.019,0.793
110.03,0.789
110.041,0.892
110.052,0.804
110.064,0.665
110.319,0.024
110.408,0.357
