Depth_m,Br
426.587,1.669
426.598,1.689
426.608,1.847
426.619,1.768
426.63,2.092
426.641,2.241
426.652,2.702
426.663,1.794
426.674,0.104
427.013,0.001
427.024,0.265
427.035,0.507
427.046,0.721
427.057,0.998
427.068,1.46
427.079,1.485
427.09,1.495
427.101,1.717
427.112,2.027
427.123,0.957
427.134,0.352
427.145,0.132
427.177,0.019
427.188,0.198
427.199,0.304
427.21,0.392
427.221,0.281
427.232,0.16
427.243,0.509
427.254,1.266
427.265,2.255
427.276,2.197
427.287,1.924
427.298,1.438
427.309,0.211
427.32,0.961
427.331,0.685
427.342,0.205
427.484,0.093
427.495,0.294
427.56,0.368
427.571,0.454
427.582,0.309
427.768,0.305
427.779,0.726
427.79,0.763
427.801,0.617
427.812,0.643
427.823,0.389
427.954,0.065
427.965,0.154
427.976,0.268
427.987,0.367
427.998,0.39
428.009,0.256
428.02,0.161
428.031,0.058
428.14,0.618
428.151,1.788
428.162,2.862
428.173,2.884
428.184,1.755
428.217,0.02
428.228,0.089
428.239,0.123
428.359,0.26
428.37,0.351
428.381,0.248
428.392,0.952
428.403,1.632
428.414,2.385
428.425,1.517
428.436,0.938
428.447,0.416
428.545,0.488
428.556,0.837
428.567,1.351
428.578,1.683
428.589,1.494
428.6,1.114
428.611,1.255
428.622,2.33
428.633,2.726
428.643,2.634
428.654,2.348
428.665,1.585
428.676,0.752
428.687,0.047
428.775,0.406
428.786,0.266
428.829,0.345
428.84,0.357
428.851,0.327
428.862,0.225
428.873,0.285
428.884,0.19
429.015,0.198
429.026,0.308
429.037,0.624
429.048,0.668
429.059,0.635
429.07,0.497
429.081,0.17
429.092,0.235
429.103,0.128
429.114,0.177
429.234,0.673
429.245,0.688
429.256,0.275
429.617,0.077
429.628,1.181
429.639,1.603
429.65,0.399
429.748,0.143
429.77,0.126
429.869,0.237
429.88,0.693
429.891,0.817
429.902,0.843
429.913,0.048
430.066,0.249
430.077,0.537
430.088,0.703
430.099,0.752
430.11,0.857
430.12,0.492
430.131,0.47
430.142,0.909
430.153,1.289
430.164,1.783
430.175,1.519
430.186,0.81
430.317,0.201
430.328,0.628
430.339,0.677
430.35,0.697
430.361,0.687
430.372,0.704
430.383,1.233
430.394,1.588
430.405,1.69
430.416,1.819
430.427,1.972
430.438,2.124
430.449,2.218
430.46,1.976
430.471,1.381
430.482,0.764
430.492,0.166
430.503,0.229
430.514,0.276
430.613,0.118
430.624,0.482
430.635,0.766
430.646,0.958
430.657,1.452
430.668,1.965
430.678,1.857
430.689,0.978
430.7,0.101
430.711,0.159
430.722,0.203
430.733,0.476
430.744,0.725
430.755,0.68
430.766,0.502
430.777,0.215
430.788,0.131
430.799,0.075
430.865,0.357
430.919,0.13
431.04,0.395
431.051,0.574
431.061,0.99
431.072,1.104
431.083,1.304
431.094,1.533
431.105,1.639
431.116,1.845
431.127,1.733
431.138,1.28
431.149,0.733
431.16,0.206
431.171,0.065
431.182,0.249
431.193,0.347
431.204,0.303
431.215,0.683
431.226,0.584
431.237,0.144
431.335,0.024
431.346,0.237
431.357,0.174
431.368,0.291
431.379,0.329
431.39,0.409
431.401,0.398
431.543,0.375
431.554,0.595
431.565,0.406
431.576,0.408
431.587,0.599
431.598,0.638
431.608,0.501
431.619,0.317
431.63,0.122
431.641,0.013
431.849,0.348
431.86,0.5
431.871,0.577
431.882,0.626
431.893,0.774
431.904,0.652
431.915,0.813
431.926,0.506
431.937,0.648
431.948,0.376
431.959,0.513
431.97,0.393
431.98,0.412
431.991,0.456
432.002,0.382
432.013,0.396
432.024,0.479
432.035,0.987
432.046,0.936
432.057,0.843
432.068,0.792
432.079,1.06
432.09,1.252
432.101,1.349
432.112,1.37
432.123,1.334
432.134,0.995
432.145,0.584
432.156,0.216
432.166,0.076
432.177,0.273
432.188,0.155
432.199,0.434
432.21,0.978
432.221,1.418
432.232,0.247
432.265,0.211
432.276,0.622
432.287,0.925
432.298,1.474
432.309,1.673
432.32,1.72
432.331,1.72
432.342,1.724
432.352,1.985
432.363,2.203
432.374,2.015
432.385,1.805
432.396,1.349
432.407,0.692
432.418,0.481
432.429,0.44
432.44,0.716
432.451,0.642
432.659,0.044
432.67,0.104
432.681,0.231
432.692,0.111
432.703,0.356
432.714,0.107
432.724,0.587
432.735,0.363
432.823,0.01
432.845,0.242
432.856,0.383
432.867,0.409
432.878,0.294
432.889,0.838
432.9,0.914
432.91,0.805
432.921,0.63
432.932,0.61
432.943,0.58
432.954,0.646
433.14,0.286
433.151,0.77
433.162,0.39
433.184,0.193
433.195,0.744
433.206,0.832
433.217,1.527
433.228,1.977
433.239,1.478
433.25,0.486
433.261,0.048
433.436,0.329
433.446,0.637
433.457,0.766
433.468,0.601
433.622,0.032
433.633,0.618
433.643,0.644
433.654,0.224
433.72,0.267
433.731,1.093
433.742,0.404
433.764,0.241
433.775,0.354
433.786,0.349
433.797,0.126
434.092,0.26
434.103,0.424
434.114,0.734
434.125,0.863
434.136,0.47
434.147,0.157
434.212,0.183
434.223,0.532
434.234,0.735
434.245,1.152
434.256,1.563
434.267,1.647
434.278,1.632
434.289,1.612
434.3,1.582
434.311,1.507
434.322,0.659
434.464,0.085
434.475,0.222
434.486,0.192
434.497,0.347
434.508,0.256
434.519,0.336
434.738,0.023
434.748,0.427
434.759,0.48
434.77,0.693
434.781,0.398
434.792,0.13
434.924,0.193
434.967,0.194
434.978,0.432
434.989,0.637
435.0,0.578
435.011,0.452
435.022,0.303
435.088,0.055
435.099,0.311
435.11,0.275
435.12,0.163
435.131,0.267
435.142,0.871
435.153,1.339
435.372,0.221
435.383,0.684
435.394,1.08
435.405,1.169
435.416,1.263
435.427,1.312
435.438,1.464
435.449,1.042
435.46,0.723
435.471,0.196
435.635,0.375
435.646,0.764
435.657,0.301
435.711,0.291
435.722,0.156
435.821,0.079
435.832,0.446
435.843,1.039
435.854,1.244
435.865,1.198
435.875,1.263
435.886,1.256
435.897,1.335
435.908,1.415
435.919,1.261
435.93,0.978
435.941,0.509
436.007,0.158
436.018,0.095
436.029,0.061
436.04,0.135
436.05,0.242
436.061,0.386
436.072,0.218
436.083,0.37
436.094,0.526
436.105,0.759
436.116,0.731
436.127,0.822
436.138,0.817
436.149,0.718
436.16,0.473
436.171,0.362
436.182,0.118
436.193,0.118
436.204,0.131
436.269,0.308
436.28,0.565
436.291,0.741
436.302,0.704
436.313,0.712
436.324,0.431
436.335,0.525
436.346,0.633
436.51,0.104
436.521,1.001
436.532,1.288
436.543,0.58
436.565,0.294
436.576,0.511
436.587,0.989
436.598,1.039
436.608,0.72
436.619,0.469
436.63,0.455
436.641,1.071
436.652,1.279
436.674,1.472
436.685,1.229
436.696,0.181
437.046,0.246
437.057,0.627
437.068,0.709
437.079,0.849
437.09,1.335
437.101,1.712
437.112,2.273
437.123,2.701
437.134,2.565
437.145,3.022
437.156,3.103
437.166,3.3
437.177,3.077
437.188,2.963
437.199,2.829
437.21,2.596
437.221,2.515
437.232,2.405
437.243,2.618
437.254,2.253
437.265,1.448
437.287,0.87
437.298,0.414
437.374,0.367
437.385,0.774
437.396,1.095
437.407,1.123
437.418,1.085
437.429,0.899
437.44,0.719
437.451,0.426
437.462,0.336
437.473,0.207
437.637,0.077
437.648,0.445
437.659,0.628
437.67,0.795
437.681,1.099
437.692,1.26
437.703,1.586
437.713,1.944
437.724,2.758
437.735,2.524
437.746,2.522
437.757,2.09
437.768,1.555
437.779,1.631
437.79,1.305
437.801,0.826
437.812,0.539
437.823,0.097
437.921,0.087
437.932,0.462
437.943,0.588
437.954,0.828
437.965,1.681
437.976,1.907
437.987,2.384
437.998,1.519
438.009,0.897
438.02,0.877
438.031,1.177
438.042,0.935
438.053,0.644
438.064,0.419
438.075,0.22
438.129,0.217
438.14,0.598
438.151,0.359
438.162,0.046
438.195,0.269
438.337,0.319
438.348,0.306
438.359,0.098
438.512,0.095
438.523,0.313
438.534,1.137
438.556,1.612
438.567,2.038
438.578,1.643
438.589,0.704
438.6,0.087
438.764,0.174
438.775,0.346
438.786,0.815
438.797,0.654
438.808,0.332
438.873,0.068
438.884,0.482
438.895,0.313
438.928,0.2
438.939,0.153
438.95,0.035
438.961,0.013
439.037,0.074
439.048,0.212
439.059,0.355
439.07,0.647
439.081,1.051
439.092,1.308
439.103,1.751
439.114,1.698
439.125,0.981
439.278,0.293
439.289,0.777
439.3,0.759
439.311,0.121
439.42,0.387
439.431,0.644
439.442,0.754
439.453,0.496
439.464,0.219
439.475,0.286
439.486,0.427
439.497,0.578
439.508,0.823
439.519,0.641
439.53,0.753
439.541,0.283
439.661,0.056
439.672,0.346
439.683,0.471
439.694,0.679
439.705,1.166
439.716,1.251
439.727,1.079
439.738,1.107
439.748,1.292
439.759,1.107
439.77,0.334
439.803,0.032
440.252,0.055
440.285,0.287
440.296,0.536
440.306,0.292
440.317,0.388
440.328,0.711
440.339,0.757
440.35,0.784
440.361,0.915
440.372,1.482
440.383,1.177
440.624,0.215
440.635,0.941
440.646,0.277
440.657,0.711
440.668,0.384
440.963,0.478
440.974,1.008
440.985,1.517
440.996,1.589
441.007,1.432
441.018,0.29
441.029,0.029
441.127,0.515
441.138,0.756
441.149,0.742
441.16,0.695
441.171,0.302
441.182,0.226
441.193,0.183
441.204,0.467
441.215,0.579
441.226,0.493
441.236,0.592
441.247,0.995
441.258,1.265
441.269,1.217
441.28,0.458
441.291,0.068
441.357,0.254
441.422,0.277
441.433,0.468
441.619,0.063
441.63,0.223
441.641,0.77
441.652,1.556
441.663,2.286
441.674,1.935
441.685,1.295
441.696,1.342
441.707,1.432
441.718,1.639
441.729,1.21
441.74,0.603
441.751,0.659
441.762,0.489
441.838,0.119
441.849,0.458
441.86,0.333
441.871,0.093
441.882,0.411
441.893,1.032
441.904,1.211
441.915,1.485
441.926,0.9
441.937,0.31
442.057,0.198
442.068,0.351
442.079,0.475
442.09,0.588
442.101,1.06
442.112,1.29
442.123,1.442
442.134,1.305
442.145,0.908
442.155,0.762
442.166,0.35
442.265,0.667
442.276,1.07
442.287,0.799
442.298,1.151
442.309,0.534
442.32,0.453
442.331,0.734
442.341,0.575
442.352,0.146
442.363,0.02
442.407,0.001
442.418,0.277
442.429,0.122
442.527,0.13
442.538,0.794
442.549,0.623
442.56,0.785
442.571,1.2
442.582,1.1
442.593,1.365
442.604,1.754
442.615,0.915
442.801,0.074
442.812,0.041
442.823,0.016
442.834,0.431
442.845,0.812
442.856,1.609
442.867,1.069
442.878,1.487
442.932,0.064
442.943,0.041
443.009,0.256
443.02,0.539
443.031,0.449
443.042,0.481
443.053,0.39
443.064,0.02
443.173,0.148
443.184,0.061
443.195,0.155
443.206,0.009
443.217,0.142
443.228,0.301
443.239,0.3
443.25,0.356
443.261,0.154
443.293,0.093
443.304,0.438
443.315,0.627
443.447,0.011
443.457,0.486
443.468,0.825
443.479,0.997
443.49,1.847
443.501,1.838
443.512,1.624
443.523,0.626
443.611,0.265
443.622,0.791
443.632,1.051
443.643,1.23
443.654,0.851
443.665,1.022
443.676,0.833
443.687,0.498
443.698,0.508
443.709,0.406
444.005,0.212
444.015,0.155
444.026,0.314
444.037,0.15
444.059,0.391
444.07,0.745
444.081,1.212
444.092,1.623
444.103,1.888
444.114,1.585
444.125,0.723
444.136,0.298
444.223,0.03
444.234,0.135
444.245,0.548
444.256,0.714
444.267,1.472
444.278,2.23
444.289,2.693
444.3,2.787
444.311,2.509
444.322,1.856
444.333,1.823
444.344,1.902
444.355,2.592
444.366,3.448
444.377,2.878
444.387,2.597
444.398,1.965
444.409,0.806
444.42,0.092
444.431,0.055
444.442,0.423
444.453,0.691
444.464,0.83
444.475,0.598
444.486,0.561
444.497,0.254
444.508,0.117
444.661,0.153
444.672,0.679
444.683,0.546
444.694,0.835
444.705,0.946
444.716,1.018
444.727,0.909
444.738,0.428
444.748,0.091
444.759,0.077
444.77,0.294
444.781,0.647
444.792,0.052
444.858,0.089
444.869,0.471
444.88,1.285
444.891,1.56
444.902,1.455
444.913,1.894
444.924,2.028
444.934,1.802
444.945,1.608
444.956,1.412
444.967,0.979
444.978,0.616
444.989,0.497
445.0,0.126
445.011,0.266
445.022,0.037
445.175,0.016
445.186,0.16
445.197,0.37
445.208,0.184
445.274,0.228
445.285,0.434
445.296,1.338
445.306,1.882
445.317,1.991
445.328,1.18
445.339,0.284
445.35,0.768
445.361,1.011
445.372,1.017
445.383,1.016
445.394,1.52
445.405,1.813
445.416,1.808
445.427,2.064
445.438,2.513
445.449,2.576
445.46,2.265
445.492,1.391
445.503,0.385
445.635,0.024
445.646,0.411
445.657,0.569
445.668,0.987
445.678,1.112
445.689,0.966
445.7,0.898
445.711,0.619
445.722,0.62
445.733,0.897
445.744,1.013
445.755,0.125
445.832,0.033
445.897,0.252
445.908,1.182
445.919,1.68
445.93,1.477
445.941,1.222
445.952,0.934
445.963,1.341
446.313,0.004
446.324,0.035
446.335,0.316
446.346,0.538
446.357,0.422
446.368,0.153
446.565,0.12
446.576,0.271
446.587,0.531
446.598,0.629
446.608,0.628
446.619,0.338
446.63,0.559
446.641,0.421
446.652,0.377
446.663,0.533
446.674,0.198
446.685,0.053
446.718,0.034
446.729,0.458
446.74,0.853
446.751,0.669
446.762,0.167
446.805,0.381
446.816,0.279
446.827,0.059
446.86,0.165
446.871,0.723
446.882,0.586
447.112,0.368
447.123,0.118
447.134,0.94
447.145,0.605
447.243,0.001
447.254,1.088
447.265,0.959
447.276,0.605
447.287,0.881
447.298,1.265
447.309,1.088
447.32,1.116
447.331,0.955
447.341,0.923
447.352,0.663
447.363,0.506
447.374,0.154
447.615,0.174
447.626,0.401
447.637,0.438
447.648,0.349
447.659,0.266
447.67,0.292
447.681,0.039
447.779,0.322
447.79,0.944
447.801,1.039
447.812,0.702
447.823,0.268
447.834,0.413
447.845,0.577
447.856,0.817
447.867,1.07
447.878,1.356
447.889,1.469
447.899,0.762
448.042,0.214
448.282,0.201
448.414,0.14
448.425,0.219
448.436,0.019
448.447,0.289
448.457,0.641
448.468,1.187
448.479,1.52
448.49,1.546
448.501,0.428
448.643,0.175
448.654,0.418
448.665,0.366
448.676,0.595
448.687,0.993
448.698,1.32
448.709,1.033
448.72,1.194
448.731,1.226
448.742,1.761
448.764,1.361
448.775,0.842
448.786,0.053
448.906,0.355
448.917,0.904
448.928,0.445
449.136,0.393
449.147,1.29
449.158,2.177
449.169,1.719
449.18,1.245
449.191,1.268
449.201,1.295
449.212,1.545
449.223,1.075
449.234,0.757
449.333,0.361
449.344,0.123
449.398,0.009
449.409,0.291
449.42,0.312
449.431,0.296
449.442,0.25
449.453,0.313
449.552,0.097
449.562,0.58
449.573,0.804
449.584,1.205
449.595,1.603
449.606,2.308
449.617,2.014
449.628,1.758
449.639,1.026
449.65,0.856
449.661,1.741
449.672,1.577
449.683,1.052
449.694,0.4
449.716,0.481
449.727,0.546
449.738,0.253
450.033,0.075
450.044,1.646
450.055,2.72
450.066,1.977
450.077,2.07
450.088,3.186
450.099,3.843
450.11,2.713
450.12,0.315
450.219,0.167
450.23,0.758
450.241,0.726
450.252,0.733
450.263,0.395
450.274,0.328
450.285,0.45
450.296,0.774
450.307,1.174
450.317,0.63
450.471,0.23
450.482,0.388
450.493,0.685
450.503,0.626
450.514,0.5
450.525,0.828
450.536,1.445
450.547,0.427
450.689,0.014
450.7,1.063
450.711,1.319
450.722,1.057
450.744,0.784
450.755,0.415
450.766,0.686
450.777,1.274
450.788,1.744
450.799,1.938
450.81,2.251
450.821,1.465
450.832,1.078
450.843,0.699
450.854,0.089
450.952,0.21
450.963,0.653
450.974,0.958
450.985,1.374
450.996,1.909
451.007,2.903
451.018,2.006
451.029,0.721
451.116,0.442
451.127,0.935
451.138,1.548
451.149,2.371
451.16,4.388
451.171,4.232
451.182,4.103
451.193,2.486
451.204,1.401
451.215,1.381
451.236,0.096
451.302,0.011
451.313,0.911
451.324,2.179
451.335,1.507
451.346,0.441
451.357,0.885
451.368,0.703
451.379,0.938
451.39,0.861
451.401,0.43
451.412,0.023
451.598,0.438
451.608,2.33
451.619,2.889
451.63,2.76
451.641,2.67
451.652,2.68
451.663,3.25
451.674,3.002
451.685,2.797
451.696,2.722
451.707,2.037
451.718,0.963
451.948,0.107
451.959,0.167
453.042,0.634
453.053,1.749
453.064,3.095
453.075,2.028
453.086,1.607
453.096,1.593
453.107,2.609
453.118,3.521
453.129,3.063
453.14,2.168
453.151,0.713
453.195,0.108
453.206,0.437
453.239,0.955
453.25,1.371
453.261,1.804
453.272,2.331
453.282,1.49
453.293,1.5
453.304,0.954
453.315,1.245
453.326,1.009
453.337,0.564
453.348,0.858
453.359,0.665
453.534,0.092
453.545,0.147
453.556,0.23
453.578,0.337
453.786,0.731
453.797,0.927
453.808,0.996
453.819,1.16
453.928,0.843
453.939,1.333
453.95,1.21
453.961,1.609
453.972,1.876
453.983,1.185
453.994,0.898
454.005,0.56
454.015,0.197
454.059,0.087
454.07,0.368
454.081,0.274
454.092,0.555
454.103,1.299
454.114,0.913
454.125,0.91
454.136,1.06
454.147,0.523
454.158,0.225
454.256,0.785
454.267,0.58
454.3,0.791
454.311,1.151
454.322,1.272
454.333,1.633
454.344,1.859
454.355,2.417
454.366,2.289
454.377,1.055
454.508,0.382
454.519,0.546
454.53,0.804
454.541,0.777
454.552,0.742
454.562,0.823
454.573,0.876
454.584,0.865
454.595,0.426
454.748,0.691
454.759,1.123
454.77,1.182
454.781,1.246
454.792,1.407
454.803,1.362
454.814,1.041
454.825,1.431
454.836,2.448
454.847,4.457
454.858,3.934
454.869,1.098
454.88,1.647
454.891,1.253
455.022,0.147
455.033,0.379
455.044,0.442
455.055,0.469
455.066,0.544
455.077,0.339
455.088,0.505
455.099,0.796
455.11,0.607
455.23,0.363
455.241,0.501
455.252,0.363
455.263,0.26
455.274,0.966
455.285,1.573
455.296,2.288
455.306,2.757
455.317,2.804
455.328,3.253
455.339,2.76
455.35,1.949
455.361,0.324
455.372,0.861
455.383,0.969
455.394,0.89
455.405,0.901
455.416,0.719
455.427,0.409
455.492,0.072
455.503,0.671
455.514,1.482
455.525,1.666
455.536,0.905
455.547,0.101
455.766,0.077
455.777,0.652
455.788,0.711
455.799,0.214
455.821,0.333
455.832,0.463
455.952,0.187
456.105,0.087
456.116,0.183
456.149,0.519
456.16,0.5
456.171,0.403
456.182,0.702
456.193,1.668
456.204,2.222
456.215,2.329
456.225,2.303
456.236,2.076
456.247,3.041
456.258,2.417
456.269,0.906
456.532,0.223
456.543,0.584
456.554,1.201
456.565,0.857
456.576,0.688
456.587,0.463
456.598,0.309
456.608,0.749
456.619,1.172
456.63,1.487
456.641,1.065
456.652,0.325
456.827,0.919
456.838,2.057
456.849,0.925
456.893,0.102
457.002,0.071
457.013,0.584
457.024,0.704
457.035,0.771
457.046,0.86
457.057,0.818
457.068,0.844
457.079,0.312
457.221,0.36
457.232,0.859
457.243,1.036
457.254,1.094
457.265,1.466
457.276,1.502
457.287,1.855
457.298,2.166
457.309,2.088
457.32,1.739
457.331,1.252
457.341,0.717
457.352,0.343
457.484,0.127
457.495,0.741
457.506,1.071
457.517,0.891
457.527,0.915
457.538,1.484
457.549,2.095
457.56,2.105
457.571,1.57
457.582,0.985
457.593,0.805
457.604,0.453
457.615,0.503
457.626,0.482
457.637,0.513
457.648,0.458
457.659,0.635
457.692,0.345
457.801,0.138
457.91,0.542
457.921,0.948
457.932,1.714
457.943,1.701
457.954,0.405
457.965,0.551
457.976,0.806
458.151,0.111
458.162,0.374
458.173,0.287
458.25,0.186
458.261,0.286
458.348,0.378
458.359,0.964
458.37,1.096
458.381,1.079
458.392,1.149
458.403,0.654
458.414,0.679
458.425,0.33
458.436,0.82
458.447,0.996
458.458,1.052
458.468,0.474
458.589,0.606
458.6,0.638
458.611,0.647
458.622,0.619
458.633,0.88
458.643,1.04
458.654,1.202
458.665,1.283
458.676,1.417
458.687,1.555
458.698,1.486
458.709,1.141
458.72,0.993
458.731,0.943
458.742,0.564
459.081,1.195
459.092,2.965
459.103,0.942
459.114,1.729
459.125,2.568
459.136,2.657
459.147,2.39
459.158,1.698
459.169,1.097
459.18,0.407
459.278,0.153
459.289,0.01
459.355,0.16
459.398,0.288
459.409,0.308
459.42,0.214
459.431,0.272
459.508,0.255
459.519,1.948
459.53,1.867
459.541,1.162
459.552,1.571
459.573,2.108
459.584,2.845
459.606,3.402
459.617,2.799
459.628,3.806
459.639,3.07
459.65,2.311
459.661,2.214
459.672,2.315
459.683,0.536
459.781,0.121
459.792,1.055
459.803,2.5
459.814,2.103
459.825,1.915
459.836,0.9
459.847,0.029
459.858,0.207
459.869,0.405
459.945,1.25
459.956,1.352
460.23,0.654
460.241,0.931
460.252,1.13
460.263,1.219
460.274,1.37
460.285,1.038
460.296,0.71
460.306,0.623
460.317,0.465
460.328,0.042
460.339,0.083
460.482,1.158
460.492,0.725
460.503,0.723
460.514,0.162
460.525,0.206
460.536,0.501
460.547,0.586
460.558,0.5
460.569,0.353
460.58,0.357
460.591,0.224
460.744,0.202
460.755,0.257
460.766,0.075
460.799,0.317
460.985,0.32
460.996,0.535
461.007,0.273
461.05,0.336
461.061,0.61
461.072,1.607
461.083,1.585
461.094,1.236
461.105,0.973
461.116,0.943
461.127,1.179
461.138,0.803
461.149,0.184
461.302,0.026
461.313,0.342
461.324,0.706
461.335,1.314
461.346,1.505
461.357,2.059
461.368,2.522
461.379,2.397
461.39,2.388
461.401,2.525
461.412,2.682
461.422,2.74
461.433,2.447
461.444,1.93
461.455,1.162
461.466,0.882
461.477,0.335
461.488,0.133
461.521,0.129
461.532,0.197
461.543,0.384
461.554,0.044
461.576,0.035
461.587,0.585
461.598,0.708
461.608,0.906
461.619,1.328
461.63,1.801
461.641,1.987
461.652,0.133
461.663,0.166
461.718,0.508
461.729,1.238
461.74,1.86
461.751,2.037
461.762,1.959
461.773,2.116
461.784,2.133
461.794,1.577
461.805,1.422
461.816,0.8
461.827,0.472
461.937,0.056
461.948,0.447
461.959,0.716
461.97,0.905
461.981,1.949
461.991,2.627
462.002,1.58
462.013,0.665
462.024,0.361
462.254,0.306
462.265,0.242
462.352,0.55
462.363,0.655
462.451,0.058
462.56,0.238
462.571,0.141
462.582,0.702
462.593,0.956
462.604,0.884
462.615,1.009
462.626,0.677
462.637,0.583
462.648,0.124
462.801,1.794
462.812,3.828
462.823,2.794
462.834,2.175
462.845,0.686
462.856,0.856
463.293,0.167
463.304,0.407
463.315,0.093
463.534,0.031
463.556,0.37
463.567,0.455
463.578,0.809
463.589,0.902
463.6,0.217
463.622,0.372
463.633,0.545
463.643,0.485
463.654,0.198
463.665,0.031
463.676,0.022
463.687,0.241
463.698,0.147
463.709,0.206
463.72,0.228
463.731,0.557
463.742,0.361
463.753,0.09
463.786,0.464
463.797,0.28
463.819,0.093
463.829,0.39
463.84,0.729
463.851,0.433
463.862,0.308
463.873,0.203
463.884,0.487
463.895,0.461
463.906,0.986
463.917,1.367
463.928,1.838
463.939,2.132
463.95,2.835
463.961,2.628
463.972,1.193
463.994,0.348
464.015,0.421
464.026,0.241
464.059,0.706
464.07,0.632
464.081,0.088
464.092,0.289
464.103,0.203
464.114,0.409
464.125,0.148
464.3,0.553
464.311,1.008
464.322,1.033
464.333,1.152
464.344,1.24
464.355,1.253
464.366,0.801
464.377,0.919
464.387,1.075
464.398,1.231
464.409,1.165
464.42,1.497
464.431,1.652
464.442,1.451
464.453,1.287
464.464,0.912
464.475,1.021
464.486,0.848
464.497,0.464
464.508,0.612
464.519,1.195
464.541,0.237
464.552,1.323
464.562,1.869
464.573,2.688
464.584,3.454
464.595,4.416
464.606,2.88
464.617,0.648
464.628,0.928
464.639,0.667
464.65,0.38
464.803,0.17
464.814,0.68
464.825,0.142
465.011,2.257
465.022,2.891
465.033,3.218
465.044,3.81
465.055,4.602
465.066,5.034
465.099,5.848
465.11,6.198
465.131,6.442
465.142,4.989
465.153,4.773
465.164,6.418
465.175,6.12
465.186,5.657
465.197,5.532
465.208,6.275
465.482,0.261
465.492,0.308
465.503,0.193
465.514,0.59
465.525,1.783
465.536,2.972
465.547,1.616
465.569,0.381
465.58,0.661
465.591,0.846
465.602,0.935
465.613,0.761
465.624,0.651
465.635,0.468
465.646,0.276
465.657,0.036
465.821,0.015
465.832,0.272
465.843,0.699
465.854,1.377
465.864,2.379
465.875,3.175
465.886,3.725
465.897,4.072
465.908,3.243
465.919,2.638
465.93,2.593
465.941,4.324
465.952,6.094
466.116,0.558
466.127,0.306
466.762,0.02
466.98,0.51
466.991,0.088
467.177,0.048
467.188,0.045
467.21,0.108
467.221,0.518
468.851,0.119
468.862,0.238
468.873,0.386
468.884,0.592
468.895,0.751
468.906,0.976
468.917,0.95
468.928,0.127
469.026,0.215
469.037,0.417
469.048,0.52
469.059,0.827
469.07,0.802
469.081,0.705
469.092,0.57
469.103,0.478
469.256,0.6
469.267,1.106
469.278,0.975
469.3,0.921
469.311,0.772
469.322,0.917
469.333,1.027
469.344,0.928
469.355,0.46
469.366,0.112
469.595,0.065
469.77,0.579
469.781,1.443
469.792,2.006
469.803,2.055
469.814,1.782
469.825,1.633
469.836,1.347
469.847,1.07
469.858,0.631
469.935,0.332
469.945,1.601
469.956,2.176
469.967,1.803
469.978,0.814
469.989,0.608
470.0,0.933
470.011,1.04
470.022,0.58
470.033,0.358
470.208,0.135
470.219,0.637
470.23,1.673
470.241,1.098
470.252,0.035
470.372,0.083
470.383,0.275
470.394,0.447
470.405,0.264
470.416,0.641
470.427,1.018
470.438,1.2
470.449,1.481
470.46,1.605
470.471,1.742
470.482,0.278
470.624,0.25
470.635,0.682
470.646,0.788
470.657,1.663
470.668,3.083
470.678,3.1
470.689,2.669
470.7,1.066
470.711,0.681
470.722,0.086
470.864,0.083
470.875,0.423
470.886,0.54
470.897,0.563
470.908,0.96
470.919,2.017
470.93,2.727
470.941,1.304
471.072,0.21
471.083,0.135
471.094,0.032
471.105,0.186
471.116,0.614
471.127,0.592
471.138,0.517
471.149,0.59
471.335,0.403
471.346,0.858
471.357,0.914
471.368,0.501
471.379,0.146
471.521,0.165
471.532,0.285
471.543,0.439
471.554,0.104
471.608,0.142
471.619,0.124
471.63,0.144
471.729,0.345
471.74,0.523
472.013,2.318
472.024,1.914
472.035,0.003
472.046,0.102
472.057,0.211
472.068,0.392
472.079,0.238
472.09,0.269
472.101,0.311
472.112,0.282
472.123,0.3
472.188,0.076
472.232,0.438
472.243,0.717
472.254,0.688
472.265,0.261
472.484,0.072
472.495,0.081
472.506,0.105
472.517,0.532
472.527,1.215
472.538,1.428
472.549,1.32
472.56,1.43
472.571,1.459
472.582,1.71
472.593,1.805
472.604,0.132
472.746,0.397
472.757,0.462
472.954,0.171
472.965,0.524
472.976,1.029
472.987,1.126
472.998,1.521
473.009,2.261
473.02,1.694
473.031,0.892
473.042,0.508
473.053,0.289
473.118,0.12
473.129,0.036
473.206,0.284
473.217,0.13
473.239,0.233
473.25,0.53
473.261,0.886
473.271,1.405
473.282,1.503
473.293,0.568
473.315,0.214
473.326,0.094
473.337,0.227
473.348,0.264
473.359,0.032
473.665,0.112
473.676,0.087
473.698,0.757
473.709,1.653
473.72,1.867
473.731,1.613
473.742,1.555
473.753,1.52
473.764,1.278
473.775,0.593
473.917,0.207
473.928,0.244
473.939,0.357
473.95,0.164
473.961,0.062
473.972,0.12
473.983,0.26
473.994,0.253
474.004,0.132
474.026,0.337
474.037,0.346
474.048,0.414
474.103,0.206
474.114,0.118
474.125,0.216
474.136,0.105
474.147,0.559
474.158,0.8
474.169,0.808
474.18,0.797
474.19,0.644
474.201,1.004
474.212,1.018
474.223,0.709
474.234,0.552
474.245,0.058
474.3,0.306
474.311,0.887
474.322,1.174
474.333,2.918
474.344,2.999
474.355,2.289
474.366,2.241
474.377,2.383
